ticker,MANH US Equity
2000-05-25,-8.5799
2000-05-26,1.6181
2000-05-30,-3.1847
2000-05-31,-1.6447
2000-06-01,10.3679
2000-06-02,-1.2121
2000-06-05,3.0675
2000-06-06,-10.7143
2000-06-07,12.0
2000-06-08,-2.9762
2000-06-09,-3.9877000000000002
2000-06-12,-0.9585
2000-06-13,4.8387
2000-06-14,1.5385
2000-06-15,-3.0303
2000-06-16,0.625
2000-06-19,9.0062
2000-06-20,3.7037
2000-06-21,7.6923
2000-06-22,-10.1403
2000-06-23,5.039
2000-06-26,3.5135
2000-06-27,4.6997
2000-06-28,-0.2494
2000-06-29,0.0
2000-06-30,0.0
2000-07-03,-2.0
2000-07-05,6.1224
2000-07-06,-0.9615
2000-07-07,-4.8544
2000-07-10,3.0612
2000-07-11,6.4356
2000-07-12,9.3023
2000-07-13,1.7021
2000-07-14,15.0628
2000-07-17,8.9091
2000-07-18,-6.01
2000-07-19,-13.3215
2000-07-20,7.7869
2000-07-21,-9.1255
2000-07-24,11.0879
2000-07-25,8.0979
2000-07-26,14.6341
2000-07-27,-3.0395
2000-07-28,-4.7022
2000-07-31,0.1645
2000-08-01,6.0755
2000-08-02,3.4056
2000-08-03,-2.3952
2000-08-04,9.816
2000-08-07,6.0056
2000-08-08,-6.7194
2000-08-09,7.9096
2000-08-10,-2.7487
2000-08-11,-0.9421
2000-08-14,5.2989
2000-08-15,0.9032
2000-08-16,-3.8363
2000-08-17,1.7287
2000-08-18,-3.3333
2000-08-21,-1.0142
2000-08-22,-3.8251
2000-08-23,-3.9773
2000-08-24,-2.6627
2000-08-25,-10.4863
2000-08-28,9.8472
2000-08-29,2.1638
2000-08-30,8.1694
2000-08-31,3.7762000000000002
2000-09-01,-0.8086
2000-09-05,-10.0543
2000-09-06,3.6254
2000-09-07,1.895
2000-09-08,-0.7153
2000-09-11,-4.8991
2000-09-12,1.8182
2000-09-13,3.7202
2000-09-14,2.439
2000-09-15,0.9804
2000-09-18,-3.4674
2000-09-19,5.0287
2000-09-20,1.7784
2000-09-21,4.3011
2000-09-22,1.2887
2000-09-25,10.4326
2000-09-26,-1.3825
2000-09-27,2.8037
2000-09-28,8.9773
2000-09-29,2.1898
2000-10-02,-2.0408
2000-10-03,-2.7083
2000-10-04,2.7837
2000-10-05,-3.9583
2000-10-06,-2.6844
2000-10-09,1.6439
2000-10-10,-6.7982
2000-10-11,0.8235
2000-10-12,-3.0338
2000-10-13,14.8014
2000-10-16,-1.4675
2000-10-17,-8.0851
2000-10-18,4.5139
2000-10-19,6.7553
2000-10-20,2.6971
2000-10-23,-0.202
2000-10-24,1.6194
2000-10-25,13.4462
2000-10-26,0.1756
2000-10-27,-7.2743
2000-10-30,-5.482
2000-10-31,2.425
2000-11-01,-0.0244
2000-11-02,4.6875
2000-11-03,2.0522
2000-11-06,0.2742
2000-11-07,0.6381
2000-11-08,-13.0435
2000-11-09,3.125
2000-11-10,-10.2778
2000-11-13,-8.8095
2000-11-14,14.5679
2000-11-15,4.7414
2000-11-16,-14.4033
2000-11-17,-2.6442
2000-11-20,-4.6914
2000-11-21,1.6839
2000-11-22,-8.6624
2000-11-24,5.4393
2000-11-27,3.5714
2000-11-28,-33.3333
2000-11-29,19.4923
2000-11-30,2.6052
2000-12-01,0.3125
2000-12-04,-5.1402
2000-12-05,35.7964
2000-12-06,-9.7944
2000-12-07,-0.4021
2000-12-08,13.0552
2000-12-11,2.8571
2000-12-12,-6.4815
2000-12-13,-7.9208
2000-12-14,-8.0645
2000-12-15,5.2632
2000-12-18,-6.1111
2000-12-19,3.8462
2000-12-20,-7.9772
2000-12-21,-1.2384
2000-12-22,7.21
2000-12-26,-6.8713
2000-12-27,10.5181
2000-12-28,2.5568
2000-12-29,-5.5402000000000005
2001-01-02,-21.4076
2001-01-03,27.7985
2001-01-04,-4.9635
2001-01-05,-12.596
2001-01-08,6.8541
2001-01-09,8.963799999999999
2001-01-10,-0.9811
2001-01-11,3.9634
2001-01-12,-2.0528
2001-01-16,-3.1437
2001-01-17,-1.0433
2001-01-18,2.7724
2001-01-19,-3.9514
2001-01-22,-3.1646
2001-01-23,3.7582
2001-01-24,2.2047
2001-01-25,0.3082
2001-01-26,-3.6866
2001-01-29,9.4099
2001-01-30,-3.7901
2001-01-31,-8.7879
2001-02-01,-0.3322
2001-02-02,-4.0
2001-02-05,-13.7153
2001-02-06,2.2133
2001-02-07,-0.1969
2001-02-08,-4.142
2001-02-09,-4.1152
2001-02-12,-5.1502
2001-02-13,0.6787
2001-02-14,-3.5955
2001-02-15,2.5641
2001-02-16,3.4091
2001-02-20,-6.8132
2001-02-21,-6.6038
2001-02-22,-0.0631
2001-02-23,4.3588000000000005
2001-02-26,14.2857
2001-02-27,-1.9068
2001-02-28,-0.432
2001-03-01,-11.9306
2001-03-02,-6.1576
2001-03-05,-1.3123
2001-03-06,-6.6489
2001-03-07,0.8547
2001-03-08,-0.565
2001-03-09,-18.75
2001-03-12,-0.6993
2001-03-13,9.8592
2001-03-14,-5.4487
2001-03-15,-1.0169
2001-03-16,-6.5068
2001-03-19,5.4945
2001-03-20,-2.7778
2001-03-21,-2.8571
2001-03-22,-1.8382
2001-03-23,19.8502
2001-03-26,1.875
2001-03-27,4.2945
2001-03-28,-10.0
2001-03-29,-16.6667
2001-03-30,-2.3529
2001-04-02,-12.4498
2001-04-03,-19.7248
2001-04-04,8.0
2001-04-05,17.328
2001-04-06,7.779
2001-04-09,0.4184
2001-04-10,26.5333
2001-04-11,16.0169
2001-04-12,-4.178
2001-04-16,-2.4645
2001-04-17,-0.1458
2001-04-18,18.9294
2001-04-19,5.5646
2001-04-20,0.6977
2001-04-23,-5.6197
2001-04-24,-2.0392
2001-04-25,0.1249
2001-04-26,11.6008
2001-04-27,22.9881
2001-04-30,0.7271
2001-05-01,-2.7068
2001-05-02,-0.6491
2001-05-03,-11.0143
2001-05-04,1.1538
2001-05-07,1.1061
2001-05-08,-1.8803
2001-05-09,0.8711
2001-05-10,8.6356
2001-05-11,-1.2083
2001-05-14,-2.2208
2001-05-15,2.2054
2001-05-16,-0.0966
2001-05-17,6.4152000000000005
2001-05-18,12.1478
2001-05-21,-1.4046
2001-05-22,-6.1096
2001-05-23,-0.642
2001-05-24,9.9853
2001-05-25,-2.8571
2001-05-29,-3.7933
2001-05-30,-7.7143
2001-05-31,2.1981
2001-06-01,2.2720000000000002
2001-06-04,-1.7772999999999999
2001-06-05,4.8854
2001-06-06,0.2013
2001-06-07,-0.1148
2001-06-08,-2.2982
2001-06-11,0.3822
2001-06-12,-2.0211
2001-06-13,1.0463
2001-06-14,0.2663
2001-06-15,0.2066
2001-06-18,1.0012
2001-06-19,-0.5248
2001-06-20,5.4513
2001-06-21,-1.4729999999999999
2001-06-22,-4.9083
2001-06-25,-1.2756
2001-06-26,20.2224
2001-06-27,-6.3984
2001-06-28,3.4713
2001-06-29,2.5806
2001-07-02,-0.805
2001-07-03,-2.1811
2001-07-05,1.4778
2001-07-06,-13.8988
2001-07-09,-6.7953
2001-07-10,-4.5845
2001-07-11,-3.8038
2001-07-12,9.608
2001-07-13,-7.9114
2001-07-16,-3.6082
2001-07-17,-2.1034
2001-07-18,-5.1347
2001-07-19,1.6507
2001-07-20,31.1178
2001-07-23,-6.538
2001-07-24,0.0308
2001-07-25,2.0333
2001-07-26,-0.3925
2001-07-27,-0.1516
2001-07-30,-2.8537
2001-07-31,-2.0938
2001-08-01,-0.2553
2001-08-02,-0.736
2001-08-03,-2.9013999999999998
2001-08-06,-8.8645
2001-08-07,-3.2787
2001-08-08,-20.7533
2001-08-09,15.7319
2001-08-10,-2.0123
2001-08-13,2.3051
2001-08-14,-3.4822
2001-08-15,-0.8913
2001-08-16,3.1692
2001-08-17,-4.8568
2001-08-20,1.8325
2001-08-21,-9.2545
2001-08-22,3.4466
2001-08-23,8.2154
2001-08-24,7.5496
2001-08-27,0.8235
2001-08-28,-2.7227
2001-08-29,-8.2767
2001-08-30,-4.8823
2001-08-31,3.8038
2001-09-04,-6.4459
2001-09-05,-6.0878
2001-09-06,-21.3568
2001-09-07,8.9457
2001-09-10,5.8065
2001-09-17,-11.3082
2001-09-18,0.0
2001-09-19,-3.125
2001-09-20,-12.5161
2001-09-21,-4.8673
2001-09-24,21.938
2001-09-25,-1.1443
2001-09-26,-1.865
2001-09-27,1.5072
2001-09-28,9.49
2001-10-01,1.533
2001-10-02,3.6585
2001-10-03,18.2633
2001-10-04,6.8214
2001-10-05,-0.6208
2001-10-08,-4.5962
2001-10-09,-3.695
2001-10-10,4.4196
2001-10-11,9.3023
2001-10-12,1.7021
2001-10-15,0.795
2001-10-16,6.9738
2001-10-17,-11.8743
2001-10-18,-4.5354
2001-10-19,18.4963
2001-10-22,19.0346
2001-10-23,-5.9843
2001-10-24,0.5217
2001-10-25,1.7301
2001-10-26,5.0
2001-10-29,-2.8183
2001-10-30,-4.1667
2001-10-31,4.487
2001-11-01,-2.6298
2001-11-02,-2.0171
2001-11-05,14.7941
2001-11-06,-9.3009
2001-11-07,4.055
2001-11-08,1.1594
2001-11-09,-1.1461000000000001
2001-11-12,1.9324
2001-11-13,9.1311
2001-11-14,3.59
2001-11-15,-0.1956
2001-11-16,-6.5808
2001-11-19,2.3381
2001-11-20,-8.3187
2001-11-21,1.1182
2001-11-23,1.5798
2001-11-26,0.0
2001-11-27,-1.2442
2001-11-28,-2.6772
2001-11-29,10.8091
2001-11-30,-11.5654
2001-12-03,-1.7833999999999999
2001-12-04,5.6152999999999995
2001-12-05,7.609
2001-12-06,-0.5325
2001-12-07,-4.3427
2001-12-10,-3.5137
2001-12-11,0.29
2001-12-12,-0.6748
2001-12-13,-3.9469
2001-12-14,-7.6794
2001-12-17,0.1094
2001-12-18,7.689
2001-12-19,-1.7593
2001-12-20,-3.8581
2001-12-21,7.8466000000000005
2001-12-24,-2.7243
2001-12-26,2.5615
2001-12-27,-2.5974
2001-12-28,2.2222
2001-12-31,-2.5084
2002-01-02,-0.5146
2002-01-03,3.8966
2002-01-04,11.2181
2002-01-07,-7.4605
2002-01-08,-3.902
2002-01-09,-6.1095
2002-01-10,3.575
2002-01-11,-6.141
2002-01-14,-4.7794
2002-01-15,3.3977
2002-01-16,-3.3607
2002-01-17,4.4822
2002-01-18,-8.6169
2002-01-22,-2.7923999999999998
2002-01-23,10.9492
2002-01-24,8.2176
2002-01-25,-3.9528
2002-01-28,-6.3538
2002-01-29,-2.66
2002-01-30,4.0396
2002-01-31,1.4846
2002-02-01,2.5881
2002-02-04,-7.4589
2002-02-05,2.3706
2002-02-06,-5.6349
2002-02-07,0.0
2002-02-08,21.8814
2002-02-11,3.8926
2002-02-12,-2.7778
2002-02-13,0.0
2002-02-14,-1.3289
2002-02-15,-1.7845
2002-02-19,-5.2794
2002-02-20,3.3659
2002-02-21,1.2255
2002-02-22,1.1069
2002-02-25,6.9107
2002-02-26,-1.8559999999999999
2002-02-27,-0.6195
2002-02-28,-1.4108
2002-03-01,6.8552
2002-03-04,7.7235
2002-03-05,0.7517
2002-03-06,0.2582
2002-03-07,0.1717
2002-03-08,5.0571
2002-03-11,3.016
2002-03-12,2.9594
2002-03-13,-4.2564
2002-03-14,-3.6958
2002-03-15,-2.6696
2002-03-18,4.2857
2002-03-19,4.1096
2002-03-20,-4.8684
2002-03-21,0.9682
2002-03-22,-0.7123
2002-03-25,-3.4215999999999998
2002-03-26,-0.6286
2002-03-27,4.9741
2002-03-28,4.355
2002-04-01,-0.4987
2002-04-02,-10.9734
2002-04-03,-0.5333
2002-04-04,4.5576
2002-04-05,0.5413
2002-04-08,4.1655
2002-04-09,0.6529
2002-04-10,-0.4054
2002-04-11,-6.1058
2002-04-12,2.8613
2002-04-15,0.1405
2002-04-16,3.7879
2002-04-17,0.3514
2002-04-18,0.3502
2002-04-19,6.1745
2002-04-22,-9.3805
2002-04-23,-4.8549
2002-04-24,0.5572
2002-04-25,-4.4911
2002-04-26,-4.0916
2002-04-29,-1.6237
2002-04-30,2.2006
2002-05-01,-0.6966
2002-05-02,-4.4962
2002-05-03,2.4708
2002-05-06,-4.1056
2002-05-07,-0.3738
2002-05-08,9.1064
2002-05-09,-6.2832
2002-05-10,-2.8019
2002-05-13,2.9513
2002-05-14,7.9333
2002-05-15,0.525
2002-05-16,-2.765
2002-05-17,0.5371
2002-05-20,-0.0629
2002-05-21,-1.4465
2002-05-22,-6.3497
2002-05-23,3.9182
2002-05-24,-1.1475
2002-05-28,-1.1609
2002-05-29,-5.4698
2002-05-30,2.1654
2002-05-31,-3.7526
2002-06-03,-6.5343
2002-06-04,4.8281
2002-06-05,-2.3581
2002-06-06,-5.0724
2002-06-07,4.5086
2002-06-10,-0.5706
2002-06-11,-3.1752
2002-06-12,-1.2643
2002-06-13,4.1617
2002-06-14,5.6472999999999995
2002-06-17,12.3273
2002-06-18,-1.9100000000000001
2002-06-19,-3.4983
2002-06-20,-3.5225999999999997
2002-06-21,-2.5877
2002-06-24,5.1674
2002-06-25,-6.8858
2002-06-26,6.0201
2002-06-27,7.9916
2002-06-28,4.3817
2002-07-01,-6.6231
2002-07-02,-3.33
2002-07-03,3.6858
2002-07-05,-3.5216
2002-07-08,-3.168
2002-07-09,-27.0982
2002-07-10,-1.4146
2002-07-11,1.4844
2002-07-12,-0.4388
2002-07-15,-4.2605
2002-07-16,8.6378
2002-07-17,-1.9243000000000001
2002-07-18,-3.6486
2002-07-19,-6.0787
2002-07-22,2.122
2002-07-23,-9.4545
2002-07-24,9.5812
2002-07-25,-5.4974
2002-07-26,14.7368
2002-07-29,9.126
2002-07-30,0.885
2002-07-31,-2.4474
2002-08-01,-4.5544
2002-08-02,-2.7274000000000003
2002-08-05,-6.7409
2002-08-06,4.3203
2002-08-07,2.1404
2002-08-08,-0.1949
2002-08-09,-2.1387
2002-08-12,2.6345
2002-08-13,-4.7642
2002-08-14,5.1557
2002-08-15,0.0485
2002-08-16,3.8816
2002-08-19,5.745
2002-08-20,0.3092
2002-08-21,5.5967
2002-08-22,1.9557
2002-08-23,-1.3906
2002-08-26,2.4471
2002-08-27,-7.0445
2002-08-28,-3.7456
2002-08-29,5.7376000000000005
2002-08-30,-4.6987
2002-09-03,-6.4212
2002-09-04,1.6795
2002-09-05,-7.7867
2002-09-06,2.303
2002-09-09,-1.4506999999999999
2002-09-10,-0.2538
2002-09-11,1.9338
2002-09-12,3.9939999999999998
2002-09-13,-1.5362
2002-09-16,-2.4866
2002-09-17,-10.25
2002-09-18,-1.337
2002-09-19,-9.1474
2002-09-20,1.3673
2002-09-23,-5.0889
2002-09-24,-3.1654
2002-09-25,-0.934
2002-09-26,0.8081
2002-09-27,-7.1476
2002-09-30,-2.7338
2002-10-01,4.8077
2002-10-02,-1.0586
2002-10-03,-0.9272
2002-10-04,0.576
2002-10-07,-5.9413
2002-10-08,-0.2207
2002-10-09,-1.3042
2002-10-10,7.1097
2002-10-11,12.1212
2002-10-14,5.2124
2002-10-15,4.7706
2002-10-16,-6.5966000000000005
2002-10-17,6.875
2002-10-18,7.0175
2002-10-21,0.9836
2002-10-22,-3.1385
2002-10-23,0.4469
2002-10-24,22.3471
2002-10-25,2.0093
2002-10-28,2.8966
2002-10-29,-3.7246
2002-10-30,1.6644
2002-10-31,-0.531
2002-11-01,1.2011
2002-11-04,7.5604
2002-11-05,2.1659
2002-11-06,3.0
2002-11-07,-2.3301
2002-11-08,-4.175
2002-11-11,-5.1826
2002-11-12,4.6344
2002-11-13,5.1443
2002-11-14,4.2164
2002-11-15,0.8779
2002-11-18,0.8702
2002-11-19,-0.4126
2002-11-20,3.4275
2002-11-21,5.0255
2002-11-22,0.1734
2002-11-25,3.6345
2002-11-26,-3.7074
2002-11-27,4.197
2002-11-29,-0.0666
2002-12-02,-0.7995
2002-12-03,-6.4809
2002-12-04,-3.8061
2002-12-05,-1.9784000000000002
2002-12-06,0.1523
2002-12-09,-5.1369
2002-12-10,1.1663999999999999
2002-12-11,-1.5055
2002-12-12,0.5632
2002-12-13,-4.5600000000000005
2002-12-16,7.9212
2002-12-17,-2.0194
2002-12-18,-2.2592
2002-12-19,1.7802
2002-12-20,1.1993
2002-12-23,0.7087
2002-12-24,-1.681
2002-12-26,-1.7893
2002-12-27,-2.915
2002-12-30,1.3344
2002-12-31,-2.6337
2003-01-02,-1.0144
2003-01-03,1.5371000000000001
2003-01-06,4.1632
2003-01-07,3.6334
2003-01-08,-3.7398
2003-01-09,5.2165
2003-01-10,3.1617
2003-01-13,-0.041
2003-01-14,3.2078
2003-01-15,-3.8634
2003-01-16,-2.7856
2003-01-17,-7.3086
2003-01-21,-0.7927
2003-01-22,5.1304
2003-01-23,5.2
2003-01-24,-3.0418
2003-01-27,-1.2941
2003-01-28,2.1057
2003-01-29,-1.5564
2003-01-30,-1.3439
2003-01-31,-3.2853
2003-02-03,-3.9354
2003-02-04,1.6385999999999998
2003-02-05,-1.4001000000000001
2003-02-06,-0.3012
2003-02-07,-1.7264
2003-02-10,1.7567
2003-02-11,-5.3517
2003-02-12,-5.3808
2003-02-13,0.9157
2003-02-14,1.4804
2003-02-18,2.3529
2003-02-19,-0.9195
2003-02-20,1.2993000000000001
2003-02-21,-3.115
2003-02-24,-0.1418
2003-02-25,0.6155
2003-02-26,-2.3059
2003-02-27,-0.3854
2003-02-28,-1.354
2003-03-03,-0.2451
2003-03-04,-0.0983
2003-03-05,-0.8362
2003-03-06,-0.9921
2003-03-07,-0.6513
2003-03-10,0.353
2003-03-11,-3.7688
2003-03-12,-1.9843
2003-03-13,9.2701
2003-03-14,-2.2428
2003-03-17,7.7805
2003-03-18,1.2494
2003-03-19,-4.2048
2003-03-20,-4.9141
2003-03-21,1.0537
2003-03-24,-4.6177
2003-03-25,0.0
2003-03-26,-1.0255
2003-03-27,-7.8525
2003-03-28,-0.7991
2003-03-31,0.8631
2003-04-01,0.6845
2003-04-02,10.594899999999999
2003-04-03,2.6127000000000002
2003-04-04,-2.646
2003-04-07,2.6154
2003-04-08,3.0985
2003-04-09,-3.0538
2003-04-10,1.5
2003-04-11,1.0836999999999999
2003-04-14,1.3645
2003-04-15,1.2981
2003-04-16,1.3289
2003-04-17,6.6042
2003-04-21,0.7909
2003-04-22,4.5336
2003-04-23,1.251
2003-04-24,-2.3888
2003-04-25,-2.4473
2003-04-28,1.9896
2003-04-29,1.3147
2003-04-30,1.0883
2003-05-01,-3.8509
2003-05-02,3.3161
2003-05-05,1.3296999999999999
2003-05-06,0.4155
2003-05-07,1.3929
2003-05-08,-0.0808
2003-05-09,-0.4448
2003-05-12,0.4062
2003-05-13,2.144
2003-05-14,0.1188
2003-05-15,-0.1978
2003-05-16,0.2774
2003-05-19,-4.5059000000000005
2003-05-20,-2.6904
2003-05-21,1.9141
2003-05-22,3.7563
2003-05-23,-1.2068
2003-05-27,4.7231
2003-05-28,1.7107
2003-05-29,-0.0382
2003-05-30,2.7151
2003-06-02,3.8719
2003-06-03,-1.4337
2003-06-04,2.6182
2003-06-05,-0.567
2003-06-06,4.4191
2003-06-09,-4.6758
2003-06-10,3.8274
2003-06-11,2.0725
2003-06-12,2.8716
2003-06-13,-5.5829
2003-06-16,1.7739
2003-06-17,0.3418
2003-06-18,-5.5518
2003-06-19,-3.6783
2003-06-20,-4.2306
2003-06-23,-5.7076
2003-06-24,3.5655
2003-06-25,-2.0817
2003-06-26,4.2518
2003-06-27,0.5882
2003-06-30,1.3255
2003-07-01,-3.0781
2003-07-02,6.0341
2003-07-03,4.5676
2003-07-07,1.2530999999999999
2003-07-08,3.9958
2003-07-09,-3.1962
2003-07-10,2.6344
2003-07-11,0.924
2003-07-14,0.8817
2003-07-15,1.7814999999999999
2003-07-16,-1.321
2003-07-17,-2.6774
2003-07-18,-1.5131000000000001
2003-07-21,0.5272
2003-07-22,-0.7329
2003-07-23,-3.429
2003-07-24,0.5435
2003-07-25,0.9009
2003-07-28,-0.8214
2003-07-29,-0.3961
2003-07-30,-0.6146
2003-07-31,0.1819
2003-08-01,-1.2346
2003-08-04,0.0
2003-08-05,-1.0662
2003-08-06,-0.9662
2003-08-07,-1.0131000000000001
2003-08-08,0.2654
2003-08-11,4.1966
2003-08-12,0.1451
2003-08-13,0.3623
2003-08-14,-0.722
2003-08-15,1.4182000000000001
2003-08-18,3.3345000000000002
2003-08-19,5.6558
2003-08-20,-0.3941
2003-08-21,-0.7254
2003-08-22,1.0296
2003-08-25,-4.0105
2003-08-26,-0.0685
2003-08-27,1.0281
2003-08-28,1.4247
2003-08-29,-0.903
2003-09-02,5.0287
2003-09-03,6.9409
2003-09-04,0.0601
2003-09-05,-3.003
2003-09-08,-3.096
2003-09-09,-1.1502
2003-09-10,-3.5229
2003-09-11,2.2446
2003-09-12,-1.0157
2003-09-15,-0.7613
2003-09-16,4.6698
2003-09-17,-1.5295999999999998
2003-09-18,-2.589
2003-09-19,-0.0664
2003-09-22,-1.0971
2003-09-23,-0.2387
2003-09-24,-2.6921
2003-09-25,-4.5014
2003-09-26,0.3626
2003-09-29,-4.1908
2003-09-30,-2.2247
2003-10-01,4.7821
2003-10-02,-1.1042
2003-10-03,6.4384
2003-10-06,1.6434
2003-10-07,0.2752
2003-10-08,-1.2692999999999999
2003-10-09,-2.5365
2003-10-10,-1.2833999999999999
2003-10-13,7.2589
2003-10-14,2.4242
2003-10-15,4.3393
2003-10-16,-0.7561
2003-10-17,-2.1587
2003-10-20,2.7255000000000003
2003-10-21,6.2855
2003-10-22,-3.9821999999999997
2003-10-23,-3.4355
2003-10-24,-0.3846
2003-10-27,2.2233
2003-10-28,1.5706
2003-10-29,-12.3024
2003-10-30,-0.3887
2003-10-31,-1.2770000000000001
2003-11-03,3.701
2003-11-04,-0.7623
2003-11-05,6.8471
2003-11-06,0.2582
2003-11-07,-0.163
2003-11-10,-0.1632
2003-11-11,-3.6952
2003-11-12,4.7878
2003-11-13,1.0369
2003-11-14,-4.0731
2003-11-17,-1.7887
2003-11-18,-3.183
2003-11-19,2.1449
2003-11-20,-0.6196
2003-11-21,-0.4157
2003-11-24,3.8957
2003-11-25,0.067
2003-11-26,0.7695
2003-11-28,1.0292
2003-12-01,0.23
2003-12-02,-1.1148
2003-12-03,-2.1552
2003-12-04,-2.5415
2003-12-05,-2.6426
2003-12-08,-4.6429
2003-12-09,2.9588
2003-12-10,-3.092
2003-12-11,4.6922
2003-12-12,1.6135000000000002
2003-12-15,-2.0113
2003-12-16,-0.3961
2003-12-17,0.7592
2003-12-18,0.4629
2003-12-19,-0.925
2003-12-22,-0.1442
2003-12-23,0.1805
2003-12-24,-1.2973
2003-12-26,0.0365
2003-12-29,1.5328
2003-12-30,0.2516
2003-12-31,-0.8964
2004-01-02,-1.2301
2004-01-05,2.7473
2004-01-06,-1.2121
2004-01-07,-2.5623
2004-01-08,-0.3704
2004-01-09,-3.1227
2004-01-12,8.5955
2004-01-13,-2.1908
2004-01-14,1.698
2004-01-15,0.9236
2004-01-16,-0.2112
2004-01-20,2.8219
2004-01-21,-1.3378999999999999
2004-01-22,-1.9819
2004-01-23,1.8092000000000001
2004-01-26,0.3484
2004-01-27,-3.3333
2004-01-28,1.0417
2004-01-29,-1.102
2004-01-30,0.647
2004-02-02,0.3571
2004-02-03,1.7793999999999999
2004-02-04,-3.6713
2004-02-05,-0.4356
2004-02-06,3.8644
2004-02-09,-3.2994
2004-02-10,-2.1416
2004-02-11,7.9376999999999995
2004-02-12,-0.8591
2004-02-13,-3.2582
2004-02-17,4.4429
2004-02-18,0.9605
2004-02-19,-0.068
2004-02-20,-1.1017
2004-02-23,-2.4273
2004-02-24,0.7752
2004-02-25,2.4825
2004-02-26,-1.0577
2004-02-27,-1.069
2004-03-01,1.0805
2004-03-02,-0.3448
2004-03-03,-0.4844
2004-03-04,2.3992
2004-03-05,0.6112
2004-03-08,0.0709
2004-03-09,-0.4418
2004-03-10,-0.271
2004-03-11,-2.106
2004-03-12,0.7981
2004-03-15,-3.7866
2004-03-16,0.322
2004-03-17,2.1398
2004-03-18,-1.0475
2004-03-19,0.3881
2004-03-22,-3.9718999999999998
2004-03-23,0.0366
2004-03-24,1.5368
2004-03-25,1.5135
2004-03-26,-2.4139
2004-03-29,1.0913
2004-03-30,1.8352
2004-03-31,-1.6961
2004-04-01,-0.2876
2004-04-02,3.8212
2004-04-05,3.8542
2004-04-06,-3.2431
2004-04-07,2.0733
2004-04-08,2.2343
2004-04-12,1.3245
2004-04-13,-0.4902
2004-04-14,-1.8391
2004-04-15,-0.0669
2004-04-16,-0.067
2004-04-19,0.5025
2004-04-20,-0.2
2004-04-21,0.1002
2004-04-22,0.8008
2004-04-23,-2.2509
2004-04-26,-3.0477
2004-04-27,-0.2794
2004-04-28,-0.9807
2004-04-29,-1.521
2004-04-30,-3.4842
2004-05-03,0.1116
2004-05-04,2.0074
2004-05-05,-0.8017
2004-05-06,-0.6613
2004-05-07,-1.7012
2004-05-10,-1.9186999999999999
2004-05-11,3.7975
2004-05-12,0.5174
2004-05-13,-1.25
2004-05-14,-3.2018
2004-05-17,-0.7308
2004-05-18,2.7509
2004-05-19,0.7164
2004-05-20,0.1498
2004-05-21,2.1308
2004-05-24,0.6589
2004-05-25,3.5636
2004-05-26,0.5267
2004-05-27,0.1397
