ticker,LTDH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-30,0.0
2007-06-20,-50.495
2007-07-02,-20.0
2007-11-21,12.5
2008-11-17,-11.1111
2008-12-18,-37.5
2009-01-13,0.0
2009-05-06,-60.0
2009-07-27,300.0
2009-07-31,-67.5
2010-03-10,-60.0
2010-03-31,957.6923
2011-03-22,-7.2727
2011-05-19,-1.9607999999999999
2011-10-03,2.0
2012-03-22,-1.9607999999999999
2012-05-24,-50.0
2013-07-11,-60.0
2013-08-27,-95.0
2013-08-28,9900.0
2013-09-05,2.0
2013-10-07,-96.9608
2013-11-14,2738.7097
2013-11-29,4.5455
2013-12-05,-56.5217
2013-12-06,0.0
2014-01-07,0.0
2014-05-14,115.0
2014-07-14,-41.8605
2014-07-22,-52.0
2014-07-24,150.0
2014-07-31,0.0
2014-08-12,-60.0
2014-09-08,-41.6667
2014-09-19,557.1429
2014-09-23,-65.2174
2014-10-23,-25.0
2014-12-15,8.3333
2015-01-02,-23.0769
2015-01-07,0.0
2015-01-09,0.0
2015-02-04,50.0
2015-02-11,-33.3333
2015-03-11,100.0
2015-03-18,0.0
2015-03-26,-50.0
2015-04-01,0.0
2015-07-06,0.0
2015-10-22,0.0
2015-11-09,-30.0
2015-11-12,0.0
2015-11-17,0.0
2015-12-04,42.4107
2016-01-06,-29.4671
2016-02-16,28.0
2016-02-22,66.6667
2016-02-23,-31.3333
2016-02-24,214.6845
2016-03-09,-22.8693
2016-03-10,-12.875
2016-03-17,-10.6169
2016-03-18,0.0
2016-04-28,71.2039
2016-05-16,-24.9953
2016-05-24,-20.0
2016-06-03,-10.0
2016-07-11,-27.7778
2017-08-25,-38.4615
2017-11-06,-36.25
2018-03-21,-50.7843
2018-04-20,1.5936
2018-07-17,-31.3725
2018-08-03,0.0
2018-08-13,0.0
2018-10-10,0.0
2019-05-20,-8.5714
2019-05-21,12.5
2019-05-23,-1.1111
2019-05-28,-0.5618
2019-05-29,-1.1299
2019-05-31,-0.5714
2019-06-03,0.0
2019-06-04,0.5747
2019-06-10,0.5714
2019-06-12,0.0
2019-06-14,1.7045
2019-06-20,1.6760000000000002
2019-06-21,0.5495
2019-06-24,0.5464
2019-06-25,-1.087
2019-06-26,1.0989
2019-06-27,1.087
2019-06-28,1.0753
2019-07-03,0.5319
2019-07-05,0.5291
2019-07-08,1.0526
2019-07-09,-1.0417
2019-07-10,-1.0526
2019-07-15,0.5319
2019-07-16,1.0582
2019-07-18,-1.5707
2019-07-19,0.5319
2019-07-22,0.5291
2019-07-23,0.5263
2019-07-25,2.6178
2019-07-26,-0.5102
2019-07-29,-1.0256
2019-07-31,1.0363
2019-08-07,-1.0256
2019-08-08,-0.5181
2019-08-09,1.0417
2019-08-13,0.5155
2019-08-16,-1.0256
2019-08-19,-1.5544
2019-08-20,0.5263
2019-08-21,0.5236
2019-08-22,1.0417
2019-08-26,-1.0309
2019-08-28,-1.0417
2019-08-29,0.5263
2019-08-30,1.0471
2019-09-03,1.0363
2019-09-04,-0.5128
2019-09-06,-0.5155
2019-09-09,0.0
2019-09-10,-1.0363
2019-09-12,1.0471
2019-09-16,1.0363
2019-09-18,0.5128
2019-09-23,0.5102
2019-09-25,-2.0305
2019-09-26,1.0363
2019-09-27,0.5128
2019-09-30,-0.5102
2019-10-02,-1.5385
2019-10-03,-0.5208
2019-10-09,-0.5236
2019-10-11,1.0526
2019-10-14,-5.2083
2019-10-17,1.0989
2019-10-21,-5.9783
2019-10-22,-2.8902
2019-10-23,-1.7856999999999998
2019-10-24,1.8182
2019-10-28,1.1905000000000001
2019-10-29,1.7647
2019-10-30,-1.1561
2019-11-18,0.0
2019-11-27,1.1696
2019-12-03,1.1561
2019-12-09,-2.8571
2019-12-10,-1.1764999999999999
2019-12-11,-4.7619
2019-12-12,1.25
2019-12-13,3.7037
2019-12-16,1.1905000000000001
2019-12-17,0.5882
2019-12-19,0.5848
2019-12-20,-1.1628
2019-12-23,-5.8824
2019-12-24,3.125
2019-12-27,0.0
2020-01-02,0.0
2020-01-03,0.6061
2020-01-06,0.0
2020-01-07,0.6024
2020-01-08,0.0
2020-01-09,0.5988
2020-01-10,0.5952
2020-01-13,0.5917
2020-01-14,0.0
2020-01-15,1.1764999999999999
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,1.1628
2020-01-22,0.0
2020-01-27,0.5747
2020-01-29,0.0
2020-02-03,0.0
2020-02-05,0.0
2020-02-10,0.0
2020-02-11,0.5714
2020-02-12,2.2727
2020-03-20,0.0
2020-03-26,11.1111
2020-03-30,-8.0
2020-03-31,-1.6303999999999998
2020-04-02,-30.9337
2020-04-20,-0.008
2020-06-18,40.0
2020-06-22,42.8571
2020-07-02,0.0
2020-07-09,17.2
2020-07-16,0.0
2020-07-17,-1.0239
