ticker,LPBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-21,0.0
2004-12-22,0.0
2004-12-23,2.2727
2004-12-27,0.0
2004-12-28,-2.2222
2004-12-29,1.8182
2004-12-30,-0.8929
2005-01-03,0.0
2005-01-04,-2.7027
2005-01-05,-0.9259
2005-01-06,0.0
2005-01-07,-1.4019
2005-01-10,0.0
2005-01-11,0.9479
2005-01-12,-1.5023
2005-01-13,-1.8112
2005-01-14,-1.4563
2005-01-18,-0.9852
2005-01-19,-0.2985
2005-01-20,-0.1996
2005-01-21,0.0
2005-01-24,0.0
2005-01-25,0.0
2005-01-26,0.3
2005-01-27,0.1994
2005-01-28,0.0
2005-01-31,-0.2985
2005-02-01,0.0998
2005-02-02,-0.2991
2005-02-03,0.2
2005-02-04,0.2994
2005-02-07,0.4975
2005-02-08,0.495
2005-02-09,0.0
2005-02-10,0.0
2005-02-11,1.4778
2005-02-14,0.9709
2005-02-15,0.0
2005-02-18,-0.5769
2005-02-22,-0.3868
2005-02-23,-0.9709
2005-02-24,0.0
2005-02-28,-0.4902
2005-03-01,0.0
2005-03-02,-0.4926
2005-03-03,-0.495
2005-03-04,0.0
2005-03-07,0.0
2005-03-08,0.4975
2005-03-10,-0.7921
2005-03-11,0.0
2005-03-14,0.2994
2005-03-15,0.4975
2005-03-16,-0.396
2005-03-17,1.8887
2005-03-18,-0.4878
2005-03-21,0.4902
2005-03-22,-2.1463
2005-03-23,-1.2961
2005-03-28,2.0202
2005-03-29,-0.9901
2005-04-01,0.0
2005-04-04,0.0
2005-04-05,-3.0
2005-04-06,-0.5155
2005-04-07,0.0
2005-04-11,1.0363
2005-04-12,-1.5385
2005-04-14,-1.0417
2005-04-15,0.0
2005-04-18,0.0
2005-04-20,-4.2105
2005-04-21,-1.0989
2005-04-22,0.0
2005-04-25,-0.5556
2005-04-26,0.0
2005-04-27,0.0
2005-04-28,0.1117
2005-05-02,-0.1116
2005-05-06,-2.2346
2005-05-10,2.8571
2005-05-12,0.0
2005-05-13,0.0
2005-05-18,-2.7778
2005-05-19,2.8571
2005-05-20,0.0
2005-05-25,1.1111
2005-05-26,4.3956
2005-06-01,0.0
2005-06-03,0.0
2005-06-07,-0.5263
2005-06-08,5.291
2005-06-10,-7.0352
2005-06-13,2.7027
2005-06-14,0.0
2005-06-20,1.5789
2005-06-29,0.5181
2005-06-30,-1.5464
2005-07-01,1.5707
2005-07-07,1.5464
2005-07-08,-1.0152
2005-07-11,1.0256
2005-07-13,-0.9137
