ticker,VOYA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-02,6.8718
2013-05-03,-0.8157
2013-05-06,2.0803
2013-05-07,2.654
2013-05-08,2.2622
2013-05-09,-2.2122
2013-05-10,4.4321
2013-05-13,-1.3263
2013-05-14,3.8978
2013-05-15,3.0185
2013-05-16,0.3767
2013-05-17,3.9199
2013-05-20,5.3772
2013-05-21,2.1706
2013-05-22,-3.2054
2013-05-23,1.6558000000000002
2013-05-24,-0.2273
2013-05-28,7.9347
2013-05-29,-0.9497
2013-05-30,1.1009
2013-05-31,0.2107
2013-06-03,-0.4557
2013-06-04,-2.1831
2013-06-05,-4.1397
2013-06-06,1.7274
2013-06-07,3.5807
2013-06-10,1.2473
2013-06-11,-3.8367
2013-06-12,-2.7452
2013-06-13,0.3764
2013-06-14,-2.2497
2013-06-17,0.8439
2013-06-18,1.4454
2013-06-19,2.6622
2013-06-20,-1.3879000000000001
2013-06-21,-1.6296
2013-06-24,-2.2214
2013-06-25,0.308
2013-06-26,0.7678
2013-06-27,2.7048
2013-06-28,0.3709
2013-07-01,2.0695
2013-07-02,1.6293
2013-07-03,-0.285
2013-07-05,-0.7145
2013-07-08,1.0795
2013-07-09,1.958
2013-07-10,-0.5936
2013-07-11,0.4215
2013-07-12,1.504
2013-07-15,1.654
2013-07-16,0.1695
2013-07-17,0.4738
2013-07-18,0.5389
2013-07-19,-0.3685
2013-07-22,0.6389
2013-07-23,0.568
2013-07-24,0.9967
2013-07-25,1.4803
2013-07-26,1.1994
2013-07-29,-2.5304
2013-07-30,2.3989
2013-07-31,-0.1284
2013-08-01,2.7314
2013-08-02,0.782
2013-08-05,-0.0931
2013-08-06,-0.3728
2013-08-07,-2.3075
2013-08-08,1.3406
2013-08-09,0.0
2013-08-12,-2.0787
2013-08-13,-0.9006
2013-08-14,-0.4219
2013-08-15,-1.6297000000000001
2013-08-16,-0.729
2013-08-19,0.3338
2013-08-20,1.6966
2013-08-21,-1.2103
2013-08-22,0.5629
2013-08-23,-0.2305
2013-08-26,-1.7162
2013-08-27,-1.8133
2013-08-28,-0.4104
2013-08-29,0.2405
2013-08-30,-1.3023
2013-09-03,0.4514
2013-09-04,0.8987
2013-09-05,0.8222
2013-09-06,1.1553
2013-09-09,1.1421000000000001
2013-09-10,0.8303
2013-09-11,-0.2306
2013-09-12,-0.2971
2013-09-13,-0.4967
2013-09-16,-1.5973000000000002
2013-09-17,0.8793
2013-09-18,0.8046
2013-09-19,-3.4919000000000002
