ticker,AYTU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-02,-37.5
2008-10-03,50.0
2008-10-09,-23.3333
2008-10-15,8.6957
2008-10-16,-20.0
2008-10-22,405.0
2008-11-06,-49.505
2009-05-19,-70.5882
2009-05-20,240.0
2009-08-28,-70.5882
2009-09-04,233.3333
2009-11-16,-68.0
2009-12-18,212.5
2010-01-28,-2.0
2010-03-16,-23.4694
2010-04-30,0.0
2010-05-19,0.0
2010-06-07,0.0
2010-06-08,-73.3333
2010-07-13,150.0
2010-07-20,-64.0
2010-07-21,66.6667
2010-07-22,13.3333
2010-08-02,0.0
2010-08-03,-5.8824
2010-08-04,6.25
2010-10-28,17.647100000000002
2010-11-09,0.0
2010-12-02,-5.0
2010-12-03,5.2632
2010-12-09,-20.0
2011-01-03,56.25
2011-01-11,0.0
2011-03-10,104.0
2011-03-23,0.0
2011-04-12,-41.1765
2011-05-09,-16.6667
2011-06-13,0.0
2011-06-22,0.0
2011-07-01,12.0
2011-10-06,175.0
2011-10-19,-54.5455
2012-02-08,120.0
2012-03-07,-74.026
2012-04-24,250.0
2012-05-23,-71.4286
2012-06-14,250.0
2012-07-12,0.0
2012-07-13,-64.2857
2012-07-26,180.0
2012-09-20,0.0
2012-10-16,0.0
2012-11-16,0.0
2012-12-13,0.0
2013-01-10,-7.1429
2013-01-30,7.6923
2013-02-07,-7.1429
2013-02-14,0.0
2013-02-27,7.6923
2013-03-08,-5.7143
2013-03-13,-54.5455
2013-03-15,113.3333
2013-03-28,-6.25
2013-04-29,-41.8333
2013-05-06,-14.0401
2013-05-15,0.0
2013-05-28,0.0
2013-06-11,-16.6667
2013-06-20,0.0
2013-06-27,0.0
2013-07-23,-20.0
2013-10-22,75.0
2014-02-12,0.0
2014-03-05,0.0
2014-03-11,-8.5714
2014-03-12,56.25
2014-03-28,0.0
2014-04-02,-20.0
2014-04-07,-25.0
2014-04-08,0.0
2014-04-11,0.0
2014-04-17,-16.6667
2014-04-21,120.0
2014-04-22,10.9091
2014-04-23,-8.1967
2014-04-25,-1.7856999999999998
2014-04-28,0.0
2014-04-29,-7.2727
2014-05-01,-2.0588
2014-05-02,-12.1121
2014-05-05,-8.8838
2014-05-06,-12.5
2014-05-08,-8.5714
2014-05-09,-3.125
2014-05-12,3.2258
2014-05-14,-6.25
2014-05-15,-1.6667
2014-05-20,-6.7797
2014-05-21,1.4545
2014-05-23,7.5269
2014-05-28,-3.3333
2014-05-30,0.0
2014-06-03,-24.1379
