ticker,ZSYC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-09,4.8387
2008-04-16,19.2308
2008-04-25,-41.9355
2008-05-07,5.5556
2008-05-09,-6.3158
2008-05-12,51.6854
2008-05-13,4.8148
2008-05-14,-18.727899999999998
2008-05-15,2.6087
2008-05-16,3.3898
2008-05-19,-4.918
2008-05-20,-9.4828
2008-05-21,-12.381
2008-05-22,19.5652
2008-05-23,-9.0909
2008-05-27,-9.0
2008-05-28,-17.5824
2008-05-29,0.0
2008-05-30,-4.0
2008-06-02,11.1111
2008-06-03,-10.0
2008-06-04,-1.3889
2008-06-05,26.7606
2008-06-06,-5.5556
2008-06-09,5.8824
2008-06-10,-11.1111
2008-06-11,-25.0
2008-06-12,75.0
2008-06-13,0.0
2008-06-16,0.0
2008-06-17,-28.5714
2008-06-18,-20.0
2008-06-19,35.0
2008-06-20,0.0
2008-06-23,-25.9259
2008-06-24,25.0
2008-06-25,4.0
2008-06-26,3.8462
2008-06-27,-7.4074
2008-06-30,-8.0
2008-07-01,-13.0435
2008-07-02,0.0
2008-07-03,0.0
2008-07-07,-15.0
2008-07-08,29.4118
2008-07-09,-18.1818
2008-07-10,11.1111
2008-07-11,-10.0
2008-07-14,11.1111
2008-07-15,-5.0
2008-07-16,-21.0526
2008-07-17,-26.6667
2008-07-18,-28.1818
2008-07-21,-11.3924
2008-07-22,-7.1429
2008-07-23,7.6923
2008-07-24,0.0
2008-07-25,0.0
2008-07-28,-7.1429
2008-07-29,38.4615
2008-07-30,-1.1111
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.0
2008-08-05,12.3596
2008-08-06,20.0
2008-08-07,-16.6667
2008-08-08,20.0
2008-08-11,0.0
2008-08-12,-8.3333
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,-18.1818
2008-08-19,0.0
2008-08-20,0.0
2008-08-21,0.0
2008-08-22,-22.2222
2008-08-25,1.4285999999999999
2008-08-26,-1.4085
2008-08-27,42.8571
2008-08-28,0.0
2008-08-29,-10.0
2008-09-02,0.0
2008-09-03,11.1111
2008-09-04,0.0
2008-09-05,45.0
2008-09-08,0.0
2008-09-09,3.4483
2008-09-11,0.0
2008-09-12,-52.6667
2008-09-15,-15.493
2008-09-16,16.6667
2008-09-17,157.1429
2008-09-19,-55.5556
2008-09-22,-12.5
2008-09-23,-28.5714
2008-09-25,-20.0
2008-09-26,-50.0
2008-09-29,100.0
2008-09-30,50.0
2008-10-01,-50.0
2008-10-02,-50.0
