ticker,SGOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-15,0.0
2008-04-16,0.0
2008-04-23,0.428
2008-04-28,-0.8523
2008-04-29,0.2865
2008-04-30,-0.4286
2008-05-06,0.5739
2008-05-07,-0.1427
2008-05-27,0.1429
2008-05-28,0.2853
2008-05-30,0.0
2008-06-02,0.2845
2008-06-03,0.2837
2008-06-04,0.4243
2008-06-05,0.2817
2008-06-06,0.0
2008-06-12,0.1404
2008-06-17,0.2805
2008-06-18,0.1399
2008-06-30,0.0
2008-07-02,0.838
2008-07-14,-0.9695
2008-07-15,0.4196
2008-07-21,-1.1142
2008-07-31,0.7042
2008-08-05,0.4196
2008-08-06,0.0
2008-08-13,0.2786
2008-08-25,0.6944
2008-08-26,0.2759
2008-09-03,0.0
2008-09-11,1.1004
2008-09-15,-1.0884
2008-09-23,-0.2751
2008-09-25,-2.069
2008-09-30,-3.5211
2008-10-03,-1.4599
2008-10-06,-1.4815
2008-10-07,-1.5038
2008-10-10,-6.5649
2008-10-13,2.9412000000000003
2008-10-14,3.9683
2008-11-05,2.2901
2008-11-12,0.0
2008-11-17,0.8955
2008-11-18,-0.4438
2008-11-21,0.2972
2008-11-25,-0.4444
2008-12-01,0.5952
2008-12-03,0.4438
2008-12-05,2.9455
2008-12-12,-2.8612
2008-12-18,3.0928
2008-12-24,0.0
2009-01-07,1.4285999999999999
2009-01-15,0.7042
2009-01-16,-0.6993
2009-01-27,2.1127
2009-01-28,0.0
2009-02-02,3.3103
2009-02-04,-0.267
2009-02-13,0.0
2009-02-18,0.0
2009-02-19,-0.9998
2009-02-20,-0.6127
2009-02-23,1.3605
2009-03-12,0.0
2009-03-13,0.0
2009-03-17,0.1342
2009-03-27,-1.0724
2009-03-30,-0.4065
2009-04-02,0.2721
2009-04-09,-0.2714
2009-04-27,0.0
2009-05-15,0.0
2009-05-20,0.0
2009-06-03,1.9048
2009-06-04,0.6676
2009-06-08,0.1326
2009-06-26,0.1325
2009-07-01,0.2646
2009-07-02,0.0
2009-07-06,0.2639
2009-07-07,0.0
2009-07-10,0.0
2009-07-13,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-28,3.0263
2009-08-12,-0.2554
2009-08-17,0.128
2009-08-27,-1.9182000000000001
2009-09-11,0.0
2009-09-22,1.9557
2009-10-02,-1.2788
2009-10-12,0.2591
2009-10-15,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-23,0.2584
