ticker,STAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-13,0.0
2010-04-21,-50.0
2010-09-14,100.0
2010-09-15,50.0
2010-09-16,-33.3333
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,-50.0
2010-09-24,100.0
2010-09-27,150.0
2010-09-28,-10.0
2010-09-29,-80.0
2010-09-30,-84.7222
2010-10-01,-36.3636
2010-10-04,35.7143
2010-10-05,-47.3684
2010-10-06,0.0
2010-10-07,-20.0
2010-10-08,37.5
2010-10-11,90.9091
2010-10-12,-14.2857
2010-10-13,-22.2222
2010-10-14,-21.4286
2010-10-15,-27.2727
2010-10-18,25.0
2010-10-19,-40.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,-16.6667
2010-10-26,20.0
2010-10-27,-50.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,100.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,-16.6667
2010-11-08,0.0
2010-11-09,-40.0
2010-11-10,66.6667
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,60.0
2010-11-16,62.5
2010-11-17,-23.0769
2010-11-18,0.0
2010-11-19,40.0
2010-11-22,35.7143
2010-11-23,0.0
2010-11-24,-5.2632
2010-11-26,0.0
2010-11-29,5.5556
2010-11-30,0.0
2010-12-01,-31.5789
2010-12-02,0.0
2010-12-03,7.6923
2010-12-06,0.0
2010-12-07,-21.4286
2010-12-08,0.0
2010-12-09,18.1818
2010-12-10,0.0
2010-12-13,-23.0769
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,10.0
2010-12-20,-9.0909
2010-12-21,10.0
2010-12-22,-9.0909
2010-12-27,-20.0
2010-12-28,-25.0
2010-12-29,33.3333
2010-12-30,25.0
2010-12-31,0.0
2011-01-03,-20.0
2011-01-04,0.0
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,-25.0
2011-01-13,33.3333
2011-01-14,0.0
2011-01-18,0.0
2011-01-19,-25.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,-16.6667
2011-01-28,0.0
2011-01-31,0.0
2011-02-01,20.0
2011-02-02,-16.6667
2011-02-03,20.0
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,33.3333
2011-02-10,-25.0
2011-02-11,0.0
