ticker,MAAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-04-14,6.25
2003-04-15,5.8824
2003-04-17,0.0
2003-04-23,-8.3333
2003-04-24,3.0303
2003-04-25,0.0
2003-04-28,-5.8824
2003-05-05,6.25
2003-05-06,-5.8824
2003-05-07,0.0
2003-05-08,0.0
2003-05-19,-6.25
2003-05-22,8.6667
2003-06-09,-1.8405
2003-06-10,0.0
2003-06-16,12.5
2003-06-18,-19.4444
2003-07-08,-13.7931
2003-07-11,28.0
2003-07-28,-9.375
2003-08-04,-3.4483
2003-08-11,12.1429
2003-08-25,-10.828
2003-08-29,12.1429
2003-09-04,-10.879
2003-09-05,-9.9485
2003-09-16,14.2857
2003-09-24,-16.6667
2003-10-03,10.0
2003-10-17,0.0
2003-10-20,-18.1818
2003-11-12,22.2222
2003-11-25,9.0909
2003-12-04,0.0
2003-12-09,0.0
2003-12-12,7.1429
2004-01-07,0.0
2004-02-06,0.0
2004-02-12,4.1667
2004-02-26,-8.0
2004-03-17,-4.3478
2004-03-26,9.0909
2004-05-17,-16.6667
2004-08-04,0.0
2004-09-07,-20.0
2004-10-06,0.0
2004-11-03,25.0
2005-05-20,-7.7869
2005-06-24,-44.4444
2005-07-29,80.0
2005-08-18,0.0
2005-08-26,-11.1111
2005-09-21,11.25
2005-09-27,1.1236
2005-10-04,0.0
2005-11-03,0.0
2005-11-15,0.0
2005-11-30,0.0
2005-12-05,-5.5556
2005-12-29,9.7561
2005-12-30,0.0
2006-01-11,0.0
2006-02-07,-5.5556
2006-02-27,0.0
2006-05-09,-4.7059
2006-05-16,-1.2346
2006-06-30,0.0
2006-08-03,0.0
2006-08-14,0.0
2006-08-16,-6.25
2006-12-01,-16.2011
2007-01-17,0.0
2007-02-13,0.0
2007-02-22,0.0
2007-07-03,-16.6667
2007-07-05,10.0
2007-07-12,-27.2727
2007-07-16,0.0
2007-07-20,50.0
2007-08-29,3.3333
2007-09-05,0.0
2007-09-13,-3.2258
2007-09-26,0.0
2007-10-04,0.0
2007-10-12,16.6667
2007-10-22,0.0
2007-10-31,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-21,0.0
2007-11-26,0.0
2007-11-27,42.8571
2008-08-18,4.3841
2008-08-19,0.0
2008-08-20,0.0
2008-08-21,0.0
2008-09-03,0.0
2008-09-08,-8.0
2008-09-19,8.6957
2008-09-23,-8.0
2008-09-25,0.0
2008-09-29,5.4348
2008-09-30,-1.0309
2008-10-06,-4.1667
2008-10-23,0.0
