ticker,ONEW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-02-07,26.1667
2020-02-10,-3.5007
2020-02-11,2.5324999999999998
2020-02-12,0.8678
2020-02-13,15.1555
2020-02-14,0.5747
2020-02-18,-1.1429
2020-02-19,2.0809
2020-02-20,1.9253
2020-02-21,-0.7778
2020-02-24,-6.383
2020-02-25,-3.5885
2020-02-26,-0.1861
2020-02-27,-0.5594
2020-02-28,0.0625
2020-03-02,-1.3117
2020-03-03,-13.6076
2020-03-04,1.8315000000000001
2020-03-05,-8.8489
2020-03-06,-6.4719999999999995
2020-03-09,-18.7342
2020-03-10,4.0498
2020-03-11,-8.8822
2020-03-12,-15.5531
2020-03-13,9.2088
2020-03-16,-22.9216
2020-03-17,-5.7011
2020-03-18,-34.4771
2020-03-19,24.9377
2020-03-20,3.7923999999999998
2020-03-23,-3.4615
2020-03-24,31.6733
2020-03-25,-0.1513
2020-03-26,6.0606
2020-03-27,-12.0
2020-03-30,2.2727
2020-03-31,21.4286
2020-04-01,-19.4771
2020-04-02,-1.461
2020-04-03,-2.4712
2020-04-06,6.9257
2020-04-07,15.0079
2020-04-08,1.7856999999999998
2020-04-09,-8.7719
2020-04-13,0.1479
2020-04-14,7.5332
2020-04-15,-2.4725
2020-04-16,5.6338
2020-04-17,-5.0667
2020-04-20,5.7584
2020-04-21,-6.1089
2020-04-22,-0.1414
2020-04-23,5.0992
2020-04-24,7.0081
2020-04-27,11.461
2020-04-28,23.5028
2020-04-29,4.7575
2020-04-30,0.3493
2020-05-01,-9.8346
2020-05-04,2.4131
2020-05-05,4.147
2020-05-06,-0.4525
2020-05-07,11.818200000000001
2020-05-08,-1.7886
2020-05-11,4.0563
2020-05-12,2.7843999999999998
2020-05-13,-3.096
2020-05-14,-4.1534
2020-05-15,16.6667
2020-05-18,-4.2143
2020-05-19,1.1931
2020-05-20,5.3795
2020-05-21,6.993
2020-05-22,4.5752
2020-05-26,-0.5
2020-05-27,-2.0101
2020-05-28,-3.9103
2020-05-29,-1.6011
2020-06-01,6.7119
2020-06-02,0.6989
2020-06-03,16.0252
2020-06-04,-0.1088
2020-06-05,1.9053
2020-06-08,5.0748
2020-06-09,1.2201
2020-06-10,2.0593
2020-06-11,-5.4134
2020-06-12,8.3767
2020-06-15,3.2645
2020-06-16,-0.3719
2020-06-17,4.3397
2020-06-18,0.4472
2020-06-19,0.7569
2020-06-22,3.8445
2020-06-23,4.4681
2020-06-24,-6.5988
2020-06-25,0.6542
2020-06-26,2.8596
2020-06-29,2.4431
2020-06-30,-0.1645
2020-07-01,-0.1647
2020-07-02,-0.0413
2020-07-06,-0.0413
2020-07-07,-5.6978
2020-07-08,-2.7145
2020-07-09,1.0801
2020-07-10,-2.4043
2020-07-13,0.0
2020-07-14,2.0073
2020-07-15,7.3345
2020-07-16,-1.875
2020-07-17,-2.5902
2020-07-20,-3.2258
2020-07-21,1.3063
2020-07-22,3.0236
2020-07-23,5.5675
2020-07-24,-1.5944
2020-07-27,9.5139
2020-07-28,1.5554000000000001
2020-07-29,5.5286
2020-07-30,-5.7345
2020-07-31,-6.1209
