ticker,MJWL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-01-29,-40.0
2009-02-02,66.6667
2009-02-12,20.0
2009-02-13,-16.6667
2009-02-18,0.0
2009-06-03,-76.0
2009-06-04,0.0
2009-06-08,33.3333
2009-06-10,12.5
2009-06-18,11.1111
2009-06-23,10.0
2009-06-24,36.3636
2009-06-25,20.0
2009-06-26,50.0
2009-06-29,-25.9259
2009-06-30,-36.0
2009-07-01,-6.25
2009-07-02,26.6667
2009-07-06,5.2632
2009-07-07,-25.0
2009-07-08,0.0
2009-07-09,50.0
2009-07-10,5.5556
2009-07-13,5.2632
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-20,0.0
2009-07-21,-1.0
2009-07-22,-1.0101
2009-07-23,4.5918
2009-07-24,-12.1951
2009-07-27,0.0
2009-07-28,-5.5556
2009-07-29,-29.4118
2009-07-30,-3.3333
2009-07-31,-13.7931
2009-08-03,0.0
2009-08-04,-23.0
2009-08-05,0.0
2009-08-10,29.8701
2009-08-11,0.0
2009-08-18,-10.0
2009-08-19,11.1111
2009-08-20,-39.75
2009-08-21,0.0
2009-08-24,0.0
2009-08-25,32.7801
2009-08-26,-12.5
2009-08-27,12.857099999999999
2009-08-28,0.0
2009-09-01,12.6582
2009-09-03,57.3034
2009-09-04,-28.5714
2009-09-08,0.0
2009-09-09,-40.0
2009-09-10,116.6667
2009-09-14,-7.6923
2009-09-15,-16.6667
2009-09-17,-20.0
2009-09-21,50.0
2009-09-22,-49.7917
2009-09-24,32.7801
2009-09-28,0.0
2009-09-29,-24.6875
2009-10-02,2.9046
2009-10-07,1.6129
2009-10-08,0.0
2009-10-12,0.0
2009-10-14,11.1111
2009-10-15,0.0
2009-10-16,0.0
2009-10-19,14.2857
2009-10-20,25.0
2009-10-22,0.0
2009-10-27,-20.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-11-02,-25.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,-6.6667
2009-11-06,-10.7143
2009-11-09,0.0
2009-11-11,0.0
2009-11-12,-8.0
2009-11-13,-13.0435
2009-11-16,-5.625
2009-11-17,-17.8808
2009-11-18,6.4516
2009-11-19,9.0909
2009-11-20,0.0
2009-11-23,0.0
2009-11-27,0.0
2009-11-30,-2.7778
2009-12-01,0.0
2009-12-02,1.0714
2009-12-03,-3.8869
2009-12-07,2.9412000000000003
2009-12-08,-3.5714
2009-12-09,-5.1852
2009-12-10,4.2969
2009-12-11,-7.1161
