ticker,NCEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-11,1.0
2007-12-12,-0.9901
2007-12-13,0.0
2007-12-14,3.0
2007-12-17,0.0
2007-12-18,0.9709
2007-12-19,7.6923
2007-12-20,0.8929
2007-12-21,1.7699
2007-12-24,0.0
2007-12-26,-1.7391
2007-12-27,-8.8496
2007-12-28,1.9417
2007-12-31,-4.7619
2008-01-02,1.0
2008-01-03,0.0
2008-01-04,-0.9901
2008-01-07,-15.0
2008-01-08,16.4706
2008-01-09,0.0
2008-01-10,2.0202
2008-01-11,0.0
2008-01-14,-1.9802
2008-01-15,-1.0101
2008-01-16,-1.0204
2008-01-17,1.0309
2008-01-18,0.0
2008-01-22,-1.0204
2008-01-23,1.0309
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,1.0204
2008-01-30,-1.0101
2008-01-31,1.0204
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,3.0303
2008-02-06,-0.9804
2008-02-07,0.0
2008-02-08,0.9901
2008-02-11,5.8824
2008-02-12,30.0926
2008-02-13,38.0783
2008-02-14,10.3093
2008-02-15,-16.3551
2008-02-19,-5.5866
2008-02-20,-2.9586
2008-02-21,3.6585
2008-02-22,7.6471
2008-02-25,0.5464
2008-02-26,-1.087
2008-02-27,-3.8462
2008-02-28,-11.4286
2008-02-29,5.1613
2008-03-03,13.4969
2008-03-04,-3.7838000000000003
2008-03-05,4.4944
2008-03-06,2.1505
2008-03-07,-1.0526
2008-03-10,-1.0638
2008-03-11,2.1505
2008-03-12,-2.1053
2008-03-13,-3.2258
2008-03-14,-0.5556
2008-03-17,-6.1453
2008-03-18,0.5952
2008-03-19,4.142
2008-03-20,-3.4091
2008-03-24,0.0
2008-03-25,12.3529
2008-03-26,5.2356
2008-03-27,-2.9851
2008-03-28,0.5128
2008-03-31,2.0408
2008-04-01,9.5
2008-04-02,25.5708
2008-04-03,-8.3636
2008-04-04,7.1429
2008-04-07,16.6667
2008-04-08,7.9365
2008-04-09,-9.7059
2008-04-10,-10.7492
2008-04-11,-5.1095
2008-04-14,11.538499999999999
2008-04-15,0.0
2008-04-16,-8.6207
2008-04-17,0.0
2008-04-18,1.8868
2008-04-21,2.963
2008-04-22,2.518
2008-04-23,-1.4035
2008-04-24,-2.4911
2008-04-25,-4.0146
2008-04-28,-2.2814
2008-04-29,5.4475
2008-04-30,5.1661
2008-05-01,-4.5614
2008-05-02,2.5735
2008-05-05,2.509
2008-05-06,10.1399
