ticker,EHVVF US Equity
2018-02-26,1.6667
2018-02-27,-1.6393
2018-02-28,-2.0
2018-03-01,6.2925
2018-03-02,12.0
2018-03-05,0.0
2018-03-06,-7.1429
2018-03-07,7.6923
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,-4.8571
2018-03-13,5.1051
2018-03-14,-4.8571
2018-03-15,-6.9069
2018-03-16,0.0
2018-03-19,9.6774
2018-03-20,-2.9412000000000003
2018-03-21,-1.5152
2018-03-22,7.6923
2018-03-23,-1.4285999999999999
2018-03-26,1.4493
2018-03-27,-14.2857
2018-03-28,-8.3333
2018-03-29,9.0909
2018-04-02,13.1667
2018-04-03,-11.6348
2018-04-04,-0.8333
2018-04-05,-1.6806999999999999
2018-04-06,-12.8205
2018-04-09,13.5294
2018-04-11,-15.3713
2018-04-12,0.0
2018-04-13,2.0408
2018-04-16,14.0
2018-04-17,-5.2632
2018-04-18,-7.4074
2018-04-19,-4.0
2018-04-20,2.0833
2018-04-23,-6.1224
2018-04-24,13.0435
2018-04-25,-9.6154
2018-04-26,-4.2553
2018-04-27,11.1111
2018-04-30,-10.0
2018-05-01,11.1111
2018-05-02,-13.8
2018-05-03,2.0882
2018-05-04,1.1364
2018-05-07,-4.9437999999999995
2018-05-08,-3.0733
2018-05-09,-9.7561
2018-05-10,8.1081
2018-05-11,-3.5
2018-05-14,3.6269
2018-05-15,15.0
2018-05-16,-2.1739
2018-05-17,4.2222
2018-05-18,6.6098
2018-05-21,34.0
2018-05-22,-12.3881
2018-05-23,-11.414
2018-05-24,15.1923
2018-05-25,-11.5192
2018-05-29,-11.3208
2018-05-30,-8.5106
2018-05-31,9.3023
2018-06-01,4.2553
2018-06-04,1.0204
2018-06-05,-1.0101
2018-06-06,0.0
2018-06-07,2.0408
2018-06-08,-0.4
2018-06-11,-13.6546
2018-06-12,2.3256
2018-06-13,1.1364
2018-06-14,5.618
2018-06-15,-14.8936
2018-06-18,0.0
2018-06-19,5.0
2018-06-20,4.7619
2018-06-21,-10.2273
2018-06-22,21.519
2018-06-25,-6.25
2018-06-26,-6.6667
2018-06-27,11.9048
2018-06-28,-14.8936
2018-07-02,-17.5
2018-07-03,6.0606
2018-07-05,0.0
2018-07-06,-11.4286
2018-07-09,3.2258
2018-07-10,1.5625
2018-07-11,-7.6923
2018-07-12,0.0
2018-07-13,16.6667
2018-07-16,-22.8571
2018-07-17,11.1111
2018-07-18,0.0
2018-07-19,16.3333
2018-07-20,-20.4871
2018-07-23,11.7117
2018-07-24,-11.2903
2018-07-25,-1.8182
2018-07-26,7.4074
2018-07-27,10.6207
2018-07-30,-14.2768
2018-07-31,3.6364
2018-08-01,5.2632
2018-08-02,8.3333
2018-08-03,-13.3846
2018-08-06,-7.6377
2018-08-08,7.6923
2018-08-09,1.0714
2018-08-13,-6.3604
2018-08-14,9.434
2018-08-15,-1.7241
2018-08-16,0.0
2018-08-17,5.2632
2018-08-20,-14.6667
2018-08-21,5.4687
2018-08-22,-4.0185
2018-08-23,4.1868
2018-08-24,18.1481
2018-08-27,6.2696
2018-08-28,-15.9292
2018-08-29,8.7719
2018-08-30,-16.129
2018-08-31,19.2308
2018-09-04,-9.6774
2018-09-05,-6.4286
2018-09-06,1.145
2018-09-07,11.8302
2018-09-10,0.0
2018-09-11,-8.4866
2018-09-12,-0.0737
2018-09-13,10.3321
2018-09-14,0.3344
2018-09-17,6.6667
2018-09-18,-3.4375
2018-09-19,-6.1489
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,-6.8966
2018-09-25,-7.4074
2018-09-26,4.0
2018-09-27,15.3846
2018-09-28,0.0
2018-10-01,0.0
2018-10-03,-18.3333
2018-10-04,-1.2245
2018-10-05,-5.3719
2018-10-08,17.9039
2018-10-09,-0.3704
2018-10-10,0.3717
2018-10-11,-15.5556
2018-10-12,9.6491
2018-10-15,20.8
2018-10-16,-0.6623
2018-10-17,-1.0
2018-10-18,1.0101
2018-10-19,-16.6667
2018-10-22,-10.8
2018-10-23,20.6278
2018-10-24,-16.3569
2018-10-25,-2.2222
2018-10-26,18.1818
2018-10-30,-23.0769
2018-10-31,0.0
2018-11-01,0.3
2018-11-02,25.1246
2018-11-05,-12.3506
2018-11-07,-9.0909
2018-11-08,-9.5
2018-11-12,4.9724
2018-11-13,0.0
2018-11-16,-5.3158
2018-11-19,-18.2879
2018-11-21,2.0408
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.9667
2018-11-30,-0.9574
2018-12-03,-6.6667
2018-12-04,-7.1429
2018-12-06,0.0
2018-12-07,-3.8462
2018-12-10,-24.0
2018-12-11,-5.2632
2018-12-12,23.5556
2018-12-13,-10.0719
2018-12-17,-49.0
2018-12-18,23.5294
2018-12-20,10.3175
2018-12-21,-4.8921
2018-12-26,-19.8185
2018-12-27,-7.5472
2018-12-28,0.0
2018-12-31,-27.1429
2019-01-02,-13.1653
2019-01-03,90.3226
2019-01-04,1.6949
2019-01-08,-30.0
2019-01-10,69.0476
2019-01-11,0.0
2019-01-14,40.8451
2019-01-15,-29.0
2019-01-16,-15.493
2019-01-17,66.6667
2019-01-18,0.0
2019-01-24,-5.0
2019-01-25,-36.8421
2019-01-28,0.0
2019-01-31,83.3333
2019-02-01,-40.0
2019-02-05,7.5758
2019-02-06,-1.4085
2019-02-07,14.2857
2019-02-08,-25.0
2019-02-11,0.0
2019-02-12,65.8333
2019-02-13,-0.5025
2019-02-15,0.0
2019-02-19,-4.5455
2019-02-20,-25.3968
2019-02-21,-40.2128
2019-02-25,6.7616
2019-02-26,94.4444
2019-02-27,-42.8571
2019-02-28,0.9
2019-03-01,-2.8741
2019-03-11,-17.551
2019-03-12,3.2178
2019-03-13,-1.6787
2019-03-14,-16.0976
2019-03-15,16.2791
2019-03-18,72.5
2019-03-19,-13.0435
2019-03-20,-33.0
2019-03-22,98.01
2019-03-25,-5.7789
2019-03-28,86.6667
2019-03-29,-16.1429
2019-04-01,2.2147
2019-04-02,-0.8333
2019-04-03,-15.9664
2019-04-04,-45.0
2019-04-09,45.4545
2019-04-11,0.0
2019-04-12,-30.0
2019-04-17,0.0
2019-04-22,0.0
2019-04-23,7.1429
2019-04-24,0.0
2019-04-29,0.0
2019-04-30,-31.6667
2019-05-01,9.7561
2019-05-02,-11.1111
2019-05-03,25.0
2019-05-08,-10.0
2019-05-10,-0.7111
2019-05-14,-10.4745
2019-05-15,-17.5
2019-05-17,-3.0303
2019-05-20,40.625
2019-05-21,5.5556
2019-05-22,-5.2632
2019-05-23,-27.4667
2019-05-24,-1.9607999999999999
2019-05-28,0.0
2019-06-03,9.375
2019-06-04,-94.0
2019-06-05,0.4762
2019-06-06,102.6066
2019-06-11,-21.4035
2019-06-13,3.2738
2019-06-19,5.7637
2019-06-20,63.4877
2019-06-26,-16.6667
2019-07-08,-39.6
2019-07-31,-0.3311
2019-08-08,0.3322
2019-08-12,0.0
2019-08-15,-0.3311
2019-08-16,0.3322
2019-09-06,-0.3311
2019-09-12,0.0
2019-09-17,-4.9834
2019-09-20,-3.4965
2019-09-25,4.3478
2019-10-02,0.8681
2019-10-09,-6.0241
2019-10-10,0.0
2019-10-30,-0.3663
2019-10-31,-24.6324
2019-11-12,0.0
2019-11-13,0.0
2019-11-18,-24.3902
2019-11-25,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,1236.129
2019-12-13,-3.4283
2019-12-18,-5.0
2019-12-23,-91.8421
2019-12-26,1769.6774
2019-12-27,-34.4375
2020-01-08,55.0789
2020-01-09,-1.5781
2020-01-13,3.2069
2020-01-21,-94.8881
2020-01-22,2187.5817
2020-01-23,8.5714
2020-01-24,0.0
2020-01-27,5.2632
2020-01-28,-0.025
2020-01-29,37.5344
2020-01-30,8.9091
2020-01-31,0.1669
2020-02-03,0.0
2020-02-04,-1.6667
2020-02-05,1.6949
2020-02-06,-45.825
2020-02-07,0.0461
2020-02-11,81.4268
2020-02-12,-8.4746
2020-02-13,11.1111
2020-02-14,-13.3333
2020-02-19,59.6154
2020-02-21,0.0
2020-02-24,-55.4217
2020-02-27,72.973
2020-02-28,0.0
2020-03-02,9.375
2020-03-03,-35.7143
2020-03-04,0.0
2020-03-05,55.5556
2020-03-06,2.8571
2020-03-09,0.0
2020-03-10,13.8889
2020-03-11,0.0
2020-03-12,18.2927
2020-03-13,-36.0825
2020-03-16,53.2258
2020-03-17,3.1579
2020-03-18,-44.898
2020-03-20,24.0741
2020-03-23,-19.403
2020-03-26,-44.4444
2020-03-27,0.0
2020-03-30,143.3333
2020-03-31,-31.5068
2020-04-02,52.0
2020-04-03,15.1316
2020-04-06,-42.8571
2020-04-07,2.0
2020-04-08,-31.3725
2020-04-09,0.0
2020-04-13,57.1143
2020-04-14,-1.8003
2020-04-15,-38.8704
2020-04-16,12.1024
2020-04-17,29.7122
2020-04-20,-14.5833
2020-04-21,-24.3902
2020-04-22,-9.6774
2020-04-23,-14.2857
2020-04-24,-8.3333
2020-04-27,-9.0909
2020-04-28,0.0
2020-04-29,-15.0
2020-04-30,0.0
2020-05-01,11.7647
2020-05-04,2.6316
2020-05-05,-23.0769
2020-05-06,20.0
2020-05-07,-52.3333
2020-05-08,-20.4895
2020-05-11,46.5846
2020-05-12,0.0
2020-05-13,-20.0
2020-05-14,37.5
2020-05-15,32.7273
2020-05-18,-13.0137
2020-05-19,-5.5118
2020-05-20,16.6667
2020-05-21,35.6429
2020-05-22,-15.750399999999999
2020-05-26,0.0063
2020-05-27,100.0
2020-05-28,-14.6781
2020-05-29,17.2032
2020-06-01,40.625
2020-06-02,11.1111
2020-06-03,20.0
2020-06-04,-1.6667
2020-06-05,4.2797
2020-06-08,-4.1203
2020-06-09,1.7122000000000002
2020-06-10,-13.3333
2020-06-11,1.9231
2020-06-12,1.8868
2020-06-15,-18.5185
2020-06-16,-25.0
2020-06-17,13.5606
2020-06-18,12.1414
2020-06-19,-14.9316
2020-06-22,-7.6923
2020-06-23,-10.6061
2020-06-24,-11.8644
2020-06-25,-7.6923
2020-06-26,-25.0
2020-06-29,11.3694
2020-06-30,49.6521
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,-23.3333
2020-07-07,0.0
2020-07-08,8.6957
2020-07-09,-4.0
2020-07-10,-12.5
2020-07-13,-4.7619
2020-07-14,-25.0
2020-07-15,20.0
2020-07-16,8.8889
2020-07-17,-8.1633
2020-07-20,16.6667
2020-07-21,-20.4762
2020-07-22,-10.1796
2020-07-23,4.9667
2020-07-24,-1.6196000000000002
2020-07-27,-0.581
2020-07-28,-7.2727
2020-07-29,14.8459
2020-07-30,-14.6341
2020-07-31,14.2857
