ticker,KNKT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-13,450.0
2010-05-18,81.8182
2010-05-24,-2.0
2010-06-04,-79.5918
2010-06-10,0.0
2010-06-30,0.0
2010-08-18,200.0
2010-10-22,-83.3333
2010-10-27,100.0
2010-12-03,410.0
2010-12-06,7.8431
2010-12-14,0.0
2010-12-27,5.4545
2010-12-29,6.8966
2010-12-30,29.0323
2010-12-31,3.75
2011-01-03,0.0
2011-01-04,-1.2048
2011-01-05,1.2195
2011-01-07,1.2048
2011-01-10,-1.1905000000000001
2011-01-11,0.0
2011-01-12,7.2289
2011-01-13,1.1236
2011-01-14,-3.3333
2011-01-18,3.4483
2011-01-19,4.4444
2011-01-20,3.1915
2011-01-21,2.0619
2011-01-24,8.0808
2011-01-25,5.6075
2011-01-26,7.0796
2011-01-27,17.3554
2011-01-28,0.7042
2011-01-31,-16.0839
2011-02-01,-21.6667
2011-02-02,13.8298
2011-02-03,0.9346
2011-02-04,5.5556
2011-02-07,7.0175
2011-02-08,9.8361
2011-02-09,-8.209
2011-02-10,-2.439
2011-02-11,5.8333
2011-02-14,9.4488
2011-02-15,4.3165
2011-02-16,5.5172
2011-02-17,5.2288
2011-02-18,1.2422
2011-02-22,7.9755
2011-02-23,5.6818
2011-02-24,10.2151
2011-02-25,7.3171
2011-02-28,31.3636
2011-03-01,-36.6782
2011-03-02,-13.1148
2011-03-03,13.2075
2011-03-04,-5.5556
2011-03-07,-5.2941
2011-03-08,1.8634
2011-03-09,-25.3049
2011-03-10,9.3878
2011-03-11,-2.9851
2011-03-14,0.7692
2011-03-15,6.1068999999999996
2011-03-16,-3.5971
2011-03-17,-2.2388
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,3.0534
2011-03-23,1.4815
2011-03-24,3.6496
2011-03-25,6.338
2011-03-28,1.9868000000000001
2011-03-29,-5.8442
2011-03-30,0.0
2011-03-31,-5.5172
2011-04-01,-0.7299
2011-04-04,-1.4706000000000001
2011-04-05,1.4925
2011-04-06,-2.2059
2011-04-07,-3.0075
2011-04-08,-6.2016
2011-04-11,-27.686
2011-04-12,-38.2857
2011-04-13,-18.5185
2011-04-14,0.0
2011-04-15,63.6364
2011-04-18,40.2778
2011-04-19,-23.7624
2011-04-20,1.2987
2011-04-21,-19.2308
2011-04-25,-7.9365
2011-04-26,-6.8966
2011-04-27,42.5926
2011-04-28,-9.0909
2011-04-29,-10.0
2011-05-02,1.5873
2011-05-03,-1.5625
2011-05-04,-11.1111
