ticker,VRAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-08-14,25.0
2015-08-18,0.0
2015-08-26,8.0
2015-08-27,0.7407
2015-08-28,0.7353
2015-08-31,-0.7299
2015-09-02,0.7353
2015-09-03,-0.7299
2015-09-11,0.0
2015-09-16,0.0
2015-09-21,-2.9412000000000003
2015-09-24,-5.303
2015-09-28,-6.4
2015-09-30,-11.453
2015-10-02,-17.9537
2015-10-05,18.8235
2015-10-06,-10.8911
2015-10-07,22.2222
2015-10-08,0.0
2015-10-12,-18.1818
2015-10-16,0.0
2015-10-22,0.0
2015-10-26,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-11-05,5.5556
2015-11-11,-5.2632
2015-11-12,0.0
2015-11-24,0.0
2015-11-27,0.0
2015-11-30,-5.5556
2015-12-01,-11.7647
2015-12-02,6.6667
2015-12-03,0.0
2015-12-09,12.5
2015-12-10,11.1111
2015-12-16,10.0
2015-12-17,2.1818
2015-12-18,-3.9146
2015-12-21,-7.4074
2015-12-24,2.0
2015-12-30,-3.9215999999999998
2015-12-31,12.2449
2016-01-06,-9.0909
2016-01-07,0.0
2016-01-08,0.0
2016-01-13,0.0
2016-01-19,0.0
2016-01-28,-2.0
2016-02-10,0.0
2016-02-16,0.0
2016-02-17,-8.1633
2016-02-19,9.7778
2016-02-22,0.2024
2016-02-23,-16.7677
2016-02-24,16.5049
2016-02-25,-6.25
2016-02-26,6.6667
2016-02-29,0.0
2016-03-01,-5.0
2016-03-02,3.5088
2016-03-03,-4.4492
2016-03-04,6.4302
2016-03-07,-1.0391
2016-03-08,-2.1078
2016-03-09,3.2258
2016-03-10,-2.0833
2016-03-11,1.0638
2016-03-14,-1.2631999999999999
2016-03-15,2.3454
2016-03-16,-1.6667
2016-03-17,1.4830999999999999
2016-03-18,-5.0104
2016-03-21,-1.0989
2016-03-22,-2.4444
2016-03-23,-5.467
2016-03-24,0.4819
2016-03-28,-8.1535
2016-03-29,8.3551
2016-03-30,-1.2048
2016-03-31,4.878
2016-04-01,-0.2326
2016-04-04,-0.9324
2016-04-05,-1.1764999999999999
2016-04-06,8.3333
2016-04-07,0.0
2016-04-08,-1.0989
2016-04-11,-1.1111
2016-04-12,-1.1236
2016-04-13,5.6818
2016-04-14,0.0
2016-04-15,3.2231
2016-04-18,-6.6642
2016-04-19,0.4464
2016-04-20,6.6667
2016-04-21,-3.125
2016-04-22,2.1505
2016-04-25,0.0
2016-04-26,-7.7895
2016-04-27,2.7397
2016-04-28,4.4444
