ticker,CADE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-13,7.75
2017-04-17,3.2483
2017-04-18,0.0
2017-04-19,0.1348
2017-04-20,-0.3591
2017-04-21,0.0901
2017-04-24,1.0351
2017-04-25,1.1136
2017-04-26,1.1013
2017-04-27,-1.3942999999999999
2017-04-28,-0.6628
2017-05-01,0.089
2017-05-02,0.4444
2017-05-03,-0.2212
2017-05-04,0.0
2017-05-05,-0.6652
2017-05-08,-1.25
2017-05-09,-0.5877
2017-05-10,1.1369
2017-05-11,1.0791
2017-05-12,-1.3345
2017-05-15,-1.4878
2017-05-16,1.0526
2017-05-17,-1.7663
2017-05-18,-0.5533
2017-05-19,0.1854
2017-05-22,1.4808
2017-05-23,0.8208
2017-05-24,1.4925
2017-05-25,-0.9358
2017-05-26,0.2699
2017-05-30,0.1346
2017-05-31,-2.0609
2017-06-01,2.1958
2017-06-02,0.7162
2017-06-05,-0.0889
2017-06-06,-0.1335
2017-06-07,-0.6236
2017-06-08,3.6307
2017-06-09,1.4273
2017-06-12,0.1279
2017-06-13,0.1278
2017-06-14,-0.9358
2017-06-15,0.1288
2017-06-16,-3.0017
2017-06-19,-0.9284
2017-06-20,-0.6247
2017-06-21,-0.5837
2017-06-22,-1.5356999999999998
2017-06-23,-3.6239
2017-06-26,1.5707
2017-06-27,1.1715
2017-06-28,3.1496
2017-06-29,-1.7511999999999999
2017-06-30,0.0
2017-07-03,2.2852
2017-07-05,-0.2234
2017-07-06,-0.3583
2017-07-07,1.7528000000000001
2017-07-10,-1.3693
2017-07-11,0.3135
2017-07-12,-0.0893
2017-07-13,-0.4468
2017-07-14,-0.1346
2017-07-17,-0.6742
2017-07-18,-0.6335
2017-07-19,0.0911
2017-07-20,1.3194
2017-07-21,-0.5388
2017-07-24,2.167
2017-07-25,0.707
2017-07-26,-1.799
2017-07-27,1.7426
2017-07-28,-0.7027
2017-07-31,1.0172
2017-08-01,0.5692
2017-08-02,-0.4354
2017-08-03,-0.0875
2017-08-04,0.3501
2017-08-07,-2.2678
2017-08-08,-0.0892
2017-08-09,-2.5904
2017-08-10,-4.3558
2017-08-11,-1.0067
2017-08-14,3.293
2017-08-15,1.5471
2017-08-16,-0.8772
2017-08-17,1.1178
2017-08-18,-4.8825
2017-08-21,-0.2906
2017-08-22,0.9228
2017-08-23,1.0106
2017-08-24,-0.0476
2017-08-25,-0.2383
2017-08-28,-1.0989
2017-08-29,0.4348
2017-08-30,0.5291
2017-08-31,-0.2871
