ticker,CFFAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-14,-0.0999
2018-12-17,0.0
2018-12-18,0.3
2018-12-19,0.0987
2018-12-20,-0.3974
2018-12-21,0.0
2018-12-24,0.01
2018-12-26,-0.01
2018-12-31,0.0
2019-01-02,0.215
2019-01-03,0.0908
2019-01-04,-0.006
2019-01-08,0.3988
2019-01-11,-0.0993
2019-01-14,0.0994
2019-01-15,-0.0993
2019-01-16,-0.0994
2019-01-17,0.398
2019-01-18,0.0
2019-01-22,0.109
2019-01-23,-0.1089
2019-01-24,0.0
2019-01-28,-0.2973
2019-01-29,0.0
2019-01-30,0.3976
2019-01-31,0.198
2019-02-01,0.2964
2019-02-04,0.0
2019-02-05,0.2956
2019-02-08,-0.0982
2019-02-11,0.0
2019-02-12,-0.295
2019-02-13,-0.0986
2019-02-14,0.3949
2019-02-15,0.4916
2019-02-19,-0.6849
2019-02-20,-0.0985
2019-02-21,0.2959
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,-0.0983
2019-02-28,0.2953
2019-03-01,-0.3925
2019-03-05,0.0
2019-03-07,0.2956
2019-03-12,-0.0982
2019-03-18,0.4916
2019-03-19,-0.3806
2019-03-20,-0.1071
2019-03-21,0.293
2019-03-25,0.0
2019-03-28,-0.3922
2019-03-29,0.3937
2019-04-03,0.0
2019-04-04,0.098
2019-04-05,0.1959
2019-04-09,-0.0978
2019-04-12,0.2935
2019-04-16,-0.4859
2019-04-17,0.3902
2019-04-22,0.0
2019-04-23,0.2012
2019-04-24,-0.1033
2019-04-25,0.9756
2019-04-29,-0.4831
2019-04-30,0.3398
2019-05-01,-0.2419
2019-05-02,-0.097
2019-05-06,0.0
2019-05-07,0.1942
2019-05-09,-0.1938
2019-05-10,0.4854
2019-05-14,-0.229
2019-05-15,0.3264
2019-05-17,0.0618
2019-05-20,-0.0984
2019-05-24,0.1333
2019-05-28,-0.1909
2019-05-31,1.4473
2019-06-03,0.0
2019-06-04,-0.6819
2019-06-10,-0.2723
2019-06-19,0.0
2019-06-21,-0.4808
2019-07-01,0.0068
2019-07-02,-0.0068
2019-07-05,1.4493
2019-07-12,-1.2381
2019-07-16,0.2893
2019-07-18,-0.3337
2019-07-24,0.4312
2019-07-25,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-08-02,0.5841
2019-08-05,-0.1031
2019-08-06,0.0
2019-08-16,-0.4742
2019-08-19,0.8607
2019-08-22,-0.459
2019-08-23,0.4612
2019-08-26,-0.1905
2019-08-27,0.4771
2019-08-30,-0.095
2019-09-03,-0.5703
2019-09-04,0.1912
2019-09-06,0.7634
2019-09-16,-0.2841
2019-09-17,-0.1538
2019-09-18,0.1978
2019-09-24,1.0954
2019-09-25,-0.6573
2019-09-30,0.0926
2019-10-03,0.0963
2019-10-04,0.0
2019-10-08,0.4717
2019-10-10,0.0
2019-10-11,-0.1408
2019-10-14,-0.047
2019-10-16,-0.0941
2019-10-17,0.2825
2019-10-22,5.7277000000000005
2019-10-23,-4.9734
2019-10-25,0.0
2019-10-28,0.0
2019-10-31,-0.4673
2019-11-07,-0.2817
2019-11-08,-0.1883
2019-11-11,0.1887
2019-11-19,0.2825
2019-11-26,1.1268
2019-11-29,0.0929
2019-12-02,-0.0928
2019-12-04,0.0
2019-12-05,0.3714
2019-12-06,0.37
2019-12-10,0.5991
2019-12-11,-0.229
2019-12-18,0.551
2019-12-20,-0.9132
2020-01-02,0.871
2020-01-08,-0.7565
2020-01-13,0.9971
2020-02-07,-0.4558
2020-02-26,-0.1832
2020-02-27,0.0
2020-02-28,0.1835
2020-03-13,-0.4579
2020-03-20,-0.276
2020-03-25,0.9225
2020-04-03,-0.3656
2020-04-08,-0.989
2020-04-15,0.9989
2020-05-29,0.6422
2020-06-01,-0.6381
2020-06-02,0.0
2020-06-03,1.2844
2020-06-10,-0.3623
2020-06-15,0.0909
2020-06-17,0.0
2020-06-18,6.6812000000000005
2020-06-22,2.1659
2020-06-25,-4.1667
2020-06-30,1.7391
2020-07-01,2.5641
2020-07-02,-4.1667
2020-07-06,0.8696
2020-07-07,1.2931
2020-07-09,9.9574
2020-07-10,0.6192
2020-07-13,-2.5385
2020-07-16,-3.7956
2020-07-21,2.0838
2020-07-22,0.4573
2020-07-23,4.0
2020-07-31,-3.8462
