ticker,FFMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-02-08,-4.0359
2017-03-13,16.0168
2017-05-04,4.6463
2017-05-11,6.6667
2017-05-16,-6.0625
2017-05-17,1.1311
2017-05-18,-2.8289
2017-05-24,0.2031
2017-06-07,-1.3514
2017-06-13,-4.1096
2017-06-29,0.0
2017-07-05,0.4881
2017-07-06,-1.4285999999999999
2017-07-11,0.7246
2017-07-13,0.3453
2017-07-17,0.0
2017-07-19,0.3585
2017-07-21,0.0143
2017-07-24,0.0
2017-08-08,-2.1429
2017-08-09,1.4599
2017-08-15,0.0
2017-08-22,-0.7194
2017-08-29,-0.4348
2017-08-30,-0.655
2017-08-31,-0.3663
2017-09-12,0.0
2017-09-26,0.0
2017-09-27,0.1471
2017-10-05,0.5018
2017-10-11,0.0734
2017-10-17,-0.2201
2017-10-18,-0.7353
2017-10-19,0.0
2017-10-24,0.7407
2017-10-26,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-08,0.7353
2017-11-09,0.0
2017-11-14,0.0
2017-11-21,0.292
2017-11-29,0.0582
2017-12-01,0.0
2017-12-06,0.0
2017-12-08,1.833
2017-12-12,0.0
2017-12-13,2.8571
2017-12-15,-1.3889
2017-12-20,-1.5493000000000001
2017-12-28,2.0887000000000002
2017-12-29,0.7042
2018-01-02,-1.4685000000000001
2018-01-03,-0.6388
2018-01-11,0.7143
2018-01-12,2.1262
2018-01-18,0.0014
2018-01-19,-1.3889
2018-01-22,0.0
2018-01-26,1.4085
2018-01-30,-1.4569
2018-02-05,0.7738
2018-02-06,4.8937
2018-02-07,-3.332
2018-02-20,-1.0345
2018-02-21,0.0
2018-02-26,0.0
2018-02-27,-0.6969
2018-03-12,3.8596
2018-03-21,0.0
2018-04-19,1.916
2018-04-23,2.6667
2018-04-26,1.2987
2018-05-04,1.9231
2018-05-08,0.6289
2018-05-17,0.0
2018-05-21,2.1875
2018-05-22,0.3058
2018-06-05,0.9146
2018-06-08,1.5106000000000002
2018-06-14,-0.5952
2018-06-15,-0.8144
2018-06-19,1.4248
2018-06-20,4.7381
2018-06-21,-2.0005
2018-06-25,-2.0645
2018-06-26,1.5159
2018-06-29,0.3521
2018-07-05,-0.9006
2018-07-06,1.192
2018-07-11,-0.9097
2018-07-12,0.0471
2018-07-18,-0.3529
2018-07-23,0.3542
2018-07-24,0.0
2018-07-26,1.8824
2018-07-30,-1.8476
2018-07-31,-0.5882
2018-08-02,0.5917
2018-08-03,0.5882
2018-08-06,1.7076
