ticker,AIHS US Equity
2018-08-02,17.0543
2018-08-03,-2.4283
2018-08-06,4.5249
2018-08-07,-3.4632
2018-08-08,-4.7085
2018-08-09,-3.2941
2018-08-10,0.9732
2018-08-13,5.3012
2018-08-14,1.1442
2018-08-15,0.6448
2018-08-16,2.7313
2018-08-17,5.9081
2018-08-20,-4.5455
2018-08-21,13.2035
2018-08-22,-2.2945
2018-08-23,3.9139
2018-08-24,-1.8832
2018-08-27,0.3839
2018-08-28,-0.5736
2018-08-29,0.9615
2018-08-30,0.5714
2018-08-31,-1.3258
2018-09-04,1.1516
2018-09-05,-1.1385
2018-09-06,-0.7678
2018-09-07,-1.354
2018-09-10,1.3725
2018-09-11,-0.3868
2018-09-12,-1.3592
2018-09-13,-4.7244
2018-09-14,2.0661
2018-09-17,5.0607
2018-09-18,0.1927
2018-09-19,0.0
2018-09-20,-2.6923
2018-09-21,3.3597
2018-09-24,1.1472
2018-09-25,-5.482
2018-09-26,-4.0
2018-09-27,-6.6667
2018-09-28,3.5714
2018-10-01,0.1832
2018-10-02,-0.1829
2018-10-03,-1.9397
2018-10-04,-3.7363
2018-10-05,-2.7397
2018-10-08,1.1737
2018-10-09,-3.2483
2018-10-10,-0.9592
2018-10-11,4.1162
2018-10-12,-0.2326
2018-10-15,-3.2634
2018-10-16,-1.2048
2018-10-17,4.8171
2018-10-18,-3.8975999999999997
2018-10-19,0.7264
2018-10-22,0.9615
2018-10-23,-2.6189999999999998
2018-10-24,0.0
2018-10-25,3.912
2018-10-26,-1.6471
2018-10-29,-0.4785
2018-10-30,0.2404
2018-10-31,0.2398
2018-11-01,2.1531000000000002
2018-11-02,-2.8103
2018-11-05,0.0
2018-11-06,0.241
2018-11-07,2.8846
2018-11-08,4.4393
2018-11-09,1.1186
2018-11-12,-0.4425
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,-1.1111
2018-11-16,2.4718999999999998
2018-11-19,-1.3158
2018-11-20,0.8889
2018-11-21,-1.1013
2018-11-23,-0.6682
2018-11-26,2.0179
2018-11-27,-1.5385
2018-11-28,2.2321
2018-11-29,3.4934
2018-11-30,0.211
2018-12-03,3.5789
2018-12-04,-1.4228
2018-12-06,0.2062
2018-12-07,-2.4691
2018-12-10,1.6878
2018-12-11,-3.112
2018-12-12,1.0707
2018-12-13,-1.9068
2018-12-14,-1.7279
2018-12-17,-3.5164999999999997
2018-12-18,-5.6948
2018-12-19,-3.6231999999999998
2018-12-20,2.5063
2018-12-21,-5.6235
2018-12-24,-2.8497
2018-12-26,5.6
2018-12-27,-4.0404
2018-12-28,-1.3158
2018-12-31,1.6
2019-01-02,1.8373
2019-01-03,-4.6392
2019-01-04,2.4324
2019-01-07,0.5277
2019-01-08,1.5748
2019-01-09,2.3256
2019-01-10,1.7677
2019-01-11,0.7444
2019-01-14,0.0
2019-01-15,1.8818000000000001
2019-01-16,0.3288
2019-01-17,1.3253
2019-01-18,-0.8323
2019-01-22,0.0
2019-01-23,0.4796
2019-01-24,-0.716
2019-01-25,0.4808
2019-01-28,0.0
2019-01-29,-4.3062000000000005
2019-01-30,-1.25
2019-01-31,-1.0127
2019-02-01,0.2558
2019-02-04,0.7653
2019-02-05,-0.2532
2019-02-06,0.2538
2019-02-07,0.7595
2019-02-08,0.0
2019-02-11,-5.2764
2019-02-12,0.5305
2019-02-13,-10.2902
2019-02-14,-2.0588
2019-02-15,0.9009
2019-02-19,0.8929
2019-02-20,-6.1947
2019-02-21,1.2579
2019-02-22,0.9317
2019-02-25,6.7692
2019-02-26,-1.4409
2019-02-27,-4.386
2019-02-28,3.3639
2019-03-01,-1.1834
2019-03-04,2.6946
2019-03-05,-5.5394
2019-03-06,5.8642
2019-03-07,0.0
2019-03-08,7.8717
2019-03-11,1.3514
2019-03-12,14.4
2019-03-13,11.655
2019-03-14,28.3925
2019-03-15,-13.4959
2019-03-18,-6.391
2019-03-19,-5.0201
2019-03-20,-5.4968
2019-03-21,1.1186
2019-03-22,3.7611
2019-03-25,-5.3305
2019-03-26,0.0
2019-03-27,-4.0541
2019-03-28,3.2864
2019-03-29,-0.4545
2019-04-01,-0.1142
2019-04-02,11.3143
2019-04-03,-1.8479999999999999
2019-04-04,-0.4184
2019-04-05,6.0924
2019-04-08,-3.9604
2019-04-09,-2.268
2019-04-10,-2.3207
2019-04-11,0.216
2019-04-12,-2.1552
2019-04-15,4.5154
2019-04-16,-0.9484
2019-04-17,-3.4043
2019-04-18,5.2863
2019-04-22,2.0921
2019-04-23,-0.6148
2019-04-24,5.567
2019-04-25,-4.4922
2019-04-26,2.454
2019-04-29,3.1936
2019-04-30,-1.354
2019-05-01,-2.549
2019-05-02,-1.006
2019-05-03,-1.8293
2019-05-06,-8.9027
2019-05-07,7.5
2019-05-08,-0.4228
2019-05-09,-1.2739
2019-05-10,1.5053999999999998
2019-05-13,-3.178
2019-05-14,-0.8753
2019-05-15,-8.1678
2019-05-16,1.2019
2019-05-17,-4.9881
2019-05-20,-3.0
2019-05-21,5.4124
2019-05-22,1.2225
2019-05-23,-0.7246
2019-05-24,1.2165
2019-05-28,15.8654
2019-05-29,-1.2448
2019-05-30,2.521
2019-05-31,12.0902
2019-06-03,-8.5923
2019-06-04,-14.8
2019-06-05,-3.7559
2019-06-06,-1.4634
2019-06-07,8.6634
2019-06-10,3.6446
2019-06-11,-2.8571
2019-06-12,-1.5836999999999999
2019-06-13,11.2644
2019-06-14,-5.9917
2019-06-17,0.2989
2019-06-18,-42.1509
2019-06-19,-0.7576
2019-06-20,6.8702
2019-06-21,7.1429
2019-06-24,-4.6667
2019-06-25,-1.7483
2019-06-26,-3.9146
2019-06-27,1.1111
2019-06-28,2.1978
2019-07-01,-16.4875
2019-07-02,-5.5794
2019-07-03,0.4545
2019-07-05,4.0724
2019-07-08,-13.0435
2019-07-09,3.0
2019-07-10,-6.7961
2019-07-11,5.2083
2019-07-12,-7.4257
2019-07-15,-11.7647
2019-07-16,-9.0909
2019-07-17,-6.0
2019-07-18,-10.6383
2019-07-19,-9.5238
2019-07-22,0.8772
2019-07-23,7.8261
2019-07-24,8.871
2019-07-25,-4.4444
2019-07-26,6.9767
2019-07-29,-4.3478
2019-07-30,-0.7576
2019-07-31,-3.0534
2019-08-01,-19.685
2019-08-02,7.3529
2019-08-05,14.1553
2019-08-06,-8.8
2019-08-07,-9.6491
2019-08-08,11.165
2019-08-09,-10.917
2019-08-12,0.0
2019-08-13,-7.8431
2019-08-14,-0.5319
2019-08-15,6.9519
2019-08-16,-5.0
2019-08-19,2.1053
2019-08-20,-7.2165
2019-08-21,-7.7778
2019-08-22,16.8675
2019-08-23,-9.2784
2019-08-26,-10.2386
2019-08-27,-21.1672
2019-08-28,-2.0234
2019-08-29,1.6227
2019-08-30,-12.9032
2019-09-03,0.0185
2019-09-04,-9.2761
2019-09-05,2.0408
2019-09-06,-6.0
2019-09-09,-11.7021
2019-09-10,8.3855
2019-09-11,-8.8484
2019-09-12,-4.8537
2019-09-13,-1.6662
2019-09-16,12.0959
2019-09-17,13.9535
2019-09-18,-4.9784
2019-09-19,-5.07
2019-09-20,-7.2398
2019-09-23,-0.439
2019-09-24,5.61
2019-09-25,2.0645
2019-09-26,4.5227
2019-09-27,-19.5477
2019-09-30,0.2432
2019-10-01,-2.6153
2019-10-02,-0.3876
2019-10-03,1.0561
2019-10-04,-7.8658
2019-10-07,1.4627
2019-10-08,-2.942
2019-10-09,0.3877
2019-10-10,2.6635
2019-10-11,-10.5294
2019-10-14,-4.6350999999999996
2019-10-15,13.7539
2019-10-16,0.0303
2019-10-17,2.8476
2019-10-18,4.271
2019-10-21,-11.0452
2019-10-22,-14.2585
2019-10-23,12.963
2019-10-24,-1.6066
2019-10-25,6.4312000000000005
2019-10-28,-4.0388
2019-10-29,-2.1532999999999998
2019-10-30,4.7181999999999995
2019-10-31,-7.0212
2019-11-01,1.3699
2019-11-04,3.0574
2019-11-05,-2.3111
2019-11-06,-4.7651
2019-11-07,-4.4045
2019-11-08,7.0033
2019-11-11,7.1306
2019-11-12,28.6174
2019-11-13,-1.725
2019-11-14,6.8176
2019-11-15,154.8226
2019-11-18,-4.6729
2019-11-19,-18.6275
2019-11-20,-13.5181
2019-11-21,-0.3901
2019-11-22,-6.1369
2019-11-25,-1.7018
2019-11-26,-7.8216
2019-11-27,13.0898
2019-11-29,11.0077
2019-12-02,-6.3925
2019-12-03,-7.6406
2019-12-04,-4.1364
2019-12-05,13.8296
2019-12-06,0.722
2019-12-09,-3.6118
2019-12-10,-5.6064
2019-12-11,0.0
2019-12-12,3.0303
2019-12-13,0.7353
2019-12-16,-6.1752
2019-12-17,4.2477
2019-12-18,0.0
2019-12-19,-9.7015
2019-12-20,2.4793
2019-12-23,4.8387
2019-12-24,-4.6
2019-12-26,0.3387
2019-12-27,2.893
2019-12-30,2.9613
2019-12-31,1.6448
2020-01-02,5.2388
2020-01-03,-1.8437000000000001
2020-01-06,1.835
2020-01-07,4.4268
2020-01-08,0.9783
2020-01-09,-3.8348
2020-01-10,4.9251000000000005
2020-01-13,-5.9875
2020-01-14,-4.9504
2020-01-15,0.5223
2020-01-16,-0.4899
2020-01-17,2.9091
2020-01-21,-2.8704
2020-01-22,-5.209
2020-01-23,0.4566
2020-01-24,-15.2978
2020-01-27,1.4064
2020-01-28,7.6642
2020-01-29,0.2881
2020-01-30,-0.2873
2020-01-31,0.1695
2020-02-03,-10.3215
2020-02-04,-5.6604
2020-02-05,20.0
2020-02-06,5.0
2020-02-07,-7.9522
2020-02-10,-0.8451
2020-02-11,0.2617
2020-02-12,4.0754
2020-02-13,-1.5833
2020-02-14,-0.9483
2020-02-18,16.2763
2020-02-19,-2.4261
2020-02-20,-8.8156
2020-02-21,0.6941
2020-02-24,-1.5263
2020-02-25,-6.15
2020-02-26,-3.8891999999999998
2020-02-27,-7.6127
2020-02-28,-7.98
2020-03-02,13.0189
2020-03-03,1.9423
2020-03-04,3.7917
2020-03-05,-5.0891
2020-03-06,-10.9537
2020-03-09,-9.6559
2020-03-10,-0.2618
2020-03-11,0.7399
2020-03-12,-7.6048
2020-03-13,-2.5641
2020-03-16,-5.5526
2020-03-17,-2.4798
2020-03-18,-8.5714
2020-03-19,-4.0313
2020-03-20,23.7708
2020-03-23,-2.6572
2020-03-24,7.8378
2020-03-25,13.7343
2020-03-26,5.8063
2020-03-27,-10.4655
2020-03-30,-8.5134
2020-03-31,11.2891
2020-04-01,-6.6941
2020-04-02,0.2693
2020-04-03,-7.1551
2020-04-06,1.5518
2020-04-07,2.6418
2020-04-08,1.9933999999999998
2020-04-09,-4.7501
2020-04-13,5.6104
2020-04-14,11.9282
2020-04-15,-9.3166
2020-04-16,-4.7734
2020-04-17,-0.2265
2020-04-20,3.7974
2020-04-21,4.4226
2020-04-22,0.0
2020-04-23,-3.5294
2020-04-24,-4.8537
2020-04-27,1.9995
2020-04-28,-0.7037
2020-04-29,-3.5686999999999998
2020-04-30,-1.5748
2020-05-01,-3.7333
2020-05-04,-3.0748
2020-05-05,7.9023
2020-05-06,5.8933
2020-05-07,-2.4512
2020-05-08,3.7474
2020-05-11,-5.8117
2020-05-12,1.0234
2020-05-13,1.5584
2020-05-14,-2.8133
2020-05-15,-4.0526
2020-05-18,-4.0044
2020-05-19,4.3143
2020-05-20,4.0811
2020-05-21,-2.1842
2020-05-22,2.2061
2020-05-26,2.6849
2020-05-27,-5.1525
2020-05-28,23.7838
2020-05-29,-10.786
2020-06-01,-6.045
2020-06-02,-2.136
2020-06-03,5.8025
2020-06-04,7.0692
2020-06-05,-2.3731
2020-06-08,10.71
2020-06-09,9.2391
2020-06-10,15.4229
2020-06-11,13.7759
2020-06-12,-1.8942
2020-06-15,1.9462000000000002
2020-06-16,8.9848
2020-06-17,-0.8759
2020-06-18,7.2511
2020-06-19,-3.5439
2020-06-22,-15.9436
2020-06-23,13.0968
2020-06-24,-3.0234
2020-06-25,-2.9412000000000003
2020-06-26,-1.5152
2020-06-29,3.0769
2020-06-30,9.8209
2020-07-01,3.2889
2020-07-02,1.3158
2020-07-06,12.3377
2020-07-07,-3.5606999999999998
2020-07-08,49.8442
2020-07-09,26.4
2020-07-10,-10.7595
2020-07-13,-22.695
2020-07-14,-11.0275
2020-07-15,1.8148
2020-07-16,-7.3324
2020-07-17,-4.918
2020-07-20,-4.5977
2020-07-21,9.6506
2020-07-22,5.4939
2020-07-23,-7.7179
2020-07-24,-4.6388
2020-07-27,-4.7225
2020-07-28,-5.441
2020-07-29,-9.5638
2020-07-30,0.9587
2020-07-31,-1.8849
