ticker,BFNH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-07,2620.0
2006-03-08,14.7059
2006-03-09,28.2051
2006-03-10,-9.0
2006-03-13,-12.0879
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,6.25
2006-03-17,2.3529
2006-03-20,1.1494
2006-03-21,0.0
2006-03-23,-1.1364
2006-03-27,1.1494
2006-03-28,4.5455
2006-03-29,0.0
2006-03-31,0.0
2006-04-05,-2.1739
2006-04-10,2.2222
2006-04-12,-7.6087
2006-04-13,8.2353
2006-04-17,-13.0435
2006-04-18,6.25
2006-04-19,0.0
2006-04-20,-2.3529
2006-04-21,2.4096
2006-04-25,-5.8824
2006-04-26,-6.25
2006-04-27,0.0
2006-05-01,0.0
2006-05-08,-6.6667
2006-05-09,0.2857
2006-05-10,3.9886
2006-05-11,2.7397
2006-05-12,2.6667
2006-05-15,-6.4935
2006-05-17,-9.7222
2006-05-19,20.0
2006-05-22,0.0
2006-05-24,-8.9744
2006-05-25,0.2817
2006-05-26,8.1461
2006-05-31,1.2987
2006-06-01,0.0
2006-06-02,-6.1538
2006-06-05,9.2896
2006-06-06,-2.25
2006-06-08,-5.1151
2006-06-09,7.8167
2006-06-12,-5.0
2006-06-14,5.2632
2006-06-15,-2.5
2006-06-19,-6.4103
2006-06-20,0.0
2006-06-21,-13.9726
2006-06-22,21.0191
2006-06-23,-7.8947
2006-06-26,0.0
2006-06-27,-21.4286
2006-06-29,9.0909
2006-07-03,16.6667
2006-07-05,-7.1429
2006-07-06,0.0
2006-07-07,23.0769
2006-07-11,0.0
2006-07-14,-15.0
2006-07-20,-7.3529
2006-07-25,11.1111
2006-07-28,-14.2857
2006-08-02,8.3333
2006-08-03,0.0
2006-08-04,0.0
2006-08-08,-7.6923
2006-08-10,0.6667
2006-08-21,0.9934
2006-08-22,6.5574
2006-08-23,0.0
2006-08-28,0.0
2006-08-31,-3.0769
2006-09-01,-4.7619
2006-09-08,0.0
2006-09-13,-15.0
2006-09-14,17.647100000000002
2006-09-15,-8.3333
2006-09-18,-9.0909
2006-09-20,-20.0
2006-09-26,-12.5
2006-09-27,20.0
2006-09-29,0.0
2006-10-02,7.1429
2006-10-03,-11.1111
2006-10-04,12.5
2006-10-10,-11.1111
2006-10-11,12.5
2006-10-23,-5.3333
2006-10-24,-3.7559
2006-10-25,0.4878
2006-10-26,0.0
2006-10-30,21.3592
2006-10-31,-19.2
2006-11-02,11.3861
2006-11-03,-10.6667
2006-11-13,-2.4876
