ticker,SCTY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-05,30.2817
2019-09-06,-12.973
2019-09-09,-4.9689
2019-09-10,5.8824
2019-09-11,0.6173
2019-09-12,-1.8405
2019-09-13,-3.125
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,-1.9355
2019-09-19,0.0
2019-09-20,-0.6579
2019-09-23,1.3245
2019-09-24,-1.3072
2019-09-25,0.0
2019-09-26,-1.3245
2019-09-27,0.6711
2019-09-30,0.0
2019-10-01,2.6667
2019-10-02,-1.9481000000000002
2019-10-03,-0.6623
2019-10-04,0.6667
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,0.6623
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,1.3158
2019-11-01,0.6494
2019-11-04,-0.6452
2019-11-05,0.2597
2019-11-06,-0.2591
2019-11-07,0.1299
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,-1.4267
2019-11-13,0.0
2019-11-14,0.6579
2019-11-15,0.0
2019-11-18,4.5752
2019-11-19,6.25
2019-11-20,11.7647
2019-11-21,3.1579
2019-11-22,-0.5102
2019-11-25,0.5128
2019-11-26,-0.3061
2019-11-27,-2.7636
2019-11-29,-1.0526
2019-12-02,0.5319
2019-12-03,-1.7989000000000002
2019-12-04,0.431
2019-12-05,-0.2146
2019-12-06,0.5376
2019-12-09,0.2139
2019-12-10,-0.7471
2019-12-11,0.0
2019-12-12,0.5376
2019-12-13,-0.5348
2019-12-16,0.0
2019-12-17,-3.2258
2019-12-18,0.0
2019-12-19,-1.1111
2019-12-20,0.0
2019-12-23,-3.9326
2019-12-24,-0.5848
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,-0.5882
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.5917
2020-01-08,-0.3529
2020-01-09,-0.2361
2020-01-10,0.2367
2020-01-13,4.1322
2020-01-14,-2.4943
2020-01-15,1.1628
2020-01-16,-2.6437
2020-01-17,0.0
2020-01-21,-0.8264
2020-01-22,-1.7856999999999998
2020-01-23,0.0
2020-01-24,-0.3636
2020-01-27,-1.4599
2020-01-28,-1.1111
2020-01-29,4.4944
2020-01-30,-0.4779
