ticker,SCTY US Equity
2020-01-31,8.0432
2020-02-03,0.0
2020-02-04,-2.7778
2020-02-05,-1.6
2020-02-06,-0.1161
2020-02-07,0.3488
2020-02-10,4.1715
2020-02-11,-6.5628
2020-02-12,5.8333
2020-02-13,-7.5366
2020-02-14,-0.2433
2020-02-18,3.4146
2020-02-19,0.0
2020-02-20,0.2358
2020-02-21,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,-2.3529
2020-02-27,0.0
2020-02-28,2.5301
2020-03-02,-0.1175
2020-03-03,-1.7647
2020-03-04,-1.1976
2020-03-05,1.2121
2020-03-06,-7.1856
2020-03-09,-12.9032
2020-03-10,-3.7037
2020-03-11,-3.8462
2020-03-12,-3.2
2020-03-13,0.8264
2020-03-16,-1.6393
2020-03-17,-8.3333
2020-03-18,-25.4545
2020-03-19,9.7561
2020-03-20,38.8889
2020-03-23,27.9984
2020-03-24,0.0013
2020-03-25,-3.125
2020-03-26,-0.5161
2020-03-27,-4.0208
2020-03-30,0.0
2020-03-31,-1.3514
2020-04-01,-5.4795
2020-04-02,-1.4493
2020-04-03,0.0
2020-04-06,-2.2059
2020-04-07,-9.7744
2020-04-08,-1.6667
2020-04-09,-1.6949
2020-04-13,-3.4483
2020-04-14,6.25
2020-04-15,-10.9244
2020-04-16,0.0
2020-04-17,1.8868
2020-04-20,-0.9259
2020-04-21,0.0
2020-04-22,-1.8692
2020-04-24,-4.5714
2020-04-27,0.7984
2020-04-28,-0.7921
2020-04-29,0.0
2020-04-30,9.7804
2020-05-01,-4.5455
2020-05-04,-4.5714
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,-8.1836
2020-05-08,0.6522
2020-05-11,2.5918
2020-05-12,-15.7895
2020-05-13,0.0
2020-05-14,2.5
2020-05-15,-4.878
2020-05-18,0.0
2020-05-20,2.5641
2020-05-21,0.0
2020-05-22,-1.875
2020-05-26,-4.4586
2020-05-27,-12.8
2020-05-28,-0.9174
2020-05-29,-7.4074
2020-06-01,-14.6667
2020-06-02,1.5625
2020-06-03,-9.6154
2020-06-04,-9.7872
2020-06-05,18.3962
2020-06-08,7.5697
2020-06-09,-5.1852
2020-06-10,6.6406
2020-06-11,-7.326
2020-06-12,10.6719
2020-06-15,16.0714
2020-06-16,31.6923
2020-06-17,40.8879
2020-06-18,-10.4478
2020-06-19,-23.7037
2020-06-22,5.5825
2020-06-23,-8.046
2020-06-24,0.0
2020-06-25,-3.75
2020-06-26,-7.7922
2020-06-29,-1.4085
2020-06-30,-2.8571
2020-07-01,4.1176
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,-9.322
2020-07-08,-0.9346
2020-07-09,6.9182
2020-07-10,10.0
2020-07-13,-10.1604
2020-07-14,9.8214
2020-07-15,-9.2141
2020-07-16,1.4925
2020-07-17,0.8824
2020-07-20,-0.5831
2020-07-21,4.1085
2020-07-22,8.7293
2020-07-23,9.0674
2020-07-24,0.0
2020-07-27,-7.1259
2020-07-28,6.1381
2020-07-29,-1.2048
2020-07-30,-0.4878
2020-07-31,0.2451
