ticker,BPTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-02-09,8.3333
2006-02-10,0.0
2006-02-15,-15.3846
2006-02-23,9.0909
2006-03-09,-16.6667
2006-03-17,10.0
2006-03-27,0.0
2006-04-13,0.0
2006-10-03,36.3636
2006-11-30,13.3333
2007-02-21,-28.2353
2007-02-22,0.0
2007-03-20,0.0
2007-06-04,-18.0328
2007-06-15,-30.0
2007-06-18,0.0
2007-07-31,0.0
2007-08-07,42.8571
2007-10-03,20.0
2007-11-08,-16.6667
2007-11-09,0.0
2007-11-30,50.0
2007-12-04,20.0
2007-12-13,-3.3333
2008-03-04,3.4483
2008-03-05,-42.2222
2008-03-07,73.0769
2008-04-28,12.2222
2008-04-29,0.0
2008-05-05,3.9604
2008-05-06,19.0476
2008-05-07,68.0
2008-05-08,30.9524
2008-05-09,18.1818
2008-05-12,30.7692
2008-05-13,35.0588
2008-05-14,-21.6028
2008-05-15,-13.3333
2008-05-16,28.2051
2008-05-19,0.0
2008-05-21,-30.0
2008-05-22,14.2857
2008-05-23,6.25
2008-05-27,0.0
2008-05-28,-5.8824
2008-05-29,0.0
2008-06-03,0.0
2008-06-04,0.0
2008-06-05,-12.5
2008-06-06,0.0
2008-06-09,-7.1429
2008-06-12,-3.0769
2008-06-16,3.1746
2008-06-17,-15.3846
2008-06-18,0.0
2008-06-19,9.0909
2008-06-20,-8.0
2008-06-25,-5.7971
2008-06-26,-7.6923
2008-07-01,8.3333
2008-07-07,-3.8462
2008-07-11,-8.0
2008-07-14,0.0
2008-07-16,-1.7391
2008-07-21,-0.4425
2008-07-24,-11.1111
2008-07-30,0.0
2008-07-31,-10.0
2008-08-04,11.1111
2008-08-05,0.0
2008-08-11,5.0
2008-08-14,-19.0476
2008-08-20,5.8824
2008-08-21,0.0
2008-08-22,0.0
2008-08-27,-2.7778
2008-08-28,-2.8571
2008-09-04,23.5294
2008-09-05,-19.0476
2008-09-10,-2.9412000000000003
2008-09-11,21.2121
2008-09-22,-35.0
2008-09-23,30.7692
2008-09-24,-11.7647
2008-09-25,-6.6667
2008-09-26,17.8571
2008-09-29,-15.1515
2008-10-14,-14.2857
2008-10-17,0.0
2008-10-31,0.0
2008-11-07,-15.8333
2008-11-12,-10.8911
2008-11-13,-22.2222
2008-11-18,50.0
2008-11-19,-14.2857
2008-11-20,0.0
2008-11-25,-11.1111
2008-12-01,0.0
2008-12-02,-50.0
2008-12-03,0.0
2008-12-05,-25.0
2008-12-08,33.3333
2008-12-09,12.5
