ticker,THLM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-16,0.0
2000-04-26,0.0
2000-08-10,0.0
2000-08-29,0.0
2000-09-01,0.0
2000-12-13,100.0
2001-01-24,0.0
2001-03-08,0.0
2001-05-31,0.0
2001-06-08,-40.0
2001-06-26,150.0
2001-06-27,0.0
2001-06-29,6.6667
2001-07-03,100.0
2001-07-10,-36.25
2001-09-05,-19.6078
2001-09-07,0.0
2001-12-28,46.3415
2002-01-03,0.0
2002-01-24,-25.0
2002-02-08,22.2222
2002-04-04,-7.2727
2002-10-10,0.0
2002-11-18,0.0
2002-11-19,0.0
2002-12-02,0.0
2002-12-26,0.0
2003-07-17,-78.4314
2003-07-18,363.6364
2003-10-20,-60.7843
2004-01-06,0.0
2004-01-07,0.0
2004-02-05,0.0
2004-02-18,0.0
2004-05-13,0.0
2004-06-23,0.0
2004-07-13,0.0
2004-09-24,0.0
2005-01-31,-25.0
2005-06-28,-20.0
2005-07-07,0.0
2005-08-16,0.0
2005-09-23,25.0
2005-10-25,0.0
2006-01-06,0.0
2006-01-18,-26.6667
2006-04-28,18.1818
2006-07-10,7.6923
2006-08-02,0.0
2006-09-12,0.0
2007-01-24,78.5714
2007-02-20,200.0
2007-03-12,-13.3333
2007-04-02,-69.2308
2007-07-19,30.0
2007-07-26,-3.8462
2007-07-30,4.0
2007-09-25,-3.8462
2007-11-05,280.0
2007-11-27,-73.6842
2008-03-24,0.0
2008-04-14,120.0
2008-06-30,-54.5455
2008-09-11,-20.0
2008-09-15,125.0
2008-09-16,0.0
2008-09-17,0.0
2008-09-25,-55.5556
2008-11-10,125.0
2009-01-20,-44.4444
2009-01-23,0.0
2009-02-13,80.0
2009-04-29,-44.4444
2009-11-03,-88.0
2011-06-28,-89.5833
2011-12-23,-88.0
2016-06-07,33.3333
2016-11-10,0.0
2017-06-22,0.0
2017-08-15,100.0
2017-11-06,0.0
2017-12-06,1900.0
2018-01-19,0.0
2018-02-07,0.0
2018-04-23,0.0
2018-06-27,0.0
2018-07-23,800.0
2018-07-24,0.0
2018-07-30,-88.8889
2018-08-07,-50.0
2018-08-17,0.0
2018-09-28,65.0
2018-10-01,627.2727
2018-10-02,-86.1667
2018-11-30,622.8916
2018-12-28,-50.0
2019-01-11,-66.6667
2019-01-14,0.0
2019-02-27,5.0
2019-05-20,-4.7619
2019-09-11,400.0
2019-10-09,-50.0
2019-10-14,-6.0
2019-10-30,-32.9787
2019-11-04,0.0
2019-12-19,0.0
2020-01-10,0.0
2020-03-30,90.4762
2020-05-08,-46.6667
