ticker,AUTR US Equity
2014-12-29,10.4377
2014-12-30,-2.439
2014-12-31,11.25
2015-01-02,-10.1124
2015-01-05,0.0
2015-01-06,20.0
2015-01-07,4.1667
2015-01-08,-2.0
2015-01-09,-2.0408
2015-01-12,-6.25
2015-01-13,-6.7222
2015-01-14,-7.0876
2015-01-15,-7.5962
2015-01-16,5.4457
2015-01-20,-5.1974
2015-01-21,-0.0694
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,-5.5556
2015-01-27,-5.7721
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,-9.4811
2015-02-02,6.2069
2015-02-03,3.8961
2015-02-04,0.0
2015-02-06,12.5
2015-02-09,-33.3333
2015-02-10,8.3333
2015-02-11,-11.4423
2015-02-12,0.0
2015-02-13,4.126
2015-02-17,0.8863
2015-02-18,-0.0517
2015-02-20,-9.1003
2015-02-23,-2.2753
2015-02-24,0.0
2015-02-25,-6.8685
2015-02-27,1.0
2015-03-02,-0.9901
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,-31.0
2015-03-06,0.0
2015-03-09,-5.7971
2015-03-10,0.0
2015-03-12,7.6923
2015-03-16,-7.1429
2015-03-19,0.0
2015-03-20,7.6923
2015-03-24,-14.0179
2015-03-25,-0.1038
2015-03-27,0.0
2015-04-06,-0.2079
2015-04-09,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,5.0
2015-04-17,0.0
2015-04-20,-4.9603
2015-04-23,0.2088
2015-04-24,3.3333
2015-04-27,-33.5685
2015-04-28,9.2564
2015-04-29,11.1111
2015-04-30,-2.25
2015-05-01,0.0
2015-05-04,-18.1586
2015-05-05,-13.75
2015-05-06,15.942
2015-05-07,-7.5
2015-05-08,-3.0405
2015-05-11,-4.007
2015-05-12,3.9927
2015-05-13,-7.8534
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-21,0.0
2015-05-26,-8.7121
2015-05-27,0.0
2015-05-28,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-11,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-25,0.0
2015-06-30,0.0
2015-07-01,1.2448
2015-07-08,-1.2295
2015-07-10,0.0
2015-07-13,4.7718
2015-07-14,-4.5545
2015-07-16,0.0
2015-07-20,0.0
2015-08-05,-17.0124
2015-08-06,4.0
2015-08-11,-23.0769
2015-08-12,0.0
2015-08-13,0.0
2015-08-17,0.0
2015-08-20,0.0
2015-08-27,0.9375
2015-08-31,-0.9288
2015-09-02,0.0
2015-09-10,0.0
2015-09-29,-10.0
2015-09-30,2.7778
2015-10-08,-2.7027
2015-10-16,0.0
2015-10-26,-5.5556
2015-10-27,-11.7647
2015-11-02,-6.6667
2015-11-19,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-12-07,7.1429
2015-12-08,-20.0
2015-12-09,4.1667
2015-12-14,-12.0
2015-12-21,-6.25
2015-12-22,-3.0303
2015-12-23,0.0
2016-01-11,0.0
2016-02-03,0.0
2016-02-08,15.0
2016-02-19,-13.0435
2016-02-22,35.625
2016-02-23,-0.4608
2016-02-24,-3.7037
2016-03-01,-14.4231
2016-03-02,25.8427
2016-03-03,0.0
2016-03-10,0.0
2016-03-16,-1.7856999999999998
2016-04-14,-4.5455
2016-04-18,0.0
2016-05-16,-0.9524
2016-05-17,0.0
2016-05-31,0.0
2016-06-17,0.0
2016-06-30,7.6923
2016-07-01,-7.1429
2016-07-06,1.9231
2016-07-07,-1.8868
2016-07-08,-7.6923
2016-07-11,0.0
2016-07-15,-8.3333
2016-07-28,0.0
2016-09-09,6.25
2016-09-14,-10.1604
2016-09-20,0.0
2016-09-29,0.0
2016-10-04,0.0
2016-10-21,0.0
2016-11-08,0.0
2016-11-15,-1.7856999999999998
2016-11-22,7.8788
2016-11-23,-7.3034
2016-11-29,50.303
2016-12-07,-31.4516
2016-12-19,0.0
2016-12-29,0.0
2017-01-05,0.0
2017-01-06,77.6471
2017-01-23,0.0
2017-02-02,-15.2318
2017-02-13,-33.5937
2017-03-07,41.1765
2017-03-09,-29.1667
2017-03-20,17.647100000000002
2017-03-28,20.0
2017-04-07,25.8333
2017-04-25,-36.4238
2017-05-11,0.0
2017-05-22,-7.2917
2017-05-23,0.0
2017-06-01,0.0
2017-06-14,-0.2247
2017-06-15,0.0
2017-06-16,-3.6036
2017-07-28,2.8037
2017-08-14,15.8273
2017-08-16,-12.0948
2017-08-28,-1.7856999999999998
2017-09-14,0.0
2017-09-29,-3.6364
2017-10-06,13.6698
2017-10-13,-17.0056
2017-11-02,0.0
2017-11-27,-36.0
2017-11-28,0.0
2017-11-29,0.0
2017-12-19,0.0
2017-12-21,0.0
2017-12-26,0.0
2018-01-09,56.25
2018-01-10,23.0
2018-02-14,-36.935
2018-03-13,-16.2047
2018-03-15,30.7692
2018-03-22,-24.7059
2018-03-23,90.625
2018-05-23,-47.541
2018-08-07,42.9687
2018-08-10,-30.0546
2018-08-15,0.0
2018-08-21,0.0
2018-10-25,0.0
2018-11-08,56.25
2018-12-28,-35.0
2019-01-03,-1.5385
2019-02-27,0.0
2019-03-07,0.0
2019-03-13,-21.875
2019-03-19,40.0
2019-04-05,-28.5714
2019-04-17,2.0
2019-05-10,37.2549
2019-05-16,0.0
2019-05-17,25.7143
2019-06-05,31.8182
2019-06-06,23.2759
2019-06-07,-19.5804
2019-06-10,-8.6957
2019-06-13,0.0
2019-06-18,-16.1905
2019-06-20,-2.2727
2019-06-27,10.4651
2019-06-28,-7.3684
2019-07-02,2.2727
2019-07-03,11.1111
2019-07-05,85.0
2019-07-08,-35.1351
2019-07-11,0.0
2019-07-16,-8.3333
2019-07-29,0.0
2019-08-09,0.0
2019-08-12,-4.5455
2019-08-14,0.0
2019-08-20,0.0
2019-08-23,-27.619
2019-09-05,71.0526
2019-10-03,-32.3077
2019-10-21,0.0
2019-11-05,-11.3636
2019-11-19,0.0
2019-11-20,0.0
2019-11-22,0.0
2019-12-30,21.7949
2020-01-03,-5.5789
2020-01-13,-6.3545
2020-01-14,0.0
2020-01-24,66.6667
2020-01-31,-40.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,-7.1429
2020-03-05,-17.9487
2020-03-24,-45.3125
2020-03-30,0.0
2020-05-01,88.5714
2020-05-11,-9.0909
2020-05-18,-41.6667
2020-06-22,85.7143
2020-06-23,-46.1538
2020-07-13,257.1429
2020-07-14,79.92
2020-07-15,-37.7501
2020-07-16,-14.2857
2020-07-17,21.125
2020-07-22,-27.7606
2020-07-23,-3.8095
2020-07-24,0.0
2020-07-28,0.0
2020-07-29,-39.604
2020-07-31,63.9344
