ticker,AUTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-28,0.0
2011-02-03,0.0
2011-02-09,0.0
2011-02-16,17.647100000000002
2011-02-17,-25.0
2011-02-18,-16.6667
2011-02-24,0.0
2011-02-28,-4.0
2011-03-01,-8.3333
2011-03-24,0.0
2011-03-28,118.1818
2011-05-06,-54.1667
2011-05-19,-13.6364
2011-10-31,-26.3158
2012-04-18,114.2857
2012-04-19,33.3333
2012-04-25,0.0
2012-04-30,0.0
2012-05-09,-25.0
2012-05-16,0.0
2012-05-22,26.6667
2012-06-12,31.5789
2012-11-29,-40.0
2013-01-07,-3.3333
2013-01-30,-44.4828
2013-04-09,-0.6211
2013-07-22,-50.0
2013-09-20,225.0
2013-09-27,-7.6923
2014-01-31,50.0
2014-04-10,0.0
2014-04-23,-44.4444
2014-04-24,100.0
2014-05-19,50.0
2014-05-23,-33.3333
2014-07-15,-15.0
2014-07-16,5.8824
2014-07-21,2.7778
2014-08-04,-18.9189
2014-09-12,140.0
2014-09-15,-44.4444
2014-09-16,49.0
2014-09-17,14.094
2014-09-23,-11.7647
2014-09-24,-16.6667
2014-09-25,0.0
2014-09-26,-14.0
2014-09-29,0.0
2014-09-30,-6.9767
2014-10-01,0.0
2014-10-03,18.0
2014-10-06,1.6949
2014-10-10,-16.6667
2014-10-14,-44.6875
2014-10-15,9.0395
2014-10-17,94.8187
2014-10-20,6.383
2014-10-21,20.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,33.2917
2014-10-28,-12.5039
2014-10-29,-42.8367
2014-10-30,10.0
2014-10-31,22.7273
2014-11-03,11.1111
2014-11-04,3.3333
2014-11-05,-5.1613
2014-11-07,-4.7619
2014-11-10,17.3214
2014-11-11,-28.1583
2014-11-12,-2.5423999999999998
2014-11-13,15.2174
2014-11-14,-13.2075
2014-11-17,17.3913
2014-11-18,-11.1111
2014-11-19,4.1667
2014-11-20,-12.0
2014-11-21,-18.1818
2014-11-24,16.7361
2014-11-25,-23.3789
2014-11-26,17.5854
2014-11-28,5.6454
2014-12-01,-0.0625
2014-12-02,-14.9468
2014-12-03,-26.4706
2014-12-04,14.15
2014-12-08,-26.4126
2014-12-09,9.5238
2014-12-10,30.4348
2014-12-11,10.0
2014-12-12,9.697
2014-12-15,18.7845
2014-12-16,39.5349
2014-12-17,0.0
2014-12-18,10.0
2014-12-19,-14.9621
2014-12-22,-0.5791
2014-12-23,-19.3996
2014-12-24,-15.5086
2014-12-26,-2.3026
