ticker,URGN US Equity
2017-09-25,1.8367
2017-09-26,0.4187
2017-09-27,-1.5394
2017-09-28,5.6352
2017-09-29,-2.806
2017-10-02,2.0622
2017-10-03,-0.6217
2017-10-04,-3.4093999999999998
2017-10-05,-1.3601
2017-10-06,-3.6113
2017-10-09,1.4986
2017-10-10,1.3087
2017-10-11,1.8549
2017-10-12,-2.8621
2017-10-13,-2.9123
2017-10-16,-0.2069
2017-10-17,-0.2764
2017-10-18,-3.2225
2017-10-19,-1.6827999999999999
2017-10-20,-0.6555
2017-10-23,0.2199
2017-10-24,7.7176
2017-10-25,-3.056
2017-10-26,-3.5026
2017-10-27,3.1579
2017-10-30,7.8818
2017-10-31,3.4899
2017-11-01,1.1031
2017-11-02,5.3304
2017-11-03,8.9672
2017-11-06,0.0
2017-11-07,0.8963
2017-11-08,2.8264
2017-11-09,0.1571
2017-11-10,7.2661
2017-11-13,5.4094
2017-11-14,-2.4965
2017-11-15,-1.4699
2017-11-16,-3.1521
2017-11-17,1.8634
2017-11-20,1.9512
2017-11-21,-2.1292
2017-11-22,-1.7844
2017-11-24,1.8915
2017-11-27,-0.3908
2017-11-28,-0.8583
2017-11-29,-0.7915
2017-11-30,0.6482
2017-12-01,-1.7835
2017-12-04,1.9672
2017-12-05,-4.5016
2017-12-06,-2.7454
2017-12-07,4.5539
2017-12-08,-2.0377
2017-12-11,-1.9501
2017-12-12,2.2275
2017-12-13,-4.5396
2017-12-14,0.8152
2017-12-15,2.2641999999999998
2017-12-18,4.8498
2017-12-19,-3.1423
2017-12-20,-1.713
2017-12-21,1.6372
2017-12-22,0.7275
2017-12-26,-3.0694
2017-12-27,2.0224
2017-12-28,-0.2347
2017-12-29,-2.719
2018-01-02,3.8430999999999997
2018-01-03,15.3727
2018-01-04,-3.8807
2018-01-05,2.6138
2018-01-08,-2.206
2018-01-09,1.0233
2018-01-10,0.5295
2018-01-11,0.8015
2018-01-12,0.318
2018-01-16,2.0154
2018-01-17,-3.9734
2018-01-18,-1.8493
2018-01-19,1.2718
2018-01-22,16.3256
2018-01-23,-1.8393000000000002
2018-01-24,2.6477
2018-01-25,10.0595
2018-01-26,-2.9385
2018-01-29,-5.6835
2018-01-30,-2.0087
2018-01-31,-1.2862
2018-02-01,1.6082999999999998
2018-02-02,-3.4662
2018-02-05,-6.1436
2018-02-06,12.782
2018-02-07,-1.7450999999999999
2018-02-08,-2.4346
2018-02-09,-2.6386
2018-02-12,5.042
2018-02-13,-0.84
2018-02-14,2.138
2018-02-15,-1.1058
2018-02-16,-4.3131
2018-02-20,4.3406
2018-02-21,1.8599999999999999
2018-02-22,-2.1598
2018-02-23,2.1673999999999998
2018-02-26,-1.1589
2018-02-27,-0.9141
2018-02-28,5.6157
2018-03-01,0.8735
2018-03-02,1.9014
2018-03-05,4.6924
2018-03-06,-0.0882
2018-03-07,-1.9781
2018-03-08,0.9009
2018-03-09,1.9106999999999998
2018-03-12,-0.2278
2018-03-13,-2.3885
2018-03-14,3.5263999999999998
2018-03-15,-2.016
2018-03-16,-3.8844
2018-03-19,-1.7530999999999999
2018-03-20,-0.0751
2018-03-21,1.0526
2018-03-22,1.0045
2018-03-23,-6.7219
2018-03-26,7.6998999999999995
2018-03-27,-3.9047
2018-03-28,-4.8455
2018-03-29,-0.3809
2018-04-02,-2.6967
2018-04-03,23.6815
2018-04-04,5.7358
2018-04-05,-5.8042
2018-04-06,-0.8059
2018-04-09,1.7265000000000001
2018-04-10,4.8087
2018-04-11,-0.4286
2018-04-12,-2.7742
2018-04-13,-2.7714
2018-04-16,0.5229
2018-04-17,1.6107
2018-04-18,-4.4254
2018-04-19,-1.1921
2018-04-20,-0.5945
2018-04-23,1.073
2018-04-24,0.0696
2018-04-25,-0.7826
2018-04-26,0.7362
2018-04-27,-0.435
2018-04-30,-2.0972
2018-05-01,2.2313
2018-05-02,-0.8731
2018-05-03,0.0176
2018-05-04,0.9158
2018-05-07,8.2199
2018-05-08,-3.7897
2018-05-09,2.112
2018-05-10,0.0164
2018-05-11,-2.1828
2018-05-14,3.4564
2018-05-15,-2.4651
2018-05-16,4.3399
2018-05-17,-1.1315
2018-05-18,5.303
2018-05-21,-3.7808
2018-05-22,-1.5431
2018-05-23,-0.6786
2018-05-24,-1.6105
2018-05-25,-0.1157
2018-05-29,0.0828
2018-05-30,0.2977
2018-05-31,-0.8575
2018-06-01,0.1663
2018-06-04,-1.6440000000000001
2018-06-05,1.5026000000000002
2018-06-06,2.2788
2018-06-07,-3.3501
2018-06-08,-2.4062
2018-06-11,-3.4655
2018-06-12,1.1252
2018-06-13,-3.7266
2018-06-14,1.8896
2018-06-15,-0.2341
2018-06-18,-0.3249
2018-06-19,0.851
2018-06-20,-1.0592
2018-06-21,-0.5262
2018-06-22,-4.378
2018-06-25,-1.4689
2018-06-26,-2.2846
2018-06-27,-0.1387
2018-06-28,-0.4563
2018-06-29,-0.8172
2018-07-02,1.6881
2018-07-03,2.1739
2018-07-05,-0.9478
2018-07-06,-0.3515
2018-07-09,-3.1942
2018-07-10,0.1619
2018-07-11,-0.9701
2018-07-12,0.0816
2018-07-13,-2.6713
2018-07-16,-1.8647
2018-07-17,2.4765
2018-07-18,-0.0417
2018-07-19,0.0
2018-07-20,-1.313
2018-07-23,-0.0211
2018-07-24,-5.4711
2018-07-25,3.933
2018-07-26,-0.387
2018-07-27,-2.2232
2018-07-30,-0.7506
2018-07-31,0.5338
2018-08-01,-0.885
2018-08-02,1.7410999999999999
2018-08-03,-1.2505
2018-08-06,0.5776
2018-08-07,0.9499
2018-08-08,-1.5098
2018-08-09,0.6443
2018-08-10,3.4879
2018-08-13,-1.2372
2018-08-14,-3.7580999999999998
2018-08-15,-6.5305
2018-08-16,2.1128
2018-08-17,1.0816
2018-08-20,-1.7679
2018-08-21,4.5465
2018-08-22,-0.453
2018-08-23,-2.1388
2018-08-24,2.9760999999999997
2018-08-27,4.9221
2018-08-28,3.5937
2018-08-29,-0.7686
2018-08-30,0.1256
2018-08-31,1.0454
2018-09-04,-0.7449
2018-09-05,-4.4403
2018-09-06,-2.7051
2018-09-07,-1.9058000000000002
2018-09-10,-2.8571
2018-09-11,6.2353
2018-09-12,-2.7685
2018-09-13,1.5262
2018-09-14,3.5674
2018-09-17,-2.4913
2018-09-18,0.0667
2018-09-19,5.5728
2018-09-20,2.5237
2018-09-21,1.6
2018-09-24,-1.0297
2018-09-25,-0.2448
2018-09-26,-0.1431
2018-09-27,-2.5394
2018-09-28,-0.7565
2018-10-01,1.2492
2018-10-02,0.8992
2018-10-03,0.4767
2018-10-04,-2.7434
2018-10-05,-3.7964
2018-10-08,-0.4409
2018-10-09,-2.0151
2018-10-10,-2.6893000000000002
2018-10-11,-2.9958
2018-10-12,7.1582
2018-10-15,-2.6139
2018-10-16,-0.5276
2018-10-17,3.1135
2018-10-18,-5.4798
2018-10-19,-0.7809
2018-10-22,-1.6694
2018-10-23,-1.237
2018-10-24,-5.8202
2018-10-25,2.9205
2018-10-26,-0.9374
2018-10-29,-1.688
2018-10-30,3.9282
2018-10-31,-0.1001
2018-11-01,8.3438
2018-11-02,4.0472
2018-11-05,-2.2005
2018-11-06,-0.5
2018-11-07,6.0302
2018-11-08,3.6837999999999997
2018-11-09,-3.0335
2018-11-12,-2.0784
2018-11-13,2.8446
2018-11-14,1.2128
2018-11-15,-2.2914
2018-11-16,1.3769
2018-11-19,-0.5942
2018-11-20,-0.4483
2018-11-21,7.1199
2018-11-23,0.8809
2018-11-26,-0.6747
2018-11-27,-4.1958
2018-11-28,2.1898
2018-11-29,-1.5306
2018-11-30,1.6373
2018-12-03,-1.6925
2018-12-04,-5.9116
2018-12-06,-1.1243
2018-12-07,0.6912
2018-12-10,0.3322
2018-12-11,0.5076
2018-12-12,2.152
2018-12-13,-2.558
2018-12-14,-1.8090000000000002
2018-12-17,2.8084
2018-12-18,3.3435
2018-12-19,-0.6132
2018-12-20,-4.2553
2018-12-21,-5.5111
2018-12-24,-0.3057
2018-12-26,2.2175
2018-12-27,-0.3923
2018-12-28,1.8536000000000001
2018-12-31,-2.0473
2019-01-02,3.3674
2019-01-03,6.8749
2019-01-04,8.1774
2019-01-07,6.0047
2019-01-08,-5.8662
2019-01-09,0.5063
2019-01-10,-3.1389
2019-01-11,1.8404
2019-01-14,-1.6893
2019-01-15,0.7193
2019-01-16,1.8449
2019-01-17,1.3439999999999999
2019-01-18,-1.749
2019-01-22,4.9687
2019-01-23,-14.4055
2019-01-24,-7.4679
2019-01-25,0.0
2019-01-28,-5.5059000000000005
2019-01-29,-0.747
2019-01-30,4.1646
2019-01-31,-0.2408
2019-02-01,-0.0724
2019-02-04,-0.0725
2019-02-05,-0.0484
2019-02-06,-0.9192
2019-02-07,-1.9043
2019-02-08,0.7218
2019-02-11,-0.6672
2019-02-12,1.5672000000000001
2019-02-13,-0.7837
2019-02-14,0.0741
2019-02-15,1.332
2019-02-19,-1.6553
2019-02-20,3.1436
2019-02-21,-2.3038
2019-02-22,1.5474999999999999
2019-02-25,0.6289
2019-02-26,-3.0529
2019-02-27,-4.8351
2019-02-28,0.2606
2019-03-01,3.8462
2019-03-04,0.4505
2019-03-05,-1.1958
2019-03-06,-7.9677
2019-03-07,-1.8356
2019-03-08,1.3676
2019-03-11,0.0
2019-03-12,-0.8535
2019-03-13,2.3327
2019-03-14,1.4654
2019-03-15,1.7919
2019-03-18,0.1314
2019-03-19,-0.2362
2019-03-20,-1.2362
2019-03-21,-1.9441000000000002
2019-03-22,-3.6665
2019-03-25,1.8889
2019-03-26,-0.4151
2019-03-27,1.1114
2019-03-28,0.3847
2019-03-29,1.1224
2019-04-01,-0.3249
2019-04-02,5.7849
2019-04-03,2.3363
2019-04-04,0.3512
2019-04-05,0.875
2019-04-08,-0.8674
2019-04-09,-3.125
2019-04-10,-1.9613
2019-04-11,2.0005
2019-04-12,-0.5161
2019-04-15,-0.5707
2019-04-16,-0.2609
2019-04-17,-4.4729
2019-04-18,0.1095
2019-04-22,1.3129
2019-04-23,1.9167999999999998
2019-04-24,-1.8277999999999999
2019-04-25,0.1619
2019-04-26,0.2155
2019-04-29,-0.5376
2019-04-30,-2.8378
2019-05-01,5.1182
2019-05-02,-4.2075
2019-05-03,0.4696
2019-05-06,4.4817
2019-05-07,-1.2105
2019-05-08,1.1721
2019-05-09,0.6056
2019-05-10,2.9573
2019-05-13,-4.5755
2019-05-14,3.1433
2019-05-15,1.4721
2019-05-16,-0.7381
2019-05-17,-1.8462
2019-05-20,-2.7168
2019-05-21,5.666
2019-05-22,-4.0915
2019-05-23,-0.4769
2019-05-24,-2.7689
2019-05-28,-0.0821
2019-05-29,-4.467
2019-05-30,-1.2622
2019-05-31,-1.0459
2019-06-03,2.2607
2019-06-04,1.6652
2019-06-05,1.3838
2019-06-06,-0.2507
2019-06-07,4.2446
2019-06-10,-1.8484
2019-06-11,-3.4389
2019-06-12,-1.1871
2019-06-13,4.9771
2019-06-14,-3.951
2019-06-17,0.8511
2019-06-18,-0.2813
2019-06-19,-0.677
2019-06-20,0.0
2019-06-21,-1.8745
2019-06-24,-5.123
2019-06-25,0.2441
2019-06-26,-0.3348
2019-06-27,0.5802
2019-06-28,9.1075
2019-07-01,1.3912
2019-07-02,-4.2261
2019-07-03,1.0888
2019-07-05,-0.7086
2019-07-08,-1.9412
2019-07-09,1.0189
2019-07-10,-0.317
2019-07-11,-4.3943
2019-07-12,-0.1814
2019-07-15,-1.6662
2019-07-16,0.2465
2019-07-17,-0.6146
2019-07-18,0.6184
2019-07-19,-2.0897
2019-07-22,-2.6679
2019-07-23,2.0316
2019-07-24,1.201
2019-07-25,-0.0937
2019-07-26,-2.2507
2019-07-29,3.2298999999999998
2019-07-30,-0.6506
2019-07-31,6.3299
2019-08-01,2.4927
2019-08-02,-1.774
2019-08-05,-4.748
2019-08-06,0.0
2019-08-07,0.8869
2019-08-08,-1.0912
2019-08-09,-1.6856
2019-08-12,0.4988
2019-08-13,5.5831
2019-08-14,-4.8179
2019-08-15,-3.6111
2019-08-16,2.4976
2019-08-19,4.3736
2019-08-20,-2.9333
2019-08-21,0.37
2019-08-22,-2.6421
2019-08-23,-2.1773
2019-08-26,-0.129
2019-08-27,0.1938
2019-08-28,0.2901
2019-08-29,-0.225
2019-08-30,9.375
2019-09-03,-2.268
2019-09-04,0.0904
2019-09-05,0.9937
2019-09-06,-0.5665
2019-09-09,0.6597
2019-09-10,-0.983
2019-09-11,4.1215
2019-09-12,-0.4623
2019-09-13,2.1189999999999998
2019-09-16,2.3309
2019-09-17,0.9167
2019-09-18,-0.2477
2019-09-19,-2.0419
2019-09-20,-1.831
2019-09-23,-4.9354
2019-09-24,-1.4487999999999999
2019-09-25,-15.9265
2019-09-26,-8.5974
2019-09-27,-4.4241
2019-09-30,-0.6255
2019-10-01,-1.0071
2019-10-02,3.3489
2019-10-03,-2.8712
2019-10-04,-2.6182
2019-10-07,0.0
2019-10-08,-7.3286999999999995
2019-10-09,-1.2167
2019-10-10,0.1421
2019-10-11,2.9328
2019-10-14,-2.5276
2019-10-15,4.5262
2019-10-16,-0.0902
2019-10-17,1.1738
2019-10-18,-0.4016
2019-10-21,-0.6272
2019-10-22,-1.8034
2019-10-23,0.1377
2019-10-24,-0.917
2019-10-25,1.6659000000000002
2019-10-28,2.731
2019-10-29,-0.3988
2019-10-30,-1.29
2019-10-31,1.9828999999999999
2019-11-01,1.1489
2019-11-04,-2.7086
2019-11-05,3.9964
2019-11-06,-0.9067
2019-11-07,-0.2614
2019-11-08,2.927
2019-11-11,2.8014
2019-11-12,13.5838
2019-11-13,-4.9437
2019-11-14,0.5736
2019-11-15,1.0266
2019-11-18,-1.8065
2019-11-19,7.9724
2019-11-20,4.7213
2019-11-21,-2.0339
2019-11-22,2.4221
2019-11-25,4.0203
2019-11-26,-0.0325
2019-11-27,2.4366
2019-11-29,0.3489
2019-12-02,-1.0114
2019-12-03,0.8301
2019-12-04,-1.2666
2019-12-05,-1.4432
2019-12-06,6.671
2019-12-09,4.9115
2019-12-10,0.756
2019-12-11,-2.3954
2019-12-12,-1.2713999999999999
2019-12-13,-3.0848
2019-12-16,5.068
2019-12-17,-4.7353
2019-12-18,4.4149
2019-12-19,3.0751
2019-12-20,-0.6885
2019-12-23,-1.3287
2019-12-24,0.3513
2019-12-26,-0.9043
2019-12-27,-2.4728
2019-12-30,2.5958
2019-12-31,-1.8241
2020-01-02,-2.3974
2020-01-03,-2.1185
2020-01-06,0.6274
2020-01-07,-1.3404
2020-01-08,1.8325
2020-01-09,-1.9857
2020-01-10,-0.095
2020-01-13,0.6654
2020-01-14,0.0944
2020-01-15,2.1384
2020-01-16,6.5271
2020-01-17,-2.1676
2020-01-21,-1.9792999999999998
2020-01-22,-8.4087
2020-01-23,2.0072
2020-01-24,-1.7742
2020-01-27,-7.7504
2020-01-28,6.9064
2020-01-29,4.1625
2020-01-30,-3.9322
2020-01-31,-2.1298
2020-02-03,-0.034
2020-02-04,1.5306
2020-02-05,1.5745
2020-02-06,-1.1214
2020-02-07,-1.5344
2020-02-10,0.9485
2020-02-11,0.5705
2020-02-12,-1.2012
2020-02-13,-5.336
2020-02-14,0.107
2020-02-18,6.5574
2020-02-19,0.0669
2020-02-20,1.1029
2020-02-21,0.0992
2020-02-24,-3.1374
2020-02-25,-2.2503
2020-02-26,-0.8022
2020-02-27,-5.872
2020-02-28,1.8304
2020-03-02,2.7513
2020-03-03,3.9272
2020-03-04,2.2673
2020-03-05,-1.9146999999999998
2020-03-06,-0.3082
2020-03-09,-7.1797
2020-03-10,2.4796
2020-03-11,-13.8317
2020-03-12,-22.5063
2020-03-13,1.6225
2020-03-16,-22.1927
2020-03-17,7.7291
2020-03-18,-9.3968
2020-03-19,1.3315000000000001
2020-03-20,-5.3942
2020-03-23,18.5673
2020-03-24,11.4057
2020-03-25,0.3874
2020-03-26,-2.8115
2020-03-27,0.3971
2020-03-30,2.5989
2020-03-31,-1.7621
2020-04-01,-7.5112
2020-04-02,3.0303
2020-04-03,8.0588
2020-04-06,9.0909
2020-04-07,-0.7984
2020-04-08,0.8551
2020-04-09,6.2344
2020-04-13,11.3146
2020-04-14,4.0489
2020-04-15,-14.7142
2020-04-16,5.2281
2020-04-17,7.3622
2020-04-20,-1.9773
2020-04-21,-2.3176
2020-04-22,2.6801
2020-04-23,-0.4707
2020-04-24,3.9983
2020-04-27,2.0256
2020-04-28,3.8898
2020-04-29,-4.9532
2020-04-30,-8.8634
2020-05-01,-1.3057
2020-05-04,5.7938
2020-05-05,0.9056
2020-05-06,1.1538
2020-05-07,-0.2535
2020-05-08,0.0847
2020-05-11,1.7774
2020-05-12,1.2058
2020-05-13,1.2325
2020-05-14,0.9334
2020-05-15,-0.8846
2020-05-18,2.9817
2020-05-19,-2.3833
2020-05-20,0.8878
2020-05-21,0.6
2020-05-22,0.994
2020-05-26,-0.315
2020-05-27,1.0664
2020-05-28,-6.2134
2020-05-29,-2.2083
2020-06-01,1.193
2020-06-02,3.4526
2020-06-03,6.5120000000000005
2020-06-04,1.5667
2020-06-05,1.0158
2020-06-08,5.1769
2020-06-09,-5.2408
2020-06-10,1.1211
2020-06-11,-6.8736
2020-06-12,3.5714
2020-06-15,1.9157
2020-06-16,0.0752
2020-06-17,2.1037
2020-06-18,6.2914
2020-06-19,-1.4192
2020-06-22,4.2837
2020-06-23,-0.6061
2020-06-24,-6.7412
2020-06-25,1.8162
2020-06-26,-7.2422
2020-06-29,-2.1154
2020-06-30,2.6326
2020-07-01,-2.3737
2020-07-02,-0.549
2020-07-06,-1.8927
2020-07-07,-2.1302
2020-07-08,0.7803
2020-07-09,-3.6267
2020-07-10,-1.2685
2020-07-13,-0.1713
2020-07-14,1.716
2020-07-15,2.7836
2020-07-16,-0.2872
2020-07-17,3.8683
2020-07-20,1.7036
2020-07-21,-3.0775
2020-07-22,-1.7283
2020-07-23,-1.3497
2020-07-24,-2.8192
2020-07-27,1.6638
2020-07-28,-2.8955
2020-07-29,-0.9507
2020-07-30,1.3961999999999999
2020-07-31,-4.9484
