ticker,DBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-29,26.8421
2005-06-30,3.527
2005-07-01,3.6071999999999997
2005-07-05,1.9342000000000001
2005-07-06,-3.5674
2005-07-07,1.9284
2005-07-08,1.9691
2005-07-11,0.9087
2005-07-12,-2.4765
2005-07-13,-2.4625
2005-07-14,1.1045
2005-07-15,-2.8482
2005-07-18,0.0
2005-07-19,1.4056
2005-07-20,5.6238
2005-07-21,0.8624
2005-07-22,-0.3717
2005-07-25,1.1567
2005-07-26,-1.6599
2005-07-27,-2.1005
2005-07-28,0.3448
2005-07-29,1.1837
2005-08-01,2.0755
2005-08-02,-0.7394
2005-08-03,-0.5587
2005-08-04,-4.6067
2005-08-05,-2.0024
2005-08-08,-1.4824
2005-08-09,1.3013
2005-08-10,1.6861000000000002
2005-08-11,-1.4212
2005-08-12,-0.7609
2005-08-15,0.6053
2005-08-16,-1.6045
2005-08-17,0.4892
2005-08-18,1.2982
2005-08-19,-1.9223
2005-08-22,0.0817
2005-08-23,-1.2648
2005-08-24,-1.9835
2005-08-25,-3.2884
2005-08-26,-0.9154
2005-08-29,-1.5838
2005-08-30,-1.8775
2005-08-31,2.5057
2005-09-01,-1.2889
2005-09-02,0.2701
2005-09-06,2.1105
2005-09-07,-3.2542
2005-09-08,0.6818
2005-09-09,6.5463000000000005
2005-09-12,0.4237
2005-09-13,-0.8017
2005-09-14,1.4462
2005-09-15,5.7442
2005-09-16,-0.1983
2005-09-19,-1.6686999999999999
2005-09-20,-3.0303
2005-09-21,-5.2083
2005-09-22,-2.1538
2005-09-23,0.8985
2005-09-26,3.5619
2005-09-27,-1.5047000000000001
2005-09-28,-2.0079
2005-09-29,-3.3407999999999998
2005-09-30,-2.3041
2005-10-03,-1.8868
2005-10-04,-2.4038
2005-10-05,-2.5122999999999998
2005-10-06,-1.2127
2005-10-07,2.8133
2005-10-10,-6.3682
2005-10-11,-2.2848
2005-10-12,-3.6977
2005-10-13,0.0565
2005-10-14,4.2325
2005-10-17,1.5701
2005-10-18,-2.6652
2005-10-19,1.6977
2005-10-20,-1.8848
2005-10-21,2.6345
2005-10-24,5.3476
2005-10-25,2.0305
2005-10-26,1.5423
2005-10-27,-4.6546
2005-10-28,2.1069
2005-10-31,4.7811
2005-11-01,0.1921
2005-11-02,0.4314
2005-11-03,8.5919
2005-11-04,3.6484
2005-11-07,1.4843
2005-11-08,-4.0117
2005-11-09,-1.2625
2005-11-10,1.2787
2005-11-11,2.8298
