ticker,GHG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-27,-7.1429
2018-03-28,0.2308
2018-03-29,-2.1489
2018-04-02,1.2549000000000001
2018-04-03,0.3098
2018-04-04,-0.3861
2018-04-05,-2.5581
2018-04-06,0.8751
2018-04-09,-3.1546
2018-04-10,-2.1987
2018-04-11,-0.3331
2018-04-12,-4.8454
2018-04-13,-3.2485
2018-04-16,-0.363
2018-04-17,12.204
2018-04-18,-2.8409
2018-04-19,-0.5013
2018-04-20,-9.2359
2018-04-23,0.9251
2018-04-24,5.2246
2018-04-25,5.4007
2018-04-26,-6.4463
2018-04-27,1.1484
2018-04-30,-3.9301
2018-05-01,4.0909
2018-05-02,-3.4934
2018-05-03,-0.362
2018-05-04,4.6322
2018-05-07,2.9514
2018-05-08,2.1079
2018-05-09,9.4137
2018-05-10,-1.8113000000000001
2018-05-11,3.6895
2018-05-14,-1.9274
2018-05-15,2.3432
2018-05-16,6.13
2018-05-17,7.7244
2018-05-18,5.491
2018-05-21,4.7765
2018-05-22,0.8182
2018-05-23,-1.4493
2018-05-24,-1.5293999999999999
2018-05-25,1.7324000000000002
2018-05-29,0.0
2018-05-30,5.8133
2018-05-31,3.8846
2018-06-01,11.2714
2018-06-04,-0.288
2018-06-05,0.5778
2018-06-06,6.2709
2018-06-07,-0.9009
2018-06-08,2.5909
2018-06-11,5.1839
2018-06-12,2.401
2018-06-13,-11.1477
2018-06-14,0.9722
2018-06-15,-17.3773
2018-06-18,11.5427
2018-06-19,1.8904999999999998
2018-06-20,3.4668
2018-06-21,-4.2001
2018-06-22,-7.2906
2018-06-25,-2.2317
2018-06-26,8.587
2018-06-27,-9.5095
2018-06-28,0.1106
2018-06-29,-0.0552
2018-07-02,1.4373
2018-07-03,-2.5068
2018-07-05,-4.5836
2018-07-06,7.147
2018-07-09,2.6791
2018-07-10,-1.9169
2018-07-11,-3.3116
2018-07-12,0.8984
2018-07-13,0.5008
2018-07-16,-0.3322
2018-07-17,-3.5556
2018-07-18,-1.2673
2018-07-19,0.4667
2018-07-20,1.5678999999999998
2018-07-23,-0.6289
2018-07-24,-5.6962
2018-07-25,1.8304
2018-07-26,0.6591
2018-07-27,-1.25
2018-07-30,-2.5316
2018-07-31,3.8961
2018-08-01,-0.8333
2018-08-02,-9.964
2018-08-03,0.0
2018-08-06,-2.4
2018-08-07,2.5273
2018-08-08,0.9993
2018-08-09,6.4644
2018-08-10,-2.7260999999999997
2018-08-13,0.8917
2018-08-14,0.8207
