ticker,MDB US Equity
2018-03-12,4.525
2018-03-13,-4.1519
2018-03-14,7.4221
2018-03-15,-2.3113
2018-03-16,-1.1326
2018-03-19,0.8656
2018-03-20,0.9086
2018-03-21,0.3502
2018-03-22,0.1994
2018-03-23,-3.6816
2018-03-26,15.7025
2018-03-27,-6.3839
2018-03-28,-0.5484
2018-03-29,4.0518
2018-04-02,1.8433000000000002
2018-04-03,-3.19
2018-04-04,-0.8179
2018-04-05,1.3195000000000001
2018-04-06,-5.186
2018-04-09,-1.6924000000000001
2018-04-10,1.2226
2018-04-11,0.2958
2018-04-12,-1.1797
2018-04-13,-1.3678
2018-04-16,-0.5043
2018-04-17,-2.8129999999999997
2018-04-18,0.3129
2018-04-19,-1.6896
2018-04-20,-0.1322
2018-04-23,-2.7006
2018-04-24,-5.3878
2018-04-25,0.3739
2018-04-26,7.1347
2018-04-27,-3.0222
2018-04-30,-0.7446
2018-05-01,1.4447999999999999
2018-05-02,1.6434
2018-05-03,3.8804
2018-05-04,-4.0986
2018-05-07,2.1369
2018-05-08,8.607
2018-05-09,0.4633
2018-05-10,-1.0922
2018-05-11,6.0368
2018-05-14,0.2546
2018-05-15,-2.9086
2018-05-16,0.1902
2018-05-17,-1.5425
2018-05-18,4.5553
2018-05-21,0.3458
2018-05-22,-0.6432
2018-05-23,2.7746
2018-05-24,0.0
2018-05-25,1.2147999999999999
2018-05-29,1.7115
2018-05-30,1.1801
2018-05-31,1.7927
2018-06-01,-1.2943
2018-06-04,3.7188
2018-06-05,2.0518
2018-06-06,4.1024
2018-06-07,-3.2774
2018-06-08,4.7196
2018-06-11,3.7365
2018-06-12,4.4003
2018-06-13,1.7428
2018-06-14,2.4471
2018-06-15,1.0578
2018-06-18,-0.0507
2018-06-19,-0.6926
2018-06-20,-0.6294
2018-06-21,-2.6703
2018-06-22,0.1407
2018-06-25,-6.1293
2018-06-26,-3.6109
2018-06-27,-6.8323
2018-06-28,2.5208
2018-06-29,0.8535
2018-07-02,0.806
2018-07-03,0.3998
2018-07-05,1.8913
2018-07-06,1.4263
2018-07-09,1.9264000000000001
2018-07-10,-0.2268
2018-07-11,0.8524
2018-07-12,8.7153
2018-07-13,-1.624
2018-07-16,-0.4391
2018-07-17,1.8169
2018-07-18,-0.0173
2018-07-19,0.0
2018-07-20,0.0693
2018-07-23,2.0779
2018-07-24,-0.2375
2018-07-25,2.9757
2018-07-26,1.354
2018-07-27,-2.9651
2018-07-30,-6.8334
2018-07-31,-2.4869
2018-08-01,-0.037
2018-08-02,7.6169
2018-08-03,-0.5497
2018-08-06,1.6928999999999998
2018-08-07,2.2083
2018-08-08,-0.2327
2018-08-09,2.582
2018-08-10,2.4683
2018-08-13,-0.1743
2018-08-14,1.9527
2018-08-15,-0.8409
2018-08-16,0.6124
2018-08-17,1.0613
2018-08-20,0.3861
2018-08-21,-0.0154
2018-08-22,2.2465
2018-08-23,2.7088
2018-08-24,2.9011
2018-08-27,0.8401
2018-08-28,1.4685000000000001
2018-08-29,0.0696
2018-08-30,-2.3919
2018-08-31,2.5217
2018-09-04,2.3485
2018-09-05,-2.186
2018-09-06,9.1755
2018-09-07,1.6402
2018-09-10,4.2032
2018-09-11,1.7647
2018-09-12,-3.3384
2018-09-13,-0.9031
2018-09-14,0.9729
2018-09-17,-0.5001
2018-09-18,2.4271
2018-09-19,-0.6702
2018-09-20,-0.988
2018-09-21,-1.0708
2018-09-24,1.1685
2018-09-25,2.1398
2018-09-26,-0.7856
2018-09-27,-3.5753
2018-09-28,1.4682
2018-10-01,-3.2986
2018-10-02,-3.4872
2018-10-03,0.1182
2018-10-04,-2.9528
2018-10-05,-1.6227
2018-10-08,-2.5979
2018-10-09,-3.7962
2018-10-10,-5.8237
2018-10-11,-1.7134
2018-10-12,2.5198
2018-10-15,0.6956
2018-10-16,7.9214
2018-10-17,0.3272
2018-10-18,-2.467
2018-10-19,-5.4514
2018-10-22,6.3038
2018-10-23,3.0662
2018-10-24,-5.9921
2018-10-25,8.255
2018-10-26,-1.7375
2018-10-29,3.2837
2018-10-30,5.0136
2018-10-31,5.447
2018-11-01,-0.7239
2018-11-02,-1.5078
2018-11-05,-1.9576
2018-11-06,-2.6494
2018-11-07,7.9411000000000005
2018-11-08,-0.9135
2018-11-09,-7.2895
2018-11-12,-7.4118
2018-11-13,-0.6874
2018-11-14,3.5616
2018-11-15,10.3314
2018-11-16,4.6189
2018-11-19,-11.6405
2018-11-20,-4.3549
2018-11-21,5.5524000000000004
2018-11-23,2.9344
2018-11-26,5.8329
2018-11-27,-1.2537
2018-11-28,5.5814
2018-11-29,-2.4884
2018-11-30,1.221
2018-12-03,2.509
2018-12-04,-1.4708999999999999
2018-12-06,8.3721
2018-12-07,-7.0421
2018-12-10,-1.5412
2018-12-11,2.5286
2018-12-12,4.5919
2018-12-13,0.5614
2018-12-14,1.1389
2018-12-17,-8.5008
2018-12-18,1.8218999999999999
2018-12-19,1.3746
2018-12-20,-6.7562999999999995
2018-12-21,-8.5496
2018-12-24,-1.6038000000000001
2018-12-26,11.0198
2018-12-27,3.2626
2018-12-28,-2.1752
2018-12-31,4.0248
2019-01-02,-4.5259
2019-01-03,-5.0782
2019-01-04,7.6953
2019-01-07,4.8575
2019-01-08,5.0058
2019-01-09,-3.7449
2019-01-10,-13.184
2019-01-11,-0.9574
2019-01-14,-0.9936
2019-01-15,6.3195
2019-01-16,-5.5485
2019-01-17,2.0932
2019-01-18,6.2698
2019-01-22,1.1078000000000001
2019-01-23,3.5209
2019-01-24,0.2141
2019-01-25,3.1209
2019-01-28,1.7146
2019-01-29,-1.5838999999999999
2019-01-30,1.3795
2019-01-31,4.7284
2019-02-01,0.3356
2019-02-04,2.8057
2019-02-05,1.9104
2019-02-06,-2.0805
2019-02-07,0.8415
2019-02-08,2.5868
2019-02-11,0.9558
2019-02-12,0.9769
2019-02-13,-1.9649
2019-02-14,1.0174
2019-02-15,1.0172
2019-02-19,-0.2792
2019-02-20,0.4699
2019-02-21,2.6071999999999997
2019-02-22,3.0065
2019-02-25,1.6099999999999999
2019-02-26,-8.9418
2019-02-27,2.2489
2019-02-28,1.0748
2019-03-01,2.5601000000000003
2019-03-04,-7.0949
2019-03-05,4.4022
2019-03-06,-3.8998
2019-03-07,2.441
2019-03-08,0.3418
2019-03-11,4.7796
2019-03-12,0.2965
2019-03-13,-0.5912
2019-03-14,25.5899
2019-03-15,2.5126
2019-03-18,2.7937
2019-03-19,0.5653
2019-03-20,3.5817
2019-03-21,7.5906
2019-03-22,-1.2157
2019-03-25,-1.1456
2019-03-26,-0.4768
2019-03-27,-2.7414
2019-03-28,0.0068
2019-03-29,0.5746
2019-04-01,0.6326
2019-04-02,-2.1967
2019-04-03,1.3338
2019-04-04,-4.5557
2019-04-05,-3.0654
2019-04-08,-2.0566
2019-04-09,2.604
2019-04-10,5.318
2019-04-11,0.0905
2019-04-12,-0.6263
2019-04-15,1.3865
2019-04-16,-4.5929
2019-04-17,-4.3072
2019-04-18,-5.1517
2019-04-22,4.0118
2019-04-23,5.3063
2019-04-24,-1.5800999999999998
2019-04-25,1.8497
2019-04-26,0.9589
2019-04-29,-1.0649
2019-04-30,2.4873
2019-05-01,-5.1802
2019-05-02,-0.943
2019-05-03,1.5866
2019-05-06,1.5097
2019-05-07,-2.3518
2019-05-08,-0.1351
2019-05-09,1.3373
2019-05-10,0.6079
2019-05-13,-5.7922
2019-05-14,4.3023
2019-05-15,3.8247999999999998
2019-05-16,6.0821
2019-05-17,-0.7626
2019-05-20,-0.4734
2019-05-21,-0.4481
2019-05-22,-1.3435000000000001
2019-05-23,-2.5551
2019-05-24,0.6843
2019-05-28,1.1662
2019-05-29,-2.7652
2019-05-30,1.8183
2019-05-31,0.25
2019-06-03,-6.9688
2019-06-04,5.8594
2019-06-05,7.7129
2019-06-06,-0.7591
2019-06-07,15.0467
2019-06-10,1.4061
2019-06-11,-5.4131
2019-06-12,2.018
2019-06-13,0.3848
2019-06-14,-0.7667
2019-06-17,-0.4285
2019-06-18,0.8426
2019-06-19,4.5985
2019-06-20,-0.1552
2019-06-21,-2.2275
2019-06-24,-2.6903
2019-06-25,-4.0593
2019-06-26,-4.9814
2019-06-27,0.5309
2019-06-28,0.3961
2019-07-01,-2.9062
2019-07-02,4.3204
2019-07-03,0.6037
2019-07-05,0.5936
2019-07-08,0.7312
2019-07-09,0.433
2019-07-10,-0.3107
2019-07-11,0.5152
2019-07-12,-3.1258
2019-07-15,0.0457
2019-07-16,-0.901
2019-07-17,5.9292
2019-07-18,1.3309
2019-07-19,0.6567
2019-07-22,-1.9146
2019-07-23,-3.0399
2019-07-24,0.0321
2019-07-25,-0.2051
2019-07-26,1.5157
2019-07-29,-8.3323
2019-07-30,-1.9739
2019-07-31,0.8379
2019-08-01,0.3072
2019-08-02,-2.0047
2019-08-05,-3.4806
2019-08-06,2.2961
2019-08-07,2.6115
2019-08-08,4.8237
2019-08-09,-0.408
2019-08-12,-3.6199
2019-08-13,1.8953
2019-08-14,-2.7012
2019-08-15,-0.4428
2019-08-16,1.5108000000000001
2019-08-19,-2.2324
2019-08-20,-0.9888
2019-08-21,6.3870000000000005
2019-08-22,-3.8763
2019-08-23,-2.0866
2019-08-26,5.2235
2019-08-27,2.4275
2019-08-28,-1.4846
2019-08-29,4.3114
2019-08-30,-1.3281
2019-09-03,-1.556
2019-09-04,5.8157
2019-09-05,-5.1809
2019-09-06,-6.5209
2019-09-09,-6.5847
2019-09-10,-1.7888
2019-09-11,1.2091
2019-09-12,-1.5699
2019-09-13,-4.0769
2019-09-16,7.0646
2019-09-17,3.0303
2019-09-18,-1.2647
2019-09-19,-2.1001
2019-09-20,0.2738
2019-09-23,-0.3565
2019-09-24,-5.5805
2019-09-25,0.7902
2019-09-26,1.328
2019-09-27,-7.3662
2019-09-30,2.6847
2019-10-01,-0.0083
2019-10-02,0.2241
2019-10-03,6.8908000000000005
2019-10-04,1.6659000000000002
2019-10-07,4.1994
2019-10-08,-6.7437000000000005
2019-10-09,4.6824
2019-10-10,-0.7492
2019-10-11,2.8988
2019-10-14,0.906
2019-10-15,-1.923
2019-10-16,-9.9555
2019-10-17,-0.9138
2019-10-18,-2.9079
2019-10-21,1.3862999999999999
2019-10-22,-3.1313
2019-10-23,0.6099
2019-10-24,6.0275
2019-10-25,2.7363
2019-10-28,1.7809
2019-10-29,-1.9763
2019-10-30,5.7216000000000005
2019-10-31,-3.6934
2019-11-01,0.3052
2019-11-04,-0.9988
2019-11-05,-1.4344000000000001
2019-11-06,1.5752000000000002
2019-11-07,-2.5742000000000003
2019-11-08,1.915
2019-11-11,0.5312
2019-11-12,1.5142
2019-11-13,1.7168999999999999
2019-11-14,0.6568
2019-11-15,2.2612
2019-11-18,1.7215
2019-11-19,2.8448
2019-11-20,4.7947
2019-11-21,-0.8663
2019-11-22,0.99
2019-11-25,-0.7031
2019-11-26,1.8723
2019-11-27,0.0936
2019-11-29,-0.7144
2019-12-02,-7.579
2019-12-03,3.8201
2019-12-04,-4.3454
2019-12-05,-3.7441
2019-12-06,-0.1522
2019-12-09,-0.122
2019-12-10,-1.3968
2019-12-11,-0.9135
2019-12-12,-2.5547
2019-12-13,2.9504
2019-12-16,2.9981999999999998
2019-12-17,-2.17
2019-12-18,-0.1623
2019-12-19,1.3779
2019-12-20,-0.2138
2019-12-23,1.2856
2019-12-24,0.1435
2019-12-26,1.8634
2019-12-27,-0.6592
2019-12-30,-3.8768000000000002
2019-12-31,2.0786
2020-01-02,2.0667
2020-01-03,0.7147
2020-01-06,3.851
2020-01-07,-1.1673
2020-01-08,1.0154
2020-01-09,6.9081
2020-01-10,-0.4868
2020-01-13,2.466
2020-01-14,-0.0523
2020-01-15,-0.2944
2020-01-16,-0.315
2020-01-17,-1.6524
2020-01-21,-0.4753
2020-01-22,0.8609
2020-01-23,-0.9269
2020-01-24,2.3827
2020-01-27,-2.1958
2020-01-28,2.5543
2020-01-29,4.4176
2020-01-30,5.097
2020-01-31,-2.1024
2020-02-03,-0.3539
2020-02-04,5.4001
2020-02-05,-5.1931
2020-02-06,0.2451
2020-02-07,0.3056
2020-02-10,1.304
2020-02-11,0.3368
2020-02-12,2.2661
2020-02-13,-0.3986
2020-02-14,0.8357
2020-02-18,3.251
2020-02-19,1.8033000000000001
2020-02-20,-1.105
2020-02-21,-7.4116
2020-02-24,-6.701
2020-02-25,-2.9054
2020-02-26,1.2585
2020-02-27,-0.7107
2020-02-28,1.5413999999999999
2020-03-02,2.059
2020-03-03,-0.3084
2020-03-04,2.6811
2020-03-05,-0.1632
2020-03-06,-5.6268
2020-03-09,-14.8291
2020-03-10,4.693
2020-03-11,-7.471
2020-03-12,-9.9314
2020-03-13,3.2452
2020-03-16,-14.0662
2020-03-17,15.7118
2020-03-18,-7.6754999999999995
2020-03-19,15.5585
2020-03-20,-1.375
2020-03-23,4.2075
2020-03-24,8.6486
2020-03-25,-1.5612
2020-03-26,-0.8861
2020-03-27,-0.7513
2020-03-30,3.27
2020-03-31,0.0806
2020-04-01,-7.6168
2020-04-02,-0.8403
2020-04-03,-3.6856
2020-04-06,9.9444
2020-04-07,-0.4757
2020-04-08,2.6551
2020-04-09,3.7096999999999998
2020-04-13,1.1116
2020-04-14,5.0035
2020-04-15,0.6107
2020-04-16,2.715
2020-04-17,0.1364
2020-04-20,3.9497
2020-04-21,-5.0162
2020-04-22,4.0003
2020-04-23,-0.1516
2020-04-24,1.1702
2020-04-27,0.272
2020-04-28,-3.5074
2020-04-29,2.7916
2020-04-30,1.9237
2020-05-01,-3.8303000000000003
2020-05-04,2.5846999999999998
2020-05-05,4.9203
2020-05-06,1.6625
2020-05-07,2.8252
2020-05-08,0.6042
2020-05-11,6.2043
2020-05-12,2.9663
2020-05-13,0.5751
2020-05-14,0.1082
2020-05-15,1.0086
2020-05-18,-1.075
2020-05-19,3.1158
2020-05-20,3.1965
2020-05-21,1.1132
2020-05-22,5.4375
2020-05-26,-1.7342
2020-05-27,-2.1112
2020-05-28,1.7509000000000001
2020-05-29,7.6577
2020-06-01,2.7013
2020-06-02,-1.4515
2020-06-03,-0.4086
2020-06-04,-5.9497
2020-06-05,-10.0254
2020-06-08,2.9801
2020-06-09,-1.0693
2020-06-10,3.2127
2020-06-11,-5.4472
2020-06-12,-1.6104
2020-06-15,4.1669
2020-06-16,0.9963
2020-06-17,2.1742
2020-06-18,0.4227
2020-06-19,-1.4924
2020-06-22,5.1568
2020-06-23,0.1062
2020-06-24,0.4843
2020-06-25,2.8415
2020-06-26,0.2143
2020-06-29,-1.8216999999999999
2020-06-30,2.6858
2020-07-01,1.078
2020-07-02,-1.5735999999999999
2020-07-06,-1.4033
2020-07-07,1.5629
2020-07-08,3.7962
2020-07-09,1.0895
2020-07-10,-3.4911
2020-07-13,-9.1749
2020-07-14,1.2344
2020-07-15,-1.4241
2020-07-16,-0.9809
2020-07-17,1.9714
2020-07-20,6.2353
2020-07-21,-1.6261
2020-07-22,-0.7326
2020-07-23,-4.7280999999999995
2020-07-24,-0.9199
2020-07-27,1.1532
2020-07-28,-2.657
2020-07-29,7.3449
2020-07-30,5.6773
2020-07-31,0.2187
