ticker,ANDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-12,25.0
2010-05-14,-20.0
2010-05-17,-50.0
2010-05-18,-83.3333
2010-05-20,-55.0
2010-05-21,-30.5556
2010-05-25,44.0
2010-06-01,-44.4444
2010-06-02,240.0
2010-06-03,11.7647
2010-06-04,-21.0526
2010-06-07,33.3333
2010-06-08,-30.0
2010-06-09,-28.5714
2010-06-10,-17.5
2010-06-11,-6.0606
2010-06-14,11.2903
2010-06-15,23.1884
2010-06-16,-34.1176
2010-06-17,42.8571
2010-06-18,-16.25
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,16.4179
2010-06-24,-14.1026
2010-06-30,-13.4328
2010-07-06,10.3448
2010-07-08,0.0
2010-07-12,37.5
2010-07-13,-45.4545
2010-07-14,6.25
2010-07-15,150.9804
2010-07-16,31.25
2010-07-19,-22.0238
2010-07-20,-26.7176
2010-07-21,-11.4583
2010-07-22,5.8824
2010-07-23,51.1111
2010-07-26,141.1765
2010-07-27,12.1951
2010-07-28,-16.8478
2010-07-29,1.3072
2010-07-30,21.2903
2010-08-02,-6.383
2010-08-03,-18.1818
2010-08-04,-22.2222
2010-08-05,-50.0
2010-08-06,5.3571
2010-08-09,-6.7797
2010-08-10,89.0909
2010-08-11,38.4615
2010-08-12,-38.8889
2010-08-13,54.5455
2010-08-16,5.8824
2010-08-17,-5.5556
2010-08-18,-20.5882
2010-08-19,-3.7037
2010-08-20,15.3846
2010-08-23,-0.8333
2010-08-24,-5.8824
2010-08-25,-7.1429
2010-08-26,2.4038
2010-08-27,-32.3944
2010-08-30,11.1111
2010-08-31,20.0
2010-09-01,-33.3333
2010-09-02,54.6875
2010-09-03,-24.2424
2010-09-07,-4.0
2010-09-08,0.0
2010-09-09,5.5556
2010-09-10,-9.2105
2010-09-13,0.0
2010-09-14,26.087
2010-09-15,-20.6897
2010-09-16,14.4928
2010-09-17,-8.8608
2010-09-20,-3.4722
2010-09-21,-0.7194
2010-09-22,0.0
2010-09-23,-8.6957
2010-09-24,20.634900000000002
2010-09-27,0.0
2010-09-28,-15.7895
2010-09-29,0.0
2010-09-30,-17.1875
2010-10-01,-18.8679
2010-10-04,-16.2791
2010-10-05,30.5556
2010-10-06,2.1277
2010-10-07,-2.0833
2010-10-08,-3.1915
2010-10-11,-36.2637
2010-10-12,62.069
2010-10-13,-6.383
2010-10-14,-9.0909
2010-10-15,7.5
2010-10-18,-22.093
2010-10-19,19.403
2010-10-20,0.0
2010-10-21,0.0
