ticker,OMMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-08-19,0.0
2010-10-04,-25.0
2010-10-05,-20.0
2010-10-06,-4.1667
2010-10-07,-13.0435
2010-11-11,0.0
2010-11-26,25.0
2010-12-14,0.0
2010-12-17,0.0
2011-01-12,-20.0
2011-02-02,-25.0
2011-02-25,-26.6667
2011-03-01,-9.0909
2011-04-07,-10.0
2011-04-08,11.1111
2011-06-15,-40.0
2011-06-17,-16.6667
2011-06-22,2.5
2011-06-24,-2.439
2011-08-22,0.0
2011-09-01,0.0
2011-09-08,-40.0
2011-11-23,0.0
2011-12-07,-33.3333
2011-12-30,-25.0
2012-01-31,-58.3333
2012-02-08,700.0
2012-02-13,-77.5
2012-02-24,5.5556
2012-04-04,-15.7895
2012-04-10,50.0
2012-04-12,0.0
2012-05-15,0.0
2012-10-01,233.3333
2012-10-26,-70.0
2012-12-18,0.0
2013-01-31,41.6667
2013-02-05,0.0
2013-03-06,0.0
2013-03-27,2.9412000000000003
2013-11-13,5.7143
2013-12-03,-5.4054
2013-12-06,0.0
2014-01-28,0.0
2014-02-03,0.0
2014-03-05,-8.5714
2014-03-07,6.25
2014-04-11,0.0
2014-05-08,270.5882
2014-05-09,-36.5079
2014-05-14,0.0
2014-06-20,0.0
2014-07-08,0.0
2014-08-11,0.0
2014-09-11,40.0
2014-09-18,100.0
2014-09-22,-7.1429
2014-10-16,-53.8462
2014-10-17,-16.6667
2014-10-22,0.0
2014-12-05,0.0
2014-12-11,0.0
2014-12-15,0.0
2014-12-22,40.0
2014-12-31,-28.5714
2015-01-26,-20.0
2015-01-30,-3.125
2015-02-20,0.0
2015-04-01,0.0
2015-04-30,0.0
2015-05-19,0.0
2015-06-04,-17.7419
2015-07-06,0.0
2015-09-22,0.0
2015-12-10,-1.9607999999999999
2016-01-25,-4.0
2016-02-02,-16.6667
2016-02-19,0.0
2016-02-22,20.0
2016-03-04,-12.5
2016-03-10,14.2857
2016-03-11,116.6667
2016-03-14,23.0769
2016-03-15,-12.5
2016-04-12,-7.1429
2016-04-20,0.0
2016-04-21,-7.6923
2016-05-06,-16.6667
2016-05-09,2.5
2016-05-10,17.0732
2016-09-29,0.0
2016-10-19,0.0
2016-12-20,-46.875
2017-02-24,0.0
2017-04-24,1.9607999999999999
2017-06-26,-1.5385
2017-06-27,0.0
2017-07-14,0.0
2017-08-15,3.125
2017-09-21,-3.0303
2017-09-25,0.0
2017-09-28,0.0
2017-11-06,6.25
2017-11-08,-5.8824
2017-12-07,12.5
2017-12-18,-8.3333
2017-12-29,21.2121
2018-02-01,-17.5
2018-03-13,-18.1818
2018-04-17,48.1481
2018-05-29,125.0
2018-06-28,-44.0
2018-07-02,-0.7937
2018-07-19,0.0
2018-10-12,1.8
2019-04-05,-1.7682
2019-04-26,-20.0
2019-07-24,250.0
2019-07-25,-28.5714
2019-07-26,-47.0
2019-07-29,84.9057
2019-08-16,-29.5918
2019-09-05,-24.6377
2019-09-26,92.3077
2019-09-27,-20.0
2019-09-30,0.0
2019-10-08,-37.5
2019-10-16,-18.0
2019-10-21,34.1463
2019-10-22,36.3636
2019-10-23,-26.6667
2019-10-28,-27.2727
2019-11-04,87.5
2019-11-21,-44.0
2019-12-27,42.8571
2020-01-10,-7.0833
2020-02-04,25.5605
2020-03-06,-1.4285999999999999
2020-04-03,1.4493
2020-04-24,-28.5714
2020-05-04,0.0
2020-05-11,-40.0
2020-05-20,70.0
2020-05-28,-1.9607999999999999
2020-06-03,0.0
2020-06-15,30.0
2020-06-17,18.4615
2020-06-19,0.0
2020-06-23,0.0
2020-06-25,29.8701
2020-06-26,-10.5
2020-06-30,-13.9665
2020-07-02,0.0
2020-07-06,29.8701
2020-07-07,49.0
2020-07-10,-6.0403
2020-07-13,-14.2857
2020-07-15,-8.3333
2020-07-17,27.2727
2020-07-21,0.0
2020-07-24,-34.0
2020-07-27,29.8701
