ticker,ROSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-14,4.3478
2012-09-17,0.0
2012-09-18,0.0
2012-09-19,0.0
2012-09-20,0.0
2012-09-21,0.0
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,2.7778
2012-10-01,1.0811
2012-10-02,0.2674
2012-10-03,0.8
2012-10-04,0.5291
2012-10-05,1.3158
2012-10-08,1.2987
2012-10-09,0.0
2012-10-10,1.2821
2012-10-11,0.0
2012-10-12,1.2658
2012-10-15,1.25
2012-10-16,0.0
2012-10-17,-1.7284000000000002
2012-10-18,0.0
2012-10-19,6.7839
2012-10-22,3.5294
2012-10-23,1.1364
2012-10-24,0.8989
2012-10-25,1.1136
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,1.1013
2012-11-02,0.2179
2012-11-05,-0.2174
2012-11-06,0.0
2012-11-07,1.3072
2012-11-08,2.1505
2012-11-09,1.0526
2012-11-12,-4.1667
2012-11-13,3.2609
2012-11-14,-0.2105
2012-11-15,1.2658
2012-11-16,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-23,0.0
2012-11-26,3.9583
2012-11-27,2.2044
2012-11-28,0.9804
2012-11-29,0.9709
2012-11-30,0.9615
2012-12-03,0.9524
2012-12-04,0.9434
2012-12-05,0.9346
2012-12-06,1.8519
2012-12-07,0.9091
2012-12-10,0.9009
2012-12-11,-1.7856999999999998
2012-12-12,3.6364
2012-12-13,0.8772
2012-12-14,0.8696
2012-12-17,1.7241
2012-12-18,0.8475
2012-12-19,0.5042
2012-12-20,1.1706
2012-12-21,1.6529
2012-12-24,1.626
2012-12-26,0.8
2012-12-27,1.5873
2012-12-28,0.625
2012-12-31,0.9317
2013-01-02,1.5385
2013-01-03,1.5152
2013-01-04,0.7463
2013-01-07,0.7407
2013-01-08,1.4706000000000001
2013-01-09,1.4493
2013-01-10,0.1429
2013-01-11,1.2839
2013-01-14,0.7042
2013-01-15,0.6993
2013-01-16,0.6944
2013-01-17,0.6897
2013-01-18,-1.3699
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,-0.6944
2013-01-28,0.5594
2013-01-29,0.1391
2013-01-30,0.1389
2013-01-31,1.9417
2013-02-01,0.0
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,0.0
2013-02-07,-1.3605
2013-02-08,-4.8276
2013-02-11,4.3478
2013-02-12,0.0
2013-02-13,-12.5
2013-02-14,6.3492
2013-02-15,0.7463
