ticker,SINC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-31,32.3077
2014-02-06,0.0
2014-02-07,-18.6047
2014-02-26,2.8571
2014-02-27,-2.7778
2014-02-28,0.0
2014-03-05,14.2857
2014-03-13,12.5
2014-03-24,11.1111
2014-03-25,-20.0
2014-03-26,1.25
2014-03-28,-1.2346
2014-03-31,0.0
2014-04-02,0.0
2014-04-07,-17.5
2014-04-08,28.7879
2014-04-09,-17.647100000000002
2014-04-11,-4.2857
2014-04-14,-17.9104
2014-04-16,27.2727
2014-04-17,-29.7143
2014-04-23,-7.3171
2014-04-25,-12.2807
2014-04-29,-2.5
2014-05-01,-5.1282
2014-05-02,48.6486
2014-05-15,9.0909
2014-05-22,-41.6667
2014-05-28,-25.7143
2014-05-29,-3.8462
2014-05-30,60.0
2014-06-19,-40.0
2014-06-20,0.0
2014-06-27,58.3333
2014-07-01,0.0
2014-07-14,5.2632
2014-07-15,-50.0
2014-07-17,50.0
2014-07-25,16.6667
2014-08-05,-8.5714
2014-08-06,-37.5
2014-08-07,0.0
2014-08-12,1.0
2014-08-13,-0.9901
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,-25.0
2014-08-19,33.3333
2014-08-22,-25.0
2014-08-25,0.0
2014-09-03,-26.6667
2014-09-05,-18.1818
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-17,-22.2222
2014-09-19,28.5714
2014-09-22,0.0
2014-09-29,0.0
2014-10-17,0.0
2014-10-21,0.0
2014-11-03,-40.0
2014-11-04,66.6667
2014-11-05,55.5556
2014-11-07,0.0
2014-11-10,-7.1429
2014-11-13,0.0
2014-11-18,-30.7692
2014-11-20,-17.7778
2014-11-21,-18.9189
2014-11-24,6.6667
2014-11-25,0.0
2014-12-01,9.375
2014-12-02,14.2857
2014-12-03,12.5
2014-12-04,4.4444
2014-12-05,36.1702
2014-12-08,-53.125
2014-12-09,-25.0
2014-12-10,11.1111
2014-12-11,40.0
2014-12-12,2.8571
2014-12-15,2.7778
2014-12-16,0.0
2014-12-17,-5.4054
2014-12-18,0.0
2014-12-19,-5.7143
2014-12-22,0.0
2014-12-23,3.0303
2014-12-24,-5.8824
2014-12-26,-0.0391
2014-12-29,-1.4654
2014-12-30,-4.8186
2015-01-02,-16.6667
2015-01-05,0.0
2015-01-07,4.0
2015-01-08,-3.8462
2015-01-09,8.0
2015-01-15,0.0
2015-01-16,-7.4074
2015-01-20,-8.0
