ticker,SINC US Equity
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,8.6957
2015-01-27,-4.0
2015-01-28,-4.1667
2015-01-29,4.3478
2015-01-30,-16.6667
2015-02-02,45.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,6.8966
2015-02-06,0.0
2015-02-09,0.0
2015-02-10,-3.2258
2015-02-11,-3.3333
2015-02-12,6.8966
2015-02-17,-3.2258
2015-02-19,43.3333
2015-02-20,0.0
2015-02-23,0.0
2015-02-26,-2.3256
2015-02-27,0.0
2015-03-02,-5.0
2015-03-03,5.2632
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,-16.6667
2015-03-09,-3.8393
2015-03-11,-10.8635
2015-03-12,0.0
2015-03-13,-1.6667
2015-03-16,0.339
2015-03-18,-5.3632
2015-03-19,-3.6145
2015-03-20,22.1759
2015-03-25,-22.6601
2015-04-01,4.6546
2015-04-02,23.5955
2015-04-06,0.0
2015-04-07,-21.2121
2015-04-08,0.0
2015-04-09,3.8462
2015-04-10,-3.7037
2015-04-24,53.8462
2015-04-27,0.0
2015-04-29,-15.75
2015-04-30,-2.0772
2015-05-01,0.0
2015-05-05,-21.2121
2015-05-06,3.8462
2015-05-07,-3.8889
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,-0.0482
2015-05-13,54.2169
2015-05-14,-2.5
2015-05-15,-2.5641
2015-05-18,-3.1579
2015-05-19,-4.8913
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-26,-8.5714
2015-05-27,-6.25
2015-05-28,0.0
2015-05-29,13.3333
2015-06-01,-26.4706
2015-06-02,4.0
2015-06-03,3.8462
2015-06-05,22.2222
2015-06-08,-5.1894
2015-06-09,2.2773
2015-06-10,-3.125
2015-06-11,-12.9234
2015-06-12,0.0232
2015-06-15,11.1111
2015-06-19,-16.6667
2015-06-22,0.0
2015-06-23,-20.0
2015-06-26,5.0
2015-07-09,0.0
2015-07-21,42.8571
2015-07-22,3.3333
2015-07-23,-3.2258
2015-07-24,3.3333
2015-07-27,-3.2258
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,6.6667
2015-08-04,-21.875
2015-08-06,28.05
2015-08-14,0.0
2015-08-17,-9.4104
2015-08-18,-13.7931
2015-08-26,-40.0
2015-08-27,66.6667
2015-08-28,16.0
2015-09-01,-13.7931
2015-09-02,0.0
2015-09-08,12.0
2015-09-09,-7.1429
2015-09-10,15.3846
2015-09-15,-6.6667
2015-09-16,-7.1429
2015-09-17,-3.8462
2015-09-23,20.0
2015-09-24,-10.0
2015-09-25,18.5185
2015-09-29,0.0
2015-10-01,-6.25
2015-10-07,-16.6667
2015-10-08,0.0
2015-10-12,0.0
2015-10-15,24.0
2015-10-19,-12.9032
2015-10-20,-7.4074
2015-10-23,40.0
2015-10-28,14.2857
2015-10-30,-7.5
2015-11-02,8.1081
2015-11-03,-2.5
2015-11-04,-2.5641
2015-11-05,1.3158
2015-11-06,1.2987
2015-11-10,-10.2564
2015-11-11,-14.2857
2015-11-12,0.2917
2015-11-13,-3.6145
2015-11-16,0.0
2015-11-18,-3.4483
2015-11-19,-7.1429
2015-11-20,-3.4615
2015-11-23,39.4422
2015-11-25,11.4286
2015-11-30,-17.9487
2015-12-01,18.75
2015-12-03,-21.0526
2015-12-04,33.3333
2015-12-14,-10.0
2015-12-15,-8.3333
2015-12-16,0.0
2015-12-18,9.0909
2015-12-29,5.5556
2016-01-06,39.4737
2016-01-07,-5.6604
2016-01-08,-10.0
2016-01-14,-11.1111
2016-01-19,0.0
2016-01-20,-12.5
2016-01-21,-14.2857
2016-01-22,33.3333
2016-01-25,-12.5
2016-02-03,-14.2857
2016-02-05,30.0
2016-02-10,-35.8974
2016-02-22,20.0
2016-02-29,0.0
2016-03-07,-16.6667
2016-03-10,40.0
2016-03-17,-40.0
2016-03-22,42.8571
2016-03-23,16.6667
2016-03-28,0.0
2016-03-31,-14.2857
2016-04-01,-6.6667
2016-04-06,-10.357099999999999
2016-04-11,-0.3984
2016-04-12,-8.0
2016-04-13,-4.3478
2016-04-14,27.2727
2016-04-18,-21.4286
2016-04-20,31.8182
2016-04-29,0.0
2016-05-02,-3.4483
2016-05-05,-21.4286
2016-05-06,0.0
2016-05-10,-9.0909
2016-05-11,0.0
2016-05-12,0.0
2016-05-16,-5.0
2016-05-19,0.0
2016-05-20,-0.0658
2016-05-23,-21.0007
2016-05-24,13.3333
2016-05-25,-11.1765
2016-05-26,-0.6623
2016-05-27,13.3333
2016-06-02,-11.7647
2016-06-03,0.0
2016-06-06,-20.0
2016-06-07,25.0
2016-06-13,13.3333
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-20,0.0
2016-06-23,-11.7647
2016-06-24,0.0
2016-06-28,13.3333
2016-06-29,2.9412000000000003
2016-07-01,8.5714
2016-07-05,10.526299999999999
2016-07-07,-28.5714
2016-07-08,0.0833
2016-07-19,-0.0833
2016-08-15,-13.3333
2016-08-18,-23.0769
2016-08-19,-50.0
2016-08-22,40.0
2016-08-23,0.0
2016-08-25,-25.7143
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-06,0.2404
2016-09-07,53.4772
2016-09-12,-19.5313
2016-09-13,-0.8738
2016-09-14,9.6964
2016-09-15,-14.2857
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,-13.3333
2016-09-27,0.0
2016-09-29,-3.8462
2016-10-05,0.0
2016-10-06,-20.0
2016-10-10,0.0
2016-10-13,-25.0
2016-10-14,66.6667
2016-10-19,-50.0
2016-10-20,0.0
2016-10-21,5.0
2016-10-26,4.7619
2016-11-03,0.0
2016-11-07,-9.0909
2016-11-09,0.0
2016-11-11,-20.0
2016-11-15,0.0
2016-11-16,-59.0625
2016-12-09,22.1374
2016-12-30,10.0
2017-01-26,354.5455
2017-02-02,-78.0
2017-02-03,354.5455
2017-02-07,0.0
2017-02-21,-74.0
2017-03-22,15.3846
2017-04-03,0.0
2017-04-10,0.0
2017-04-21,0.0
2017-04-25,233.3333
2017-05-01,0.0
2017-05-03,-70.0
2017-05-04,0.0
2017-05-17,0.0
2017-05-31,100.0
2017-06-09,33.3333
2017-06-16,108.3334
2017-06-20,-10.0
2017-06-21,-78.8889
2017-06-23,1.0526
2017-06-26,51.0417
2017-06-28,-17.2414
2017-07-05,20.8333
2017-07-13,17.2414
2017-07-26,0.0
2017-08-01,0.0
2017-08-16,-11.7647
2017-08-21,-3.3333
2017-09-07,-3.4483
2017-09-19,7.1429
2017-09-22,10.0
2017-09-25,0.0
2017-10-02,-9.0909
2017-10-03,-6.6667
2017-11-01,7.1429
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,50.0
2017-11-07,26.6667
2017-11-08,5.2632
2017-11-10,-13.0
2017-11-13,0.0
2017-11-14,-23.3716
2017-11-27,49.5
2017-12-11,-33.1104
2017-12-21,-25.0
2017-12-22,0.0
2017-12-27,26.6667
2018-01-25,0.0
2018-01-26,0.0
2018-02-01,15.2632
2018-02-02,-8.6758
2018-02-05,0.0
2018-02-06,15.0
2018-02-07,8.6957
2018-02-09,0.0
2018-02-12,-10.0
2018-02-13,17.7778
2018-02-14,4.717
2018-02-15,16.7568
2018-02-16,-1.2346
2018-02-20,-0.3125
2018-02-21,-4.232
2018-02-22,1.4729999999999999
2018-02-23,-1.4516
2018-02-26,3.1097
2018-02-28,15.873
2018-03-01,-3.8356
2018-03-02,0.0
2018-03-06,-0.2849
2018-03-07,-4.2857
2018-03-08,0.0
2018-03-09,-1.4925
2018-03-14,-9.0909
2018-03-15,-33.3333
2018-03-16,50.0
2018-03-19,-5.0
2018-03-21,-3.5088
2018-03-23,-7.2727
2018-04-03,-7.8431
2018-04-04,-23.4043
2018-04-05,11.1111
2018-05-07,7.5
2018-07-19,6.9767
2018-07-31,-30.4348
2018-08-01,0.0
2018-10-22,-18.75
2018-11-09,0.0
2018-11-12,284.6154
2019-04-18,-98.99
2019-05-03,0.0
2019-05-14,0.0
2019-05-17,-0.9901
2019-05-30,0.0
2019-06-24,0.0
2019-07-10,0.0
2019-07-25,0.0002
2019-08-28,-0.0002
2019-10-03,-98.0
2019-10-04,0.5
2019-11-12,-0.4975
2019-11-27,400.0
2019-12-11,-79.998
2019-12-13,-0.01
2019-12-20,0.0
2020-02-28,5.0
2020-03-02,-4.7619
2020-04-27,0.0
2020-04-28,0.0
2020-07-10,40.0
2020-07-27,-21.4286
