ticker,WRIV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-04,0.0
2019-03-08,0.3311
2019-04-02,-4.6205
2019-04-03,3.8062
2019-04-04,0.0
2019-04-09,-1.3333
2019-04-12,1.3514
2019-04-15,0.0
2019-04-16,1.3333
2019-04-18,-1.3158
2019-04-22,-1.3333
2019-04-23,0.0
2019-05-01,0.6757
2019-05-06,0.6711
2019-05-13,-2.6667
2019-05-14,-1.3699
2019-05-15,0.0
2019-05-17,0.0
2019-05-23,0.0
2019-05-28,-1.3889
2019-05-30,1.4085
2019-05-31,-1.3889
2019-06-03,0.7042
2019-06-10,-6.2937
2019-06-12,0.0
2019-06-17,-1.4925
2019-06-18,-2.6515
2019-06-20,0.0
2019-06-24,4.2802
2019-07-03,-2.9851
2019-07-11,2.2923
2019-07-12,-0.737
2019-07-16,0.0
2019-07-17,0.0
2019-07-19,0.6818
2019-07-22,-1.8058999999999998
2019-07-23,0.0
2019-07-24,0.7663
2019-07-31,0.3802
2019-08-01,0.0
2019-08-05,0.3788
2019-08-07,-0.3774
2019-08-08,-0.4091
2019-08-14,-0.0152
2019-08-15,0.426
2019-08-19,-0.0758
2019-08-23,-1.4405000000000001
2019-08-29,-1.1385
2019-09-03,1.1516
2019-09-05,1.4308
2019-09-06,-1.4106
2019-09-09,0.0
2019-09-10,0.0
2019-09-17,0.7692
2019-09-18,0.7634
2019-09-24,0.2273
2019-09-25,0.2116
2019-09-27,-0.0603
2019-10-01,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0755
2019-10-16,0.1056
2019-10-21,0.1959
2019-10-25,-0.2105
2019-10-29,-0.0151
2019-10-31,-0.3014
2019-11-04,0.2268
2019-11-06,0.0
2019-11-07,-0.0754
2019-11-21,0.3774
2019-11-22,0.0
2019-11-27,0.1654
2019-12-05,0.4354
2019-12-06,0.1495
2019-12-09,-0.1493
2019-12-10,-0.299
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.2249
2019-12-19,0.0748
2019-12-20,0.0
2020-01-07,0.2242
2020-01-08,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-22,0.6711
2020-01-24,1.9111
2020-02-03,-0.058
2020-02-04,-0.0001
2020-02-07,0.0
2020-02-10,0.0
2020-02-18,0.0
2020-02-19,1.0909
2020-02-24,-1.0791
2020-02-26,-0.9455
2020-02-27,0.0
2020-02-28,-0.514
2020-03-02,0.369
2020-03-03,-0.3676
2020-03-05,-0.1919
2020-03-09,-2.6028000000000002
2020-03-12,-4.7221
2020-03-18,-7.3785
2020-03-19,-5.3682
2020-03-26,-11.4545
2020-04-16,2.6694
2020-04-24,-6.0
2020-04-28,0.0
2020-04-29,0.0
2020-05-05,0.0
2020-05-13,0.0
2020-05-14,-1.0638
2020-05-18,0.0
2020-05-22,0.2151
2020-05-27,0.6438
2020-06-01,-0.7887
2020-06-04,2.6217
2020-06-05,1.0471
2020-06-08,0.0
2020-06-10,1.5544
2020-06-11,-1.0204
2020-06-19,1.0309
2020-06-23,-2.0408
2020-06-26,-1.0
2020-07-01,5.2189
2020-07-09,-4.5
2020-07-17,0.5236
