ticker,HUYA US Equity
2018-09-27,-0.1693
2018-09-28,-0.0424
2018-10-01,-4.5802
2018-10-02,-6.0889
2018-10-03,2.7449
2018-10-04,-3.2704
2018-10-05,3.6189999999999998
2018-10-08,-0.6434
2018-10-09,-0.4163
2018-10-10,-2.183
2018-10-11,5.3181
2018-10-12,2.8404
2018-10-15,-3.2442
2018-10-16,4.3045
2018-10-17,-3.649
2018-10-18,-0.9468
2018-10-19,0.5007
2018-10-22,1.9928
2018-10-23,-5.1954
2018-10-24,-8.6183
2018-10-25,0.41
2018-10-26,-3.3691
2018-10-29,-8.2409
2018-10-30,2.418
2018-10-31,-2.6419
2018-11-01,12.9908
2018-11-02,0.9709
2018-11-05,-1.0628
2018-11-06,-1.3811
2018-11-07,-1.2448
2018-11-08,-0.2101
2018-11-09,-0.1053
2018-11-12,-2.529
2018-11-13,0.9189
2018-11-14,-5.4633
2018-11-15,2.8895
2018-11-16,-2.5881
2018-11-19,-0.3392
2018-11-20,-3.3466
2018-11-21,3.8146
2018-11-23,0.1696
2018-11-26,-4.6274999999999995
2018-11-27,-3.7278000000000002
2018-11-28,4.7326
2018-11-29,0.1761
2018-11-30,1.1716
2018-12-03,-1.5055
2018-12-04,-7.0547
2018-12-06,-3.6686
2018-12-07,-3.7426
2018-12-10,4.2292
2018-12-11,5.6937
2018-12-12,3.7152
2018-12-13,8.1194
2018-12-14,1.0491
2018-12-17,-10.3825
2018-12-18,-2.1341
2018-12-19,-1.5575999999999999
2018-12-20,2.2785
2018-12-21,-3.5891
2018-12-24,-0.1926
2018-12-26,4.3087
2018-12-27,-1.7879
2018-12-28,-2.8876
2018-12-31,0.0646
2019-01-02,1.8734
2019-01-03,-0.6341
2019-01-04,9.1895
2019-01-07,8.1239
2019-01-08,-1.9459
2019-01-09,7.2216
2019-01-10,2.6221
2019-01-11,1.2024
2019-01-14,-7.8713
2019-01-15,2.4718
2019-01-16,-0.1049
2019-01-17,3.4646
2019-01-18,3.0441
2019-01-22,-2.1172
2019-01-23,0.3521
2019-01-24,0.6516
2019-01-25,11.4044
2019-01-28,-6.3478
2019-01-29,-4.105
2019-01-30,-0.9955
2019-01-31,5.4801
2019-02-01,-6.244
2019-02-04,0.3559
2019-02-05,1.3171
2019-02-06,-2.85
2019-02-07,-3.0365
2019-02-08,1.9108
2019-02-11,0.8333
2019-02-12,3.3058
2019-02-13,-3.1
2019-02-14,2.1672
2019-02-15,-1.8182
2019-02-19,3.1379
2019-02-20,9.7257
2019-02-21,-3.3636
2019-02-22,11.7121
2019-02-25,4.7158
2019-02-26,2.4125
2019-02-27,1.2564
2019-02-28,0.1939
2019-03-01,-2.4381
2019-03-04,-2.5783
2019-03-05,21.987
2019-03-06,-8.8117
2019-03-07,-7.6867
2019-03-08,-4.2823
2019-03-11,5.4681
2019-03-12,2.5137
2019-03-13,-3.8314
2019-03-14,-2.51
2019-03-15,9.1541
2019-03-18,4.1932
2019-03-19,0.6827
2019-03-20,-1.035
2019-03-21,0.9376
2019-03-22,-10.5752
2019-03-25,3.356
2019-03-26,-0.2319
2019-03-27,1.1623
2019-03-28,3.2555
2019-03-29,4.3398
2019-04-01,4.1593
2019-04-02,-5.4608
2019-04-03,-2.3827
2019-04-04,-4.8077
2019-04-05,0.9713
2019-04-08,-2.9242
2019-04-09,-3.5672
2019-04-10,-4.6034
2019-04-11,-1.8957000000000002
2019-04-12,1.054
2019-04-15,-3.3029
2019-04-16,1.1685
2019-04-17,-2.1768
2019-04-18,4.178
2019-04-22,-2.4412
2019-04-23,1.2511
2019-04-24,1.2798
2019-04-25,0.0436
2019-04-26,-0.3049
2019-04-29,0.7427
2019-04-30,3.5993
2019-05-01,-4.1021
2019-05-02,-0.0873
2019-05-03,4.1503
2019-05-06,-4.0268
2019-05-07,-4.5017
2019-05-08,1.2814999999999999
2019-05-09,2.0334
2019-05-10,-2.6129
2019-05-13,-8.8222
2019-05-14,2.0948
2019-05-15,5.0806000000000004
2019-05-16,-2.5105
2019-05-17,3.2427
2019-05-20,-9.4688
2019-05-21,5.5102
2019-05-22,-1.0155
2019-05-23,-0.977
2019-05-24,2.8614
2019-05-28,0.6715
2019-05-29,0.5241
2019-05-30,3.5545
2019-05-31,-2.1968
2019-06-03,-4.0243
2019-06-04,7.5573
2019-06-05,-4.3064
2019-06-06,0.0947
2019-06-07,4.212
2019-06-10,4.2234
2019-06-11,1.0022
2019-06-12,-1.3805
2019-06-13,1.9247999999999998
2019-06-14,0.0
2019-06-17,2.4464
2019-06-18,9.5517
2019-06-19,-1.9503
2019-06-20,-2.3401
2019-06-21,0.0
2019-06-24,1.6374
2019-06-25,-8.055
2019-06-26,3.2479
2019-06-27,3.1871
2019-06-28,-0.8825
2019-07-01,3.7232
2019-07-02,1.2876
2019-07-03,-0.1541
2019-07-05,0.2701
2019-07-08,-4.2324
2019-07-09,2.049
2019-07-10,-3.189
2019-07-11,-2.684
2019-07-12,0.7104
2019-07-15,0.7469
2019-07-16,-0.8649
2019-07-17,-4.9855
2019-07-18,-2.7547
2019-07-19,-2.6079
2019-07-22,-1.0619
2019-07-23,4.9463
2019-07-24,-0.1334
2019-07-25,-1.4248
2019-07-26,-0.6323
2019-07-29,3.0455
2019-07-30,-0.4852
2019-07-31,0.4876
2019-08-01,-7.3225
2019-08-02,0.238
2019-08-05,-3.3713
2019-08-06,-1.1794
2019-08-07,0.1989
2019-08-08,2.2333
2019-08-09,-1.0194
2019-08-12,0.049
2019-08-13,4.5588
2019-08-14,0.2813
2019-08-15,8.3684
2019-08-16,4.7886
2019-08-19,-1.1527
2019-08-20,-2.9571
2019-08-21,1.9313
2019-08-22,-4.6316
2019-08-23,-2.5606999999999998
2019-08-26,3.3529999999999998
2019-08-27,-3.5949
2019-08-28,7.4125
2019-08-29,3.768
2019-08-30,2.8152
2019-09-03,-4.3651
2019-09-04,2.1162
2019-09-05,1.5847
2019-09-06,-3.0
2019-09-09,-1.1959
2019-09-10,-3.2137000000000002
2019-09-11,1.3368
2019-09-12,2.8936
2019-09-13,-0.1654
2019-09-16,-1.2013
2019-09-17,5.3249
2019-09-18,3.3041
2019-09-19,7.6301
2019-09-20,-0.179
2019-09-23,-3.0129
2019-09-24,-2.182
2019-09-25,0.6049
2019-09-26,-0.8643
2019-09-27,-9.439
2019-09-30,-1.0465
2019-10-01,-0.846
2019-10-02,-1.7065000000000001
2019-10-03,2.0833
2019-10-04,-3.3588
2019-10-07,-0.22
2019-10-08,-4.6737
2019-10-09,0.0
2019-10-10,0.0463
2019-10-11,3.2824999999999998
2019-10-14,0.3133
2019-10-15,5.8902
2019-10-16,1.3485
2019-10-17,-5.0312
2019-10-18,-5.8669
2019-10-21,2.3721
2019-10-22,-5.7701
2019-10-23,3.8573
2019-10-24,1.3463
2019-10-25,0.5039
2019-10-28,0.3646
2019-10-29,-0.8174
2019-10-30,1.8773
2019-10-31,-0.0449
2019-11-01,4.5863
2019-11-04,6.8358
2019-11-05,-1.9718
2019-11-06,-4.5567
2019-11-07,4.2581
2019-11-08,4.1667
2019-11-11,0.396
2019-11-12,-4.2998
2019-11-13,-0.3298
2019-11-14,-7.3615
2019-11-15,0.1786
2019-11-18,2.4064
2019-11-19,-2.1323
2019-11-20,-2.5345
2019-11-21,-2.6004
2019-11-22,1.9672
2019-11-25,0.0
2019-11-26,-0.8728
2019-11-27,0.139
2019-11-29,-2.36
2019-12-02,-2.3697
2019-12-03,-6.5534
2019-12-04,-3.013
2019-12-05,0.2142
2019-12-06,-0.1603
2019-12-09,-3.212
2019-12-10,-2.7655
2019-12-11,3.5836
2019-12-12,-1.0983
2019-12-13,-5.8856
2019-12-16,2.4779
2019-12-17,2.2453
2019-12-18,-1.7455
2019-12-19,-0.9169
2019-12-20,0.8676
2019-12-23,0.8028
2019-12-24,0.6257
2019-12-26,1.2436
2019-12-27,0.6142
2019-12-30,0.7769
2019-12-31,-1.1564
2020-01-02,11.532
2020-01-03,-3.8961
2020-01-06,3.0665
2020-01-07,4.9924
2020-01-08,0.6244
2020-01-09,0.1432
2020-01-10,-2.8122
2020-01-13,3.1878
2020-01-14,-2.1388
2020-01-15,0.4371
2020-01-16,-0.8704
2020-01-17,-0.3415
2020-01-21,0.2447
2020-01-22,-10.2051
2020-01-23,3.317
2020-01-24,-4.4737
2020-01-27,-1.2121
2020-01-28,1.5615999999999999
2020-01-29,1.1532
2020-01-30,-1.5201
2020-01-31,-1.4333
2020-02-03,4.0268
2020-02-04,1.4516
2020-02-05,-1.1659
2020-02-06,2.1984
2020-02-07,0.1574
2020-02-10,6.3908
2020-02-11,0.3939
2020-02-12,2.9426
2020-02-13,-2.1439
2020-02-14,2.483
2020-02-18,-2.2328
2020-02-19,0.1458
2020-02-20,1.5526
2020-02-21,-4.2045
2020-02-24,-2.793
2020-02-25,-1.1288
2020-02-26,1.7125
2020-02-27,-5.2041
2020-02-28,6.62
2020-03-02,-2.1201
2020-03-03,-0.9283
2020-03-04,6.0906
2020-03-05,-1.3739
2020-03-06,-0.995
2020-03-09,-4.5729
2020-03-10,-0.7899
2020-03-11,-5.7856
2020-03-12,-12.9014
2020-03-13,-0.3881
2020-03-16,-6.2338000000000005
2020-03-17,2.8393
2020-03-18,-16.7677
2020-03-19,5.5016
2020-03-20,2.454
2020-03-23,0.9731
2020-03-24,5.1149000000000004
2020-03-25,5.6417
2020-03-26,11.482
2020-03-27,-1.2575
2020-03-30,2.4864
2020-03-31,0.2959
2020-04-01,-1.4748999999999999
2020-04-02,1.7365
2020-04-03,-6.0035
2020-04-06,1.0019
2020-04-07,-6.5096
2020-04-08,1.9231
2020-04-09,1.6265
2020-04-13,2.1127
2020-04-14,3.9497999999999998
2020-04-15,-0.2413
2020-04-16,-2.9625
2020-04-17,3.1153
2020-04-20,-2.2356
2020-04-21,-6.2423
2020-04-22,1.7798
2020-04-23,-0.3238
2020-04-24,5.3281
2020-04-27,0.6786
2020-04-28,-3.7377000000000002
2020-04-29,1.7823
2020-04-30,1.5009000000000001
2020-05-01,-6.9008
2020-05-04,-0.0662
2020-05-05,-2.649
2020-05-06,2.3129
2020-05-07,3.0585
2020-05-08,2.2580999999999998
2020-05-11,1.5773000000000001
2020-05-12,-1.6149
2020-05-13,1.1995
2020-05-14,1.9339
2020-05-15,4.8347999999999995
2020-05-18,2.16
2020-05-19,7.1429
2020-05-20,2.1333
2020-05-21,-10.7572
2020-05-22,-9.0696
2020-05-26,5.0193
2020-05-27,-0.1225
2020-05-28,-4.2331
2020-05-29,-0.5766
2020-06-01,3.4149
2020-06-02,3.2399
2020-06-03,1.5088
2020-06-04,0.654
2020-06-05,-1.4767000000000001
2020-06-08,-0.5396
2020-06-09,-4.0989
2020-06-10,0.8171
2020-06-11,7.5436
2020-06-12,-4.4638
2020-06-15,5.8252
2020-06-16,6.0206
2020-06-17,2.9205
2020-06-18,2.3121
2020-06-19,3.8521
2020-06-22,-3.5608
2020-06-23,-5.0256
2020-06-24,-2.9158
2020-06-25,3.1146
2020-06-26,0.4854
2020-06-29,1.0735
2020-06-30,-0.8497
2020-07-01,4.3921
2020-07-02,-0.0513
2020-07-06,15.4004
2020-07-07,-0.2669
2020-07-08,5.5308
2020-07-09,2.7473
2020-07-10,0.3702
2020-07-13,-2.7049
2020-07-14,0.9688
2020-07-15,-0.9595
2020-07-16,-0.8003
2020-07-17,3.0998
2020-07-20,2.2241
2020-07-21,0.6044
2020-07-22,-4.7257
2020-07-23,-4.2034
2020-07-24,-1.4041000000000001
2020-07-27,-0.445
2020-07-28,1.8328
2020-07-29,2.9851
2020-07-30,-0.1279
2020-07-31,3.7984999999999998
