ticker,HUYA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-11,33.8333
2018-05-14,14.4458
2018-05-15,3.3731999999999998
2018-05-16,18.4211
2018-05-17,-11.1111
2018-05-18,-4.8
2018-05-21,0.7353
2018-05-22,1.5641
2018-05-23,2.4641
2018-05-24,15.6814
2018-05-25,3.6379
2018-05-29,-2.758
2018-05-30,11.1732
2018-05-31,-1.6235
2018-06-01,14.224
2018-06-04,2.1672
2018-06-05,0.0673
2018-06-06,-1.5478
2018-06-07,2.0848
2018-06-08,16.8062
2018-06-11,4.2992
2018-06-12,-0.4672
2018-06-13,7.5097000000000005
2018-06-14,13.0971
2018-06-15,4.9046
2018-06-18,5.1299
2018-06-19,-12.0445
2018-06-20,2.9728
2018-06-21,-13.5485
2018-06-22,-5.7323
2018-06-25,-12.1618
2018-06-26,8.4471
2018-06-27,-8.9898
2018-06-28,5.148
2018-06-29,0.6426
2018-07-02,-2.4019
2018-07-03,-2.9595000000000002
2018-07-05,-3.9486
2018-07-06,-4.6123
2018-07-09,18.0448
2018-07-10,-4.7492
2018-07-11,13.6491
2018-07-12,2.4678
2018-07-13,-1.1774
2018-07-16,2.6807
2018-07-17,2.0833
2018-07-18,0.0517
2018-07-19,-8.3656
2018-07-20,0.6199
2018-07-23,-3.1364
2018-07-24,-3.4403
2018-07-25,5.3293
2018-07-26,-1.9613
2018-07-27,2.2904999999999998
2018-07-30,-8.2766
2018-07-31,-0.4944
2018-08-01,7.1429
2018-08-02,-3.0725
2018-08-03,-5.5921
2018-08-06,-1.7105000000000001
2018-08-07,3.2871
2018-08-08,-3.2137000000000002
2018-08-09,-0.3546
2018-08-10,4.1411
2018-08-13,2.1435
2018-08-14,-16.0584
2018-08-15,-6.413
2018-08-16,2.0906
2018-08-17,-2.8821
2018-08-20,3.4362
2018-08-21,-0.6795
2018-08-22,2.6226000000000003
2018-08-23,-2.8889
2018-08-24,-0.1907
2018-08-27,10.6611
2018-08-28,0.5525
2018-08-29,-1.2019
2018-08-30,-2.6069
2018-08-31,0.0357
2018-09-04,-3.6746
2018-09-05,-1.9259
2018-09-06,-0.7553
2018-09-07,-0.1142
2018-09-10,-1.7143000000000002
2018-09-11,-1.5116
2018-09-12,6.2967
2018-09-13,1.9992999999999999
2018-09-14,-4.2468
2018-09-17,-4.3972999999999995
2018-09-18,0.0397
2018-09-19,1.625
2018-09-20,-0.273
2018-09-21,-2.2292
2018-09-24,-6.6
2018-09-25,4.4111
2018-09-26,-3.0763
