ticker,RDCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-09,16.6667
2012-04-25,-25.7143
2012-04-30,-3.8462
2012-05-02,-20.0
2012-05-22,-10.0
2012-08-27,11.1111
2012-09-10,0.0
2012-09-18,-25.0
2012-12-07,0.0
2013-03-22,33.3333
2013-04-29,0.0
2013-05-28,-15.0
2013-05-29,-11.7647
2013-06-11,0.0
2013-07-16,66.6667
2013-09-16,-20.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-24,-25.0
2013-09-30,66.6667
2013-10-01,0.0
2013-10-02,0.0
2013-10-04,-66.0
2013-10-07,0.0
2013-10-08,-41.1765
2013-10-09,-20.0
2013-10-11,-12.5
2013-10-18,-40.0
2013-10-21,-4.1667
2013-10-24,4.3478
2013-10-28,0.0
2013-10-29,0.0
2013-11-01,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-14,0.0
2013-12-23,-4.1667
2014-01-08,446.5839
2014-01-09,-22.7273
2014-01-10,-28.2353
2014-01-14,63.9344
2014-01-15,-20.0
2014-01-16,-35.0
2014-01-21,0.0
2014-01-22,-3.8462
2014-01-23,0.0
2014-01-24,-40.0
2014-01-27,0.0
2014-01-28,0.0
2014-01-29,0.0
2014-02-03,-22.9167
2014-02-05,197.8378
2014-02-07,0.0
2014-02-10,-69.0563
2014-02-19,2.346
2014-03-04,14.613199999999999
2014-03-26,0.0
2014-03-27,0.0
2014-04-04,-38.75
2014-04-07,30.6122
2014-04-24,-79.375
2014-04-30,603.0303
2014-05-08,-31.0345
2014-05-12,0.0
2014-05-14,50.0
2014-05-16,0.0
2014-05-21,-33.3333
2014-05-27,50.0
2014-05-30,0.0
2014-06-06,-33.3333
2014-07-14,0.0
2014-07-21,125.0
2014-07-28,-55.5556
2014-07-29,50.0
2014-07-30,16.6667
2014-08-19,-42.8571
2014-09-19,0.0
2014-09-26,0.0
2014-09-30,50.0
2014-10-01,100.0
2014-10-06,-33.3333
2014-10-27,0.0
2014-11-06,0.0
2014-11-18,0.0
2014-12-16,0.0
2014-12-31,0.0
2015-01-12,0.0
2015-02-04,0.0
2015-02-11,-12.5
2015-04-06,0.0
2015-04-14,0.0
2015-05-08,-14.2857
2015-05-13,0.0
2015-05-14,0.0
2015-11-06,-8.3333
2015-12-21,-9.0909
2015-12-29,0.0
2015-12-30,0.0
2016-01-28,0.0
2016-02-12,0.0
2016-03-14,0.0
2016-11-03,-23.0
2016-11-09,-16.8831
2016-11-15,8.5938
2017-05-11,-7.9137
2017-05-19,0.0
2017-05-23,19.1406
2017-10-25,-16.0656
2018-03-13,0.0
2018-04-11,25.0
2018-05-10,0.0
2018-07-16,87.5
2018-07-18,0.0
2018-08-14,0.0
2018-08-20,0.0
2018-08-28,0.0
2018-08-29,0.0
2019-01-03,4.0
2019-01-07,0.0
2019-01-14,2.5641
2019-01-17,-6.25
2019-02-08,6.6667
2019-02-11,-6.25
2019-02-14,6.6667
2019-02-15,1.25
2019-02-22,-25.9259
2019-03-12,65.3333
2019-03-21,10.8871
2019-03-25,-17.8182
2019-04-01,-0.4425
2019-04-15,-2.2222
2019-05-15,2.2727
2019-05-20,75.5556
2019-05-22,1.2658
2019-05-23,0.0
2019-05-24,-5.25
2019-05-28,0.2639
2019-05-30,0.0
2019-06-06,56.5789
2019-06-14,-32.7731
2019-06-19,0.0
2019-06-20,0.0
2019-06-25,-25.0
2019-06-26,0.0
2019-07-18,-31.6667
2019-07-26,95.122
2019-07-31,6.25
2019-10-03,0.0
2019-12-30,0.0
2020-02-06,5.8824
2020-04-02,-99.7756
2020-07-27,-0.9901
