ticker,SAFO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-15,-45.0
2011-11-08,1036.3636
2014-04-23,-16.0
2014-05-09,4661.9048
2014-05-12,-96.0
2014-11-03,110.0
2014-11-18,-9.5238
2014-11-25,-47.3684
2014-12-19,-50.0
2014-12-22,0.0
2014-12-26,-1.0
2015-01-05,-9.0909
2015-01-12,0.0
2015-01-16,-2.2222
2015-01-22,4.5455
2015-01-23,-2.1739
2015-01-26,0.0
2015-02-18,-17.7778
2015-04-28,-12.1622
2015-05-06,-53.8462
2015-06-05,0.0
2015-07-14,-33.3333
2015-08-17,0.0
2015-09-14,100.0
2016-03-17,-50.0
2016-04-14,0.0
2016-04-15,-25.0
2016-06-15,46.6667
2016-07-20,27.2727
2016-08-26,0.0
2016-08-31,-40.0
2016-09-07,66.6667
2016-09-13,-35.7143
2016-09-14,0.0
2016-09-23,0.0
2016-12-21,-44.4444
2017-02-17,0.0
2017-07-31,-50.0
2017-10-18,500.0
2017-10-23,-16.6667
2017-11-06,-80.0
2017-11-28,0.0
2017-12-01,20.0
2017-12-08,66.6667
2017-12-11,35.0
2017-12-14,-44.4444
2017-12-28,33.4667
2018-01-02,-0.0999
2018-01-04,50.0
2018-01-22,-4.0
2018-03-08,-30.5556
2018-03-20,0.0
2018-04-25,2.0
2018-04-26,15.6863
2018-09-06,-40.678
2018-12-11,-28.5714
2019-02-06,70.0
2019-02-11,17.647100000000002
2019-02-12,100.0
2019-03-06,-5.0
2019-03-08,5.2632
2019-04-02,-60.0
2019-05-24,12.5
2019-05-29,0.0
2019-06-12,55.5556
2019-07-16,-88.0952
2019-10-07,104.0
2019-10-28,143.1373
2019-10-29,53.2258
2019-10-30,28.947400000000002
2019-10-31,21.6327
2019-11-01,0.0
2019-11-25,-59.7315
2020-01-08,45.8333
2020-02-07,14.2857
2020-02-10,25.0
2020-03-26,2.0
2020-04-01,-17.647100000000002
2020-04-06,42.8571
2020-04-13,0.0
2020-05-08,-33.3333
2020-05-22,-37.495
2020-06-02,19.9904
2020-06-03,86.6667
2020-06-05,-10.7143
2020-06-10,16.0
2020-06-11,-64.8276
2020-06-22,188.2353
2020-06-23,-54.0816
2020-06-24,122.2222
2020-06-25,-54.3333
2020-06-26,-2.1898
2020-06-29,-14.1791
2020-06-30,0.0
2020-07-08,0.0
2020-07-13,-13.0435
2020-07-14,-10.0
2020-07-16,-42.2222
2020-07-20,111.5385
2020-07-21,17.2727
2020-07-24,-6.9767
2020-07-30,16.6667
