ticker,AVYA US Equity
2018-05-15,3.5154
2018-05-16,3.7173
2018-05-17,-0.7522
2018-05-18,-1.2483
2018-05-21,-0.5418
2018-05-22,1.1348
2018-05-23,-0.4488
2018-05-24,1.0821
2018-05-25,-0.0892
2018-05-29,-1.2946
2018-05-30,-2.4423
2018-05-31,2.318
2018-06-01,3.9873
2018-06-04,-0.4357
2018-06-05,0.8315
2018-06-06,-7.3351
2018-06-07,-2.8103
2018-06-08,2.3133
2018-06-11,2.5436
2018-06-12,-0.0919
2018-06-13,-0.1379
2018-06-14,-1.2431
2018-06-15,1.2587
2018-06-18,-1.4273
2018-06-19,-2.1485
2018-06-20,-0.2864
2018-06-21,-0.9095
2018-06-22,1.7873999999999999
2018-06-25,-4.6037
2018-06-26,0.0498
2018-06-27,-1.7902
2018-06-28,-1.1646
2018-06-29,2.8689
2018-07-02,3.7849
2018-07-03,-3.5029
2018-07-05,5.7185
2018-07-06,0.2352
2018-07-09,-2.1586
2018-07-10,0.9592
2018-07-11,-0.5226
2018-07-12,0.191
2018-07-13,-0.572
2018-07-16,0.2397
2018-07-17,1.1
2018-07-18,-0.6149
2018-07-19,1.8563
2018-07-20,-0.2336
2018-07-23,-1.7799
2018-07-24,0.1431
2018-07-25,0.2857
2018-07-26,0.4274
2018-07-27,-0.6619
2018-07-30,-2.4274
2018-07-31,0.3902
2018-08-01,-0.9232
2018-08-02,-0.5395
2018-08-03,-0.8876
2018-08-06,-0.0995
2018-08-07,-0.5976
2018-08-08,0.0
2018-08-09,3.6071999999999997
2018-08-10,4.3037
2018-08-13,1.2517
2018-08-14,0.6868
2018-08-15,-2.2283
2018-08-16,1.1163
2018-08-17,1.104
2018-08-20,0.091
2018-08-21,-0.0455
2018-08-22,1.3188
2018-08-23,1.167
2018-08-24,1.819
2018-08-27,-0.1743
2018-08-28,-0.0436
2018-08-29,0.4803
2018-08-30,-0.2608
2018-08-31,1.7865
2018-09-04,-4.9229
2018-09-05,-3.5119
2018-09-06,2.9398
2018-09-07,-0.0907
2018-09-10,-0.3176
2018-09-11,0.4096
2018-09-12,0.3173
2018-09-13,-0.6778
2018-09-14,-1.2739
2018-09-17,-2.0737
2018-09-18,1.5529
2018-09-19,-3.1974
2018-09-20,1.2446
2018-09-21,1.9385
2018-09-24,0.8349
2018-09-25,-0.092
2018-09-26,-0.3223
2018-09-27,0.97
2018-09-28,1.2809
2018-10-01,-2.1229
2018-10-02,-0.1384
2018-10-03,0.5083
2018-10-04,0.2299
2018-10-05,-1.3761
2018-10-08,-2.186
2018-10-09,-2.9957000000000003
2018-10-10,-4.1667
2018-10-11,-1.6368
2018-10-12,-2.6521
2018-10-15,0.4274
2018-10-16,0.8511
2018-10-17,0.1055
2018-10-18,-4.373
2018-10-19,-1.9284
2018-10-22,-0.8989
2018-10-23,-0.5669
2018-10-24,-9.6921
2018-10-25,7.5126
2018-10-26,-1.2331
2018-10-29,-2.3781
2018-10-30,0.1827
2018-10-31,-0.1824
2018-11-01,1.218
2018-11-02,-3.2491
2018-11-05,0.0622
2018-11-06,3.6047000000000002
2018-11-07,0.6599
2018-11-08,-0.7747
2018-11-09,-2.5225
2018-11-12,-1.9100000000000001
2018-11-13,-0.5025
2018-11-14,-0.5051
2018-11-15,1.2056
2018-11-16,-2.3824
2018-11-19,-2.8902
2018-11-20,-3.1085
2018-11-21,3.3447
2018-11-23,-0.9908
2018-11-26,1.9346
2018-11-27,-2.356
2018-11-28,3.6863
2018-11-29,-0.0646
2018-11-30,0.7115
2018-12-03,1.1561
2018-12-04,6.4762
2018-12-06,-0.8945
2018-12-07,3.0084
2018-12-10,0.6425
2018-12-11,1.3929
2018-12-12,3.2055
2018-12-13,-1.7194
2018-12-14,-0.7901
2018-12-17,-5.2901
2018-12-18,-2.7027
2018-12-19,-3.5802
2018-12-20,-2.9449
2018-12-21,-4.5515
2018-12-24,0.1382
2018-12-26,1.0352
2018-12-27,-2.2541
2018-12-28,0.8386
2018-12-31,0.9009
2019-01-02,0.206
2019-01-03,0.0685
2019-01-04,5.3425
2019-01-07,-0.2601
2019-01-08,-0.2608
2019-01-09,1.2418
2019-01-10,1.2266
2019-01-11,-0.3189
2019-01-14,-0.3199
2019-01-15,0.5777
2019-01-16,0.0638
2019-01-17,-2.551
2019-01-18,-0.5236
2019-01-22,-3.2895
2019-01-23,-0.8844
2019-01-24,0.2745
2019-01-25,10.9514
2019-01-28,2.7761
2019-01-29,-0.3601
2019-01-30,2.5301
2019-01-31,-0.6463
2019-02-01,1.4193
2019-02-04,0.3499
2019-02-05,-0.8716
2019-02-06,2.3447
2019-02-07,1.0882
2019-02-08,0.4533
2019-02-11,-12.4647
2019-02-12,-0.3222
2019-02-13,4.5895
2019-02-14,-2.4104
2019-02-15,0.8233
2019-02-19,1.696
2019-02-20,-1.1736
2019-02-21,0.6875
2019-02-22,0.0
2019-02-25,1.4898
2019-02-26,-3.4251
2019-02-27,-1.8999000000000001
2019-02-28,0.0
2019-03-01,1.162
2019-03-04,-2.8079
2019-03-05,-1.1819
2019-03-06,-2.5914
2019-03-07,-2.0464
2019-03-08,-0.9749
2019-03-11,4.0788
2019-03-12,0.9459
2019-03-13,-2.1419
2019-03-14,-1.3679999999999999
2019-03-15,0.8322
2019-03-18,-0.6878
2019-03-19,-0.6233
2019-03-20,-3.6934
2019-03-21,1.1577
2019-03-22,-5.5079
2019-03-25,32.5511
2019-03-26,1.3706
2019-03-27,-2.7042
2019-03-28,-1.5055
2019-03-29,-1.0582
2019-04-01,1.9014
2019-04-02,-0.2332
2019-04-03,-0.4091
2019-04-04,-0.8216
2019-04-05,1.8343
2019-04-08,3.1377
2019-04-09,4.169
2019-04-10,1.3521
2019-04-11,-0.3735
2019-04-12,-1.5533000000000001
2019-04-15,1.6865999999999999
2019-04-16,-0.4815
2019-04-17,1.9891999999999999
2019-04-18,0.2109
2019-04-22,1.5255
2019-04-23,-0.1036
2019-04-24,0.2593
2019-04-25,-0.8795
2019-04-26,0.4175
2019-04-29,-1.7151999999999998
2019-04-30,0.899
2019-05-01,-1.782
2019-05-02,-0.2668
2019-05-03,0.535
2019-05-06,-0.2129
2019-05-07,-2.1867
2019-05-08,0.1091
2019-05-09,-16.2854
2019-05-10,-2.4073
2019-05-13,-1.3333
2019-05-14,0.6757
2019-05-15,-0.4027
2019-05-16,-1.1456
2019-05-17,-0.9543
2019-05-20,-1.927
2019-05-21,-0.9825
2019-05-22,-1.4174
2019-05-23,-3.9539999999999997
2019-05-24,-3.4431
2019-05-28,0.155
2019-05-29,-2.0898
2019-05-30,-3.7945
2019-05-31,3.3689
2019-06-03,-3.2591
2019-06-04,1.8077
2019-06-05,-3.3091
2019-06-06,2.2538
2019-06-07,0.898
2019-06-10,-0.4854
2019-06-11,-1.5447
2019-06-12,-0.0826
2019-06-13,3.3884
2019-06-14,-2.558
2019-06-17,-0.5742
2019-06-18,1.8977
2019-06-19,-1.6194
2019-06-20,2.3045
2019-06-21,-1.609
2019-06-24,-1.6353
2019-06-25,-5.1538
2019-06-26,0.2629
2019-06-27,0.7867
2019-06-28,3.2958
2019-07-01,-3.6944
2019-07-02,-2.2668
2019-07-03,1.6949
2019-07-05,1.2281
2019-07-08,-3.3795
2019-07-09,0.0
2019-07-10,-0.8072
2019-07-11,-0.5425
2019-07-12,2.0909
2019-07-15,-2.0481
2019-07-16,0.2727
2019-07-17,-3.1732
2019-07-18,2.9962999999999997
2019-07-19,-2.3636
2019-07-22,-0.838
2019-07-23,1.3146
2019-07-24,3.4291
2019-07-25,-0.8961
2019-07-26,3.1646
2019-07-29,0.0
2019-07-30,3.0675
2019-07-31,2.3810000000000002
2019-08-01,-3.4053
2019-08-02,-2.3216
2019-08-05,-6.7782
2019-08-06,1.2276
2019-08-07,0.653
2019-08-08,4.4486
2019-08-09,-1.0648
2019-08-12,-7.8027
2019-08-13,14.786
2019-08-14,2.9661
2019-08-15,-0.4115
2019-08-16,3.4711
2019-08-19,-0.7188
2019-08-20,12.2285
2019-08-21,1.362
2019-08-22,-0.4243
2019-08-23,-1.2784
2019-08-26,-1.295
2019-08-27,-0.1458
2019-08-28,1.3869
2019-08-29,2.9518
2019-08-30,-1.2587
2019-09-03,-3.2578
2019-09-04,-2.6353999999999997
2019-09-05,0.0
2019-09-06,0.7519
2019-09-09,-1.194
2019-09-10,0.4532
2019-09-11,-1.7292999999999998
2019-09-12,-11.7827
2019-09-13,-1.4744
2019-09-16,-2.9049
2019-09-17,-3.6265
2019-09-18,-2.1637
2019-09-19,-1.0577
2019-09-20,0.8746
2019-09-23,2.4085
2019-09-24,-3.0103
2019-09-25,3.3948
2019-09-26,-3.4709
2019-09-27,0.0972
2019-09-30,-0.6796
2019-10-01,-0.6843
2019-10-02,-0.689
2019-10-03,0.2973
2019-10-04,30.7312
2019-10-07,6.5004
2019-10-08,-7.4521
2019-10-09,-1.6871
2019-10-10,-3.5881
2019-10-11,2.0227
2019-10-14,-0.0793
2019-10-15,-0.5556
2019-10-16,1.5962
2019-10-17,-3.2993
2019-10-18,-1.7872
2019-10-21,2.8122
2019-10-22,-1.2872
2019-10-23,-0.8965
2019-10-24,-0.1645
2019-10-25,0.4119
2019-10-28,-0.082
2019-10-29,-0.4926
2019-10-30,-3.9604
2019-10-31,3.866
2019-11-01,2.2333
2019-11-04,1.6989999999999998
2019-11-05,0.716
2019-11-06,-3.0016
2019-11-07,0.4072
2019-11-08,1.0543
2019-11-11,0.0803
2019-11-12,0.4812
2019-11-13,1.2769
2019-11-14,-2.9157
2019-11-15,0.8929
2019-11-18,-0.6436
2019-11-19,-2.0243
2019-11-20,-5.124
2019-11-21,0.5226
2019-11-22,4.1594
2019-11-25,2.3295
2019-11-26,2.439
2019-11-27,1.2698
2019-11-29,0.0784
2019-12-02,-1.2529
2019-12-03,-0.3965
2019-12-04,-1.6720000000000002
2019-12-05,-2.5911
2019-12-06,-1.6625
2019-12-09,-3.8039
2019-12-10,-2.0211
2019-12-11,-0.8969
2019-12-12,1.629
2019-12-13,2.4933
2019-12-16,3.5621
2019-12-17,1.3423
2019-12-18,2.5662000000000003
2019-12-19,0.8878
2019-12-20,0.32
2019-12-23,1.5152
2019-12-24,3.3778
2019-12-26,1.9757
2019-12-27,-0.4471
2019-12-30,0.8234
2019-12-31,0.2227
2020-01-02,-3.4815
2020-01-03,-3.914
2020-01-06,-2.8754
2020-01-07,-0.3289
2020-01-08,0.165
2020-01-09,3.2949
2020-01-10,-0.5582
2020-01-13,-1.7642
2020-01-14,-0.8163
2020-01-15,3.5391
2020-01-16,3.1002
2020-01-17,0.0
2020-01-21,6.862
2020-01-22,1.0101
2020-01-23,1.9285999999999999
2020-01-24,-1.1212
2020-01-27,-3.8270999999999997
2020-01-28,1.7686
2020-01-29,-3.1137
2020-01-30,-0.5979
2020-01-31,-3.985
2020-02-03,0.3915
2020-02-04,3.2761
2020-02-05,-1.435
2020-02-06,-2.7586
2020-02-07,-4.0189
2020-02-10,5.5829
2020-02-11,0.1555
2020-02-12,3.8043
2020-02-13,1.1967
2020-02-14,-0.9608
2020-02-18,1.5672000000000001
2020-02-19,3.6003
2020-02-20,3.1915
2020-02-21,-2.1306
2020-02-24,-3.5815
2020-02-25,-3.4232
2020-02-26,-1.81
2020-02-27,-5.7604
2020-02-28,5.6235
2020-03-02,4.0895
2020-03-03,-1.8532
2020-03-04,1.0574
2020-03-05,-7.3991
2020-03-06,-3.067
2020-03-09,-22.8976
2020-03-10,4.6436
2020-03-11,-12.8999
2020-03-12,-15.9953
2020-03-13,39.2102
2020-03-16,-17.9331
2020-03-17,6.2963000000000005
2020-03-18,-9.5238
2020-03-19,7.1887
2020-03-20,-2.3952
2020-03-23,8.589
2020-03-24,7.3446
2020-03-25,-7.0526
2020-03-26,2.718
2020-03-27,-1.6538
2020-03-30,-2.8026999999999997
2020-03-31,-6.6897
2020-04-01,-18.5414
2020-04-02,5.9181
2020-04-03,-2.8653
2020-04-06,12.3894
2020-04-07,-0.6562
2020-04-08,14.1347
2020-04-09,10.1852
2020-04-13,-2.1008
2020-04-14,-2.5751
2020-04-15,-3.8546
2020-04-16,-5.4983
2020-04-17,6.1818
2020-04-20,-5.2511
2020-04-21,-2.4096
2020-04-22,4.0741
2020-04-23,2.7284
2020-04-24,4.0416
2020-04-27,2.5526999999999997
2020-04-28,2.4892
2020-04-29,7.1806
2020-04-30,-2.069
2020-05-01,-7.2435
2020-05-04,-0.7592
2020-05-05,5.2459
2020-05-06,2.6999
2020-05-07,1.1122
2020-05-08,4.7
2020-05-11,21.7765
2020-05-12,1.5686
2020-05-13,0.1544
2020-05-14,-0.0771
2020-05-15,1.8519
2020-05-18,5.0758
2020-05-19,1.9466
2020-05-20,0.9194
2020-05-21,2.2425
2020-05-22,2.7416
2020-05-26,-4.4029
2020-05-27,0.2094
2020-05-28,-0.8357
2020-05-29,2.5281000000000002
2020-06-01,1.8493
2020-06-02,-1.1432
2020-06-03,-3.1293
2020-06-04,-1.4747
2020-06-05,0.2138
2020-06-08,5.0498
2020-06-09,-3.6561
2020-06-10,0.2811
2020-06-11,-8.6195
2020-06-12,-2.1471999999999998
2020-06-15,-0.0784
2020-06-16,0.0
2020-06-17,-2.9804
2020-06-18,2.6677
2020-06-19,2.2835
2020-06-22,1.3857
2020-06-23,1.7464
2020-06-24,-4.9254
2020-06-25,-0.471
2020-06-26,0.1577
2020-06-29,-1.1024
2020-06-30,-1.5924
2020-07-01,0.89
2020-07-02,2.3256
2020-07-06,0.0
2020-07-07,-3.9185
2020-07-08,1.7945
2020-07-09,0.3205
2020-07-10,-3.9936
2020-07-13,-3.827
2020-07-14,1.2111
2020-07-15,1.7949000000000002
2020-07-16,1.1755
2020-07-17,2.2407
2020-07-20,0.974
2020-07-21,0.8842
2020-07-22,0.239
2020-07-23,-1.1924
2020-07-24,-2.2526
2020-07-27,-0.4938
2020-07-28,0.4963
2020-07-29,2.716
2020-07-30,-0.0801
2020-07-31,1.5237
