ticker,NUVA US Equity
2004-10-06,-3.7102
2004-10-07,-4.4037
2004-10-08,-4.4146
2004-10-11,1.7067999999999999
2004-10-12,-2.1718
2004-10-13,-2.5227
2004-10-14,-2.6915
2004-10-15,-0.9574
2004-10-18,1.7186
2004-10-19,-0.2112
2004-10-20,0.5291
2004-10-21,0.0
2004-10-22,-0.5263
2004-10-25,5.291
2004-10-26,7.0352
2004-10-27,-4.2254
2004-10-28,-4.1176
2004-10-29,0.818
2004-11-01,-1.1156
2004-11-02,-2.0513
2004-11-03,-2.4084
2004-11-04,-0.8584
2004-11-05,-0.6494
2004-11-08,3.0501
2004-11-09,-0.5285
2004-11-10,-5.4198
2004-11-11,2.1348
2004-11-12,2.6403
2004-11-15,0.7503
2004-11-16,2.0213
2004-11-17,0.1043
2004-11-18,0.5208
2004-11-19,0.0
2004-11-22,-2.487
2004-11-23,1.7003
2004-11-24,1.2539
2004-11-26,0.3096
2004-11-29,0.2058
2004-11-30,-2.4641
2004-12-01,3.6842
2004-12-02,0.3046
2004-12-03,-2.4291
2004-12-06,1.2448
2004-12-07,-0.1025
2004-12-08,0.5128
2004-12-09,1.0204
2004-12-10,-3.4343
2004-12-13,1.4644
2004-12-14,0.9278
2004-12-15,-4.1879
2004-12-16,-1.919
2004-12-17,3.2609
2004-12-20,-0.5263
2004-12-21,-2.6455
2004-12-22,1.5217
2004-12-23,2.7837
2004-12-27,1.25
2004-12-28,1.2346
2004-12-29,0.3049
2004-12-30,4.3566
2004-12-31,-0.4854
2005-01-03,-1.6585
2005-01-04,1.2897
2005-01-05,0.3918
2005-01-06,1.7561
2005-01-07,6.3279
2005-01-10,0.7214
2005-01-11,-1.701
2005-01-12,0.3643
2005-01-13,0.726
2005-01-14,5.9459
2005-01-18,7.2279
2005-01-19,-2.7756
2005-01-20,-3.2626
2005-01-21,2.4452
2005-01-24,-1.2346
2005-01-25,-1.0
2005-01-26,1.0101
2005-01-27,1.3333
2005-01-28,0.3289
2005-01-31,4.4262
2005-02-01,1.8838
2005-02-02,2.0801
2005-02-03,1.8113000000000001
2005-02-04,3.7805999999999997
2005-02-07,-3.8571
2005-02-08,-1.9316
2005-02-09,-0.1515
2005-02-10,0.7587
2005-02-11,-1.6566
2005-02-14,1.2251
2005-02-15,5.8245000000000005
2005-02-16,-0.5718
2005-02-17,-3.5945
2005-02-18,-3.2811
2005-02-22,-4.0093
2005-02-23,-2.8112
2005-02-24,-0.8264
2005-02-25,0.0
2005-02-28,7.0
2005-03-01,-0.7788
2005-03-02,-7.0644
2005-03-03,5.5743
2005-03-04,2.8
2005-03-07,-0.7004
2005-03-08,1.9592
2005-03-09,-3.9969
2005-03-10,-4.3235
2005-03-11,1.6736
2005-03-14,1.3169
2005-03-15,-0.5686
2005-03-16,-2.1242
2005-03-17,2.2538
2005-03-18,-1.3061
2005-03-21,1.6956
2005-03-22,-0.0407
2005-03-23,-0.895
2005-03-24,0.9031
2005-03-28,1.3019
2005-03-29,-0.0803
2005-03-30,2.1704
2005-03-31,1.6522000000000001
2005-04-01,-1.0062
2005-04-04,-0.1564
2005-04-05,-0.9397
2005-04-06,0.3953
2005-04-07,0.1575
2005-04-08,0.6289
2005-04-11,-1.0156
2005-04-12,1.8153000000000001
2005-04-13,-3.5659
2005-04-14,-2.09
2005-04-15,0.7389
2005-04-18,8.965
2005-04-19,-1.3463
2005-04-20,1.8195999999999999
2005-04-21,-1.3403
2005-04-22,7.5472
2005-04-25,-1.7544
2005-04-26,0.0714
2005-04-27,2.4981999999999998
2005-04-28,2.1588
2005-04-29,-0.3408
2005-05-02,-5.4036
2005-05-03,-4.1938
2005-05-04,3.2453
2005-05-05,-1.9005999999999998
2005-05-06,5.2906
2005-05-09,-0.8493
2005-05-10,0.4283
2005-05-11,-0.6397
2005-05-12,-0.2861
2005-05-13,-2.9412000000000003
2005-05-16,1.626
2005-05-17,2.2545
2005-05-18,4.1963
2005-05-19,5.1877
2005-05-20,-2.0117
2005-05-23,0.4636
2005-05-24,-0.9888
2005-05-25,0.3995
2005-05-26,1.3926
2005-05-27,3.6625
2005-05-31,-0.9464
2005-06-01,0.0
2005-06-02,0.828
2005-06-03,-0.5054
2005-06-06,-1.9683000000000002
2005-06-07,0.1295
2005-06-08,-1.2937
2005-06-09,4.194
2005-06-10,5.9748
2005-06-13,-1.0089
2005-06-14,-0.2998
2005-06-15,-3.7883
2005-06-16,0.875
2005-06-17,3.2838
2005-06-20,-1.0198
2005-06-21,-1.5758
2005-06-22,2.2167
2005-06-23,0.6024
2005-06-24,2.3952
2005-06-27,-0.7602
2005-06-28,1.591
2005-06-29,-3.0742
2005-06-30,-0.5386
2005-07-01,0.7822
2005-07-05,2.3881
2005-07-06,2.7988
2005-07-07,1.1344
2005-07-08,-1.0095
2005-07-11,0.9632
2005-07-12,1.0101
2005-07-13,0.0
2005-07-14,-1.7222
2005-07-15,-2.883
2005-07-18,-0.291
2005-07-19,2.8021000000000003
2005-07-20,1.1357
2005-07-21,-0.5053
2005-07-22,1.4673
2005-07-25,-1.4461
2005-07-26,2.088
2005-07-27,5.0304
2005-07-28,5.9474
2005-07-29,-7.0541
2005-08-01,3.7413
2005-08-02,-1.3395000000000001
2005-08-03,4.5431
2005-08-04,-1.6983000000000001
2005-08-05,-0.5589
2005-08-08,-1.5840999999999998
2005-08-09,-0.9865
2005-08-10,2.2024
2005-08-11,0.0
2005-08-12,0.2052
2005-08-15,2.0993
2005-08-16,-1.3541
2005-08-17,-2.3386
2005-08-18,0.0
2005-08-19,-1.9781
2005-08-22,2.3898
2005-08-23,0.1037
2005-08-24,-0.1554
2005-08-25,-0.6746
2005-08-26,-1.5674000000000001
2005-08-29,0.0531
2005-08-30,0.9019
2005-08-31,0.0
2005-09-01,-0.8412
2005-09-02,-1.3256000000000001
2005-09-06,-0.0537
2005-09-07,3.6559
2005-09-08,-5.6535
2005-09-09,-6.8169
2005-09-12,2.4189
2005-09-13,0.1728
2005-09-14,-2.2427
2005-09-15,-0.8235
2005-09-16,-0.3559
2005-09-19,-1.5476
2005-09-20,3.2648
2005-09-21,-0.0585
2005-09-22,-2.8120000000000003
2005-09-23,3.0741
2005-09-26,5.2632
2005-09-27,0.6667
2005-09-28,1.1589
2005-09-29,2.8914
2005-09-30,-0.6363
2005-10-03,-4.3223
2005-10-04,-0.725
2005-10-05,-5.7303
2005-10-06,-1.0131000000000001
2005-10-07,3.4919000000000002
2005-10-10,0.4654
2005-10-11,-3.3005
2005-10-12,-2.2156000000000002
2005-10-13,-1.8371
2005-10-14,-0.0624
2005-10-17,1.8102
2005-10-18,1.3489
2005-10-19,1.2099
2005-10-20,-0.8368
2005-10-21,-2.2303
2005-10-24,11.1591
2005-10-25,-0.7765
2005-10-26,4.36
2005-10-27,-6.6952
2005-10-28,-2.6406
2005-10-31,2.7712
2005-11-01,-5.1061
2005-11-02,2.1765
2005-11-03,-0.0592
2005-11-04,-3.6708
2005-11-07,-1.5366
2005-11-08,0.2497
2005-11-09,1.1831
2005-11-10,1.4769
2005-11-11,1.698
2005-11-14,1.8485
2005-11-15,0.1171
2005-11-16,-0.3509
2005-11-17,0.8803
2005-11-18,2.5015
2005-11-21,-2.3269
2005-11-22,-1.0459
2005-11-23,1.3506
2005-11-25,0.5794
2005-11-28,-2.3618
2005-11-29,0.354
2005-11-30,1.117
2005-12-01,2.093
2005-12-02,0.7973
2005-12-05,1.1864
2005-12-06,4.9693000000000005
2005-12-07,0.6383
2005-12-08,-2.3784
2005-12-09,-0.2707
2005-12-12,0.2172
2005-12-13,2.9794
2005-12-14,2.6302
2005-12-15,-2.614
2005-12-16,-3.3684
2005-12-19,-0.8715
2005-12-20,0.2747
2005-12-21,2.3014
2005-12-22,0.0536
2005-12-23,-1.6595
2005-12-27,-0.3811
2005-12-28,-0.0546
2005-12-29,0.0
2005-12-30,-1.0388
2006-01-03,1.1602000000000001
2006-01-04,-0.6008
2006-01-05,0.4945
2006-01-06,-1.4215
2006-01-09,0.7765
2006-01-10,-0.8806
2006-01-11,0.111
2006-01-12,2.0521
2006-01-13,-0.2174
2006-01-17,-2.1786
2006-01-18,1.5032999999999999
2006-01-19,0.9874
2006-01-20,-3.2591
2006-01-23,1.0107
2006-01-24,-1.5008
2006-01-25,0.2257
2006-01-26,2.6464
2006-01-27,-2.3587
2006-01-30,1.9663
2006-01-31,1.3223
2006-02-01,5.2746
2006-02-02,3.3058
2006-02-03,0.25
2006-02-06,1.197
2006-02-07,-1.5278
2006-02-08,2.1021
2006-02-09,2.598
2006-02-10,-0.7167
2006-02-13,-1.0587
2006-02-14,-0.8268
2006-02-15,3.7763999999999998
2006-02-16,0.3308
2006-02-17,-0.5652
2006-02-21,-0.9948
2006-02-22,-5.4545
2006-02-23,-5.0101
2006-02-24,1.2254
2006-02-27,0.6842
2006-02-28,-3.3455
2006-03-01,2.2174
2006-03-02,1.9048
2006-03-03,-1.6096
2006-03-06,-1.847
2006-03-07,-0.1075
2006-03-08,1.0226
2006-03-09,-0.2664
2006-03-10,3.8462
2006-03-13,1.286
2006-03-14,2.7933
2006-03-15,-1.0375
2006-03-16,-2.7459
2006-03-17,0.77
2006-03-20,0.9679
2006-03-21,0.0505
2006-03-22,2.2693
2006-03-23,3.501
2006-03-24,1.191
2006-03-27,0.7533
2006-03-28,-3.6449
2006-03-29,-3.5887000000000002
2006-03-30,-2.5151
2006-03-31,-2.7348
2006-04-03,-0.1061
2006-04-04,-1.1683
2006-04-05,-0.6985
2006-04-06,0.0541
2006-04-07,-5.9492
2006-04-10,-0.5175
2006-04-11,3.4682
2006-04-12,-0.5587
2006-04-13,6.7416
2006-04-17,-2.1053
2006-04-18,4.0323
2006-04-19,-1.137
2006-04-20,0.7318
2006-04-21,-0.8303
2006-04-24,-2.6688
2006-04-25,-3.3871
2006-04-26,2.3929
2006-04-27,2.7717
2006-04-28,5.3411
2006-05-01,-3.9659
2006-05-02,-2.0387
2006-05-03,1.0672
2006-05-04,3.7487
2006-05-05,1.4758
2006-05-08,-2.7583
2006-05-09,0.5157
2006-05-10,-0.4105
2006-05-11,-3.7609
2006-05-12,-1.4454
2006-05-15,-1.8468
2006-05-16,0.0
2006-05-17,-0.3874
2006-05-18,-4.0
2006-05-19,2.7199
2006-05-22,-0.8451
2006-05-23,-7.0455
2006-05-24,0.8557
2006-05-25,1.3333
2006-05-26,3.11
2006-05-30,-4.3503
2006-05-31,-0.3639
2006-06-01,2.3737
2006-06-02,-0.5945
2006-06-05,-2.9306
2006-06-06,-3.8201
2006-06-07,4.5484
2006-06-08,1.7770000000000001
2006-06-09,0.3612
2006-06-12,-3.3593
2006-06-13,-4.5313
2006-06-14,3.0559
2006-06-15,2.8391
2006-06-16,-1.227
2006-06-19,-0.559
2006-06-20,3.4354
2006-06-21,4.4686
2006-06-22,-1.1561
2006-06-23,1.7544
2006-06-26,1.3218
2006-06-27,-0.4538
2006-06-28,-2.735
2006-06-29,4.2765
2006-06-30,2.4157
2006-07-03,3.9495
2006-07-05,-2.0053
2006-07-06,-1.4001000000000001
2006-07-07,-2.2938
2006-07-10,0.5031
2006-07-11,0.8343
2006-07-12,-5.1848
2006-07-13,-1.338
2006-07-14,-3.3608000000000002
2006-07-17,1.4643
2006-07-18,0.1804
2006-07-19,3.2413
2006-07-20,-4.6512
2006-07-21,-0.9146
2006-07-24,-0.6769
2006-07-25,5.3284
2006-07-26,-3.0
2006-07-27,-3.7599
2006-07-28,11.0271
2006-07-31,-0.7378
2006-08-01,-1.4866
2006-08-02,9.6924
2006-08-03,1.8519
2006-08-04,0.4675
2006-08-07,-2.3268
2006-08-08,0.0
2006-08-09,-0.8999
2006-08-10,3.2585
2006-08-11,1.1381000000000001
2006-08-14,0.8184
2006-08-15,2.7904999999999998
2006-08-16,0.8391
2006-08-17,-1.6642000000000001
2006-08-18,-2.1901
2006-08-21,-0.9669
2006-08-22,-1.2847
2006-08-23,-0.6247
2006-08-24,-0.6286
2006-08-25,-0.3163
2006-08-28,0.899
2006-08-29,1.6247
2006-08-30,2.4239
2006-08-31,3.5247
2006-09-01,0.6809
2006-09-05,-3.1884
2006-09-06,0.0
2006-09-07,-1.8463
2006-09-08,0.2034
2006-09-11,-3.2978
2006-09-12,3.3578
2006-09-13,1.2183
2006-09-14,3.1093
2006-09-15,2.0914
2006-09-18,1.2863
2006-09-19,-2.0226
2006-09-20,-0.24
2006-09-21,-3.8499
2006-09-22,-3.8038
2006-09-25,3.6941
2006-09-26,0.3512
2006-09-27,3.75
2006-09-28,-1.8795
2006-09-29,-1.2279
2006-10-02,-1.3426
2006-10-03,0.9577
2006-10-04,4.3435
2006-10-05,1.7703
2006-10-06,-2.2567
2006-10-09,1.0101
2006-10-10,1.1905000000000001
2006-10-11,0.8471
2006-10-12,1.6799
2006-10-13,0.413
2006-10-16,4.1133
2006-10-17,0.9658
2006-10-18,0.7826
2006-10-19,1.7688000000000001
2006-10-20,-0.3815
2006-10-23,-0.1702
2006-10-24,0.5541
2006-10-25,-2.1195
2006-10-26,2.7718
2006-10-27,-0.3371
2006-10-30,-0.0846
2006-10-31,-0.5078
2006-11-01,-2.1268
2006-11-02,0.5215
2006-11-03,-1.5131999999999999
2006-11-06,1.8876
2006-11-07,-0.9048
2006-11-08,0.5217
2006-11-09,-3.0709
2006-11-10,1.3833
2006-11-13,1.1444
2006-11-14,0.9574
2006-11-15,1.4655
2006-11-16,-2.294
2006-11-17,-1.5217
2006-11-20,-0.3974
2006-11-21,0.133
2006-11-22,-0.0443
2006-11-24,-0.31
2006-11-27,-3.4651
2006-11-28,0.092
2006-11-29,4.046
2006-11-30,1.635
2006-12-01,4.4783
2006-12-04,4.2447
2006-12-05,-1.6766
2006-12-06,-3.2075
2006-12-07,-0.3356
2006-12-08,1.5993
2006-12-11,-1.2013
2006-12-12,0.6289
2006-12-13,-0.6667
2006-12-14,-0.5453
2006-12-15,1.7713999999999999
2006-12-18,-1.4919
2006-12-19,-2.1035
2006-12-20,-0.0859
2006-12-21,-0.043
2006-12-22,0.0
2006-12-26,2.1515
2006-12-27,0.7161
2006-12-28,-2.2585
2006-12-29,-1.1553
2007-01-03,-1.645
2007-01-04,-0.6602
2007-01-05,-1.7723
2007-01-08,-0.7668
2007-01-09,0.6818
2007-01-10,-0.2032
2007-01-11,1.425
2007-01-12,2.4532
2007-01-16,1.1754
2007-01-17,0.8176
2007-01-18,-2.8169
2007-01-19,0.8783
2007-01-22,0.6095
2007-01-23,0.6058
2007-01-24,1.1183
2007-01-25,-0.4254
2007-01-26,0.299
2007-01-29,1.0647
2007-01-30,0.8007
2007-01-31,1.2124
2007-02-01,1.487
2007-02-02,-1.6686999999999999
2007-02-05,-0.1656
2007-02-06,0.2902
2007-02-07,1.5709
2007-02-08,-1.3838
2007-02-09,-1.073
2007-02-12,1.3767
2007-02-13,0.5761
2007-02-14,-2.455
2007-02-15,-1.7617
2007-02-16,-0.3843
2007-02-20,2.6147
2007-02-21,5.7644
2007-02-22,1.9352
2007-02-23,-0.9686
2007-02-26,-1.9562
2007-02-27,-6.2251
2007-02-28,0.5532
2007-03-01,-0.3386
2007-03-02,-2.4628
2007-03-05,-0.5224
2007-03-06,1.7505
2007-03-07,-0.6452
2007-03-08,-0.5195
2007-03-09,1.1314
2007-03-12,1.2909
2007-03-13,-0.0425
2007-03-14,-1.7
2007-03-15,-0.4756
2007-03-16,-1.6507
2007-03-19,0.4417
2007-03-20,1.5391
2007-03-21,3.5513
2007-03-22,3.0113
2007-03-23,0.0812
2007-03-26,-3.2049
2007-03-27,-1.3412
2007-03-28,-0.1274
2007-03-29,-1.3186
2007-03-30,2.3707
2007-04-02,0.8421
2007-04-03,2.0042
2007-04-04,-0.9415
2007-04-05,0.8678
2007-04-09,-2.0074
2007-04-10,4.2224
2007-04-11,-1.3237
2007-04-12,-0.2033
2007-04-13,-0.5295
2007-04-16,0.6962
2007-04-17,3.416
2007-04-18,-0.3539
2007-04-19,-1.1839
2007-04-20,2.4361
2007-04-23,-2.0273
2007-04-24,-1.0346
2007-04-25,2.0105
2007-04-26,6.4249
2007-04-27,-0.7407
2007-04-30,-3.8433
2007-05-01,3.1044
2007-05-02,0.828
2007-05-03,-2.9489
2007-05-04,2.1923
2007-05-07,-1.8065
2007-05-08,-0.4983
2007-05-09,0.6163
2007-05-10,-2.2205
2007-05-11,0.0783
2007-05-14,-0.7825
2007-05-15,1.5773000000000001
2007-05-16,-1.2034
2007-05-17,-0.1572
2007-05-18,0.2755
2007-05-21,2.0408
2007-05-22,-1.1154
2007-05-23,1.0502
2007-05-24,-2.6174
2007-05-25,0.3162
2007-05-29,-0.788
2007-05-30,1.1517
2007-05-31,1.9238
2007-06-01,2.3112
2007-06-04,-1.9202
2007-06-05,0.2303
2007-06-06,-0.8426
2007-06-07,-2.8196
2007-06-08,3.0207
2007-06-11,-0.2701
2007-06-12,-2.5145
2007-06-13,2.3413
2007-06-14,-0.0388
2007-06-15,2.7929
2007-06-18,1.4906
2007-06-19,-1.1712
2007-06-20,-2.8969
2007-06-21,1.2011
2007-06-22,-0.4211
2007-06-25,0.5383
2007-06-26,1.0325
2007-06-27,2.3089
2007-06-28,0.444
2007-06-29,-0.5157
2007-07-02,-0.2962
2007-07-03,1.7081
2007-07-05,1.7890000000000001
2007-07-06,0.7891
2007-07-09,-3.2028
2007-07-10,-2.7206
2007-07-11,1.3605
2007-07-12,4.3997
2007-07-13,-2.3571
2007-07-16,-0.0732
2007-07-17,-0.2562
2007-07-18,0.6239
2007-07-19,0.2553
2007-07-20,-1.2732
2007-07-23,-0.8843
2007-07-24,-1.9331
2007-07-25,3.6012
2007-07-26,-2.049
2007-07-27,5.8648
2007-07-30,1.976
2007-07-31,-0.7612
2007-08-01,0.5927
2007-08-02,3.6395
2007-08-03,-4.2809
2007-08-06,-0.5241
2007-08-07,2.9856
2007-08-08,6.0709
2007-08-09,2.283
2007-08-10,-6.0987
2007-08-13,-0.6696
2007-08-14,-2.0897
2007-08-15,-0.7229
2007-08-16,4.577
2007-08-17,2.1883
2007-08-20,-1.3303
2007-08-21,2.5321
2007-08-22,-1.0904
2007-08-23,-2.594
2007-08-24,-0.1332
2007-08-27,-0.2667
2007-08-28,3.242
2007-08-29,1.7805
2007-08-30,0.2545
2007-08-31,1.2056
2007-09-04,2.1003
2007-09-05,-0.6755
2007-09-06,0.8346
2007-09-07,-3.4335
2007-09-10,1.0159
2007-09-11,2.577
2007-09-12,-0.9804
2007-09-13,5.2908
2007-09-14,2.4096
2007-09-17,-2.066
2007-09-18,2.2854
2007-09-19,1.1743999999999999
2007-09-20,1.6421000000000001
2007-09-21,1.0306
2007-09-24,0.2206
2007-09-25,1.1004
2007-09-26,2.1224
2007-09-27,-1.9184999999999999
2007-09-28,-2.3907
2007-10-01,2.5327
2007-10-02,2.6602
2007-10-03,-3.0143
2007-10-04,-2.2628
2007-10-05,-0.2789
2007-10-08,-0.3636
2007-10-09,2.7232
2007-10-10,1.0385
2007-10-11,-2.3262
2007-10-12,1.4677
2007-10-15,-1.3919000000000001
2007-10-16,0.4705
2007-10-17,1.2397
2007-10-18,-0.6531
2007-10-19,-2.7664
2007-10-22,2.2535
2007-10-23,5.3719
2007-10-24,0.6797
2007-10-25,8.3095
2007-10-26,1.4865
2007-10-29,2.6223
2007-10-30,-1.2201
2007-10-31,-0.2797
2007-11-01,-2.0799
2007-11-02,0.2864
2007-11-05,-1.6659000000000002
2007-11-06,4.5499
2007-11-07,-3.0324
2007-11-08,1.0026
2007-11-09,-0.8036
2007-11-12,-1.9538
2007-11-13,2.0656
2007-11-14,5.0714
2007-11-15,-2.3114
2007-11-16,-4.6161
2007-11-19,0.5107
2007-11-20,-2.976
2007-11-21,-2.793
2007-11-23,0.8466
2007-11-26,0.7377
2007-11-27,1.8687
2007-11-28,5.1066
2007-11-29,-0.4245
2007-11-30,0.829
2007-12-03,-1.2685
2007-12-04,-2.1413
2007-12-05,2.6015
2007-12-06,1.8957000000000002
2007-12-07,-2.3023
2007-12-10,2.5232
2007-12-11,-3.4827
2007-12-12,0.5052
2007-12-13,0.7899
2007-12-14,-1.2111
2007-12-17,-5.5769
2007-12-18,-2.5204
2007-12-19,0.7835
2007-12-20,4.3016
2007-12-21,3.8261
2007-12-24,-0.1675
2007-12-26,0.6951
2007-12-27,-5.1654
2007-12-28,-0.0251
2007-12-31,-0.7783
2008-01-02,-1.8725
2008-01-03,1.9340000000000002
2008-01-04,-1.4925
2008-01-07,0.5136
2008-01-08,-4.0623
2008-01-09,1.1451
2008-01-10,2.6593
2008-01-11,-1.7184
2008-01-14,0.2088
2008-01-15,4.2969
2008-01-16,5.1186
2008-01-17,-1.734
2008-01-18,-1.7404
2008-01-22,0.9102
2008-01-23,1.3896
2008-01-24,-5.7225
2008-01-25,3.8510999999999997
2008-01-28,1.6454
2008-01-29,-3.6965
2008-01-30,-2.0321
2008-01-31,0.9219
2008-02-01,2.1314
2008-02-04,0.0745
2008-02-05,-4.2205
2008-02-06,-3.6547
2008-02-07,4.3045
2008-02-08,-1.7281
2008-02-11,0.0
2008-02-12,-0.9186
2008-02-13,2.9404
2008-02-14,-4.1431000000000004
2008-02-15,-1.3691
2008-02-19,0.4899
2008-02-20,5.9317
2008-02-21,-4.7302
2008-02-22,1.0735
2008-02-25,4.2751
2008-02-26,-0.9422
2008-02-27,-0.4884
2008-02-28,0.2842
2008-02-29,-0.7213
2008-03-03,-8.9517
2008-03-04,-4.3887
2008-03-05,0.5961
2008-03-06,2.3111
2008-03-07,-2.6353999999999997
2008-03-10,-1.6657
2008-03-11,2.1174
2008-03-12,1.0071
2008-03-13,1.437
2008-03-14,-1.937
2008-03-17,-2.6828
2008-03-18,0.8482
2008-03-19,-4.9865
2008-03-20,4.2365
2008-03-24,3.215
2008-03-25,-0.5289
2008-03-26,0.5318
2008-03-27,-2.6741
2008-03-28,1.4191
2008-03-31,2.7389
2008-04-01,4.6943
2008-04-02,0.7196
2008-04-03,-0.6595
2008-04-04,2.6003
2008-04-07,-1.6446
2008-04-08,0.9594
2008-04-09,-2.2807
2008-04-10,2.6673999999999998
2008-04-11,-2.2463
2008-04-14,-0.4707
2008-04-15,1.0848
2008-04-16,3.6324
2008-04-17,-0.9028
2008-04-18,0.2412
2008-04-21,-1.7107999999999999
2008-04-22,-1.1421999999999999
2008-04-23,9.8762
2008-04-24,0.1753
2008-04-25,0.3249
2008-04-28,-0.4484
2008-04-29,-2.5526
2008-04-30,-2.0288
2008-05-01,4.7444
2008-05-02,0.8759
2008-05-05,-2.4312
2008-05-06,0.2034
2008-05-07,-3.527
2008-05-08,0.4208
2008-05-09,4.7407
2008-05-12,0.7752
2008-05-13,0.9181
2008-05-14,0.836
2008-05-15,-1.1948
2008-05-16,0.3949
2008-05-19,0.5408
2008-05-20,-1.1491
2008-05-21,-2.0282
2008-05-22,-0.4039
2008-05-23,-0.9632
2008-05-27,4.3
2008-05-28,-0.319
2008-05-29,4.6283
2008-05-30,-0.4
2008-06-02,-0.9686
2008-06-03,-1.2166
2008-06-04,4.057
2008-06-05,2.3903
2008-06-06,-1.3373
2008-06-09,-1.2405
2008-06-10,-1.8376000000000001
2008-06-11,-1.1848
2008-06-12,1.1511
2008-06-13,5.9033
2008-06-16,-1.4775
2008-06-17,-0.2954
2008-06-18,1.3446
2008-06-19,3.5305
2008-06-20,-2.1503
2008-06-23,-0.9767
2008-06-24,-2.152
2008-06-25,1.7182
2008-06-26,-3.9414
2008-06-27,4.9940999999999995
2008-06-30,-0.268
2008-07-01,0.3583
2008-07-02,-1.8295
2008-07-03,-0.0227
2008-07-07,4.6373999999999995
2008-07-08,4.106
2008-07-09,-4.7997
2008-07-10,-0.0438
2008-07-11,-0.3728
2008-07-14,-1.0566
2008-07-15,0.7786
2008-07-16,2.5385999999999997
2008-07-17,1.0549
2008-07-18,-1.2782
2008-07-21,0.9063
2008-07-22,2.6305
2008-07-23,0.3542
2008-07-24,-2.637
2008-07-25,16.9972
2008-07-28,0.1823
2008-07-29,0.6186
2008-07-30,0.1627
2008-07-31,1.4082
2008-08-01,-1.6735
2008-08-04,2.3538
2008-08-05,-1.0614
2008-08-06,1.7164000000000001
2008-08-07,-1.2304
2008-08-08,2.3314
2008-08-11,-1.3216999999999999
2008-08-12,-1.2866
2008-08-13,0.8034
2008-08-14,-4.9238
2008-08-15,-2.4031000000000002
2008-08-18,-3.9130000000000003
2008-08-19,0.8145
2008-08-20,2.7586
2008-08-21,-1.4765
2008-08-22,1.6543
2008-08-25,-0.919
2008-08-26,-2.9565
2008-08-27,1.2346
2008-08-28,-4.878
2008-08-29,-1.4475
2008-09-02,1.217
2008-09-03,0.8085
2008-09-04,-3.5369
2008-09-05,1.7907
2008-09-08,1.4868999999999999
2008-09-09,0.2683
2008-09-10,0.638
2008-09-11,0.9816
2008-09-12,0.5468
2008-09-15,-2.5982
2008-09-16,4.9421
2008-09-17,-2.6207000000000003
2008-09-18,2.0032
2008-09-19,4.6815999999999995
2008-09-22,-1.8761
2008-09-23,-0.6759
2008-09-24,0.0972
2008-09-25,0.913
2008-09-26,-2.8104
2008-09-29,-7.2886
2008-09-30,5.3835
2008-10-01,1.1758
2008-10-02,-3.7067
