ticker,CDNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-17,-9.5
2014-07-18,10.4972
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0
2014-07-28,0.0
2014-07-29,0.5
2014-07-30,0.0995
2014-07-31,-3.4791
2014-08-01,-4.4284
2014-08-04,1.8319
2014-08-05,-0.6349
2014-08-06,1.9169
2014-08-07,4.4932
2014-08-08,0.2
2014-08-11,1.1976
2014-08-12,-0.9862
2014-08-14,0.0996
2014-08-15,-0.2985
2014-08-18,-0.1996
2014-08-19,0.9
2014-08-20,0.9911
2014-08-21,-1.3739
2014-08-22,0.2985
2014-08-25,-1.7856999999999998
2014-08-26,-0.9091
2014-08-27,1.4271
2014-08-28,0.5025
2014-08-29,-0.3
2014-09-02,0.6018
2014-09-03,0.1994
2014-09-04,-0.4975
2014-09-05,0.3
2014-09-08,8.0758
2014-09-09,-1.476
2014-09-10,0.0936
2014-09-11,-4.6305
2014-09-12,-0.7357
2014-09-15,-2.2727
2014-09-16,-4.2467
2014-09-17,-4.6463
2014-09-18,-3.5437
2014-09-19,-1.837
2014-09-22,0.5848
2014-09-23,-1.9767000000000001
2014-09-24,-4.5077
2014-09-25,-1.1179999999999999
2014-09-26,-7.0352
2014-09-29,-0.6757
2014-09-30,-4.7619
2014-10-01,0.4286
2014-10-02,0.7112
2014-10-03,-2.5423999999999998
2014-10-06,-2.7536
2014-10-07,1.3413
2014-10-08,2.0588
2014-10-09,-0.7205
2014-10-10,-5.0798
2014-10-13,6.1162
2014-10-14,-2.0173
2014-10-15,-3.4853
2014-10-16,-14.6732
2014-10-17,0.0
2014-10-20,0.0
2014-10-21,1.7856999999999998
2014-10-22,0.8772
2014-10-23,-0.8696
2014-10-24,0.1754
2014-10-27,0.5254
2014-10-28,3.3101
2014-10-29,-0.3373
2014-10-30,-1.7322
2014-10-31,1.2462
2014-11-03,2.3810000000000002
2014-11-04,-1.9933999999999998
2014-11-05,1.8643999999999998
2014-11-06,1.9967000000000001
2014-11-07,-0.4894
2014-11-10,5.082
2014-11-11,11.5445
2014-11-12,-1.2587
2014-11-13,4.2493
2014-11-14,-0.8152
2014-11-17,-0.137
2014-11-18,-4.8011
2014-11-19,2.8818
2014-11-20,-1.2605
2014-11-21,0.1418
2014-11-24,-7.932
2014-11-25,7.6923
2014-11-26,0.1429
2014-11-28,0.4993
2014-12-01,-0.2129
2014-12-02,0.0
2014-12-03,1.2802
2014-12-04,0.0
