ticker,FLRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-09,20.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,33.3333
2010-06-16,0.0
2010-06-22,37.5
2010-06-24,-9.0909
2010-07-16,0.0
2010-07-19,10.0
2010-07-20,0.0
2010-07-23,0.0
2010-07-27,0.0
2010-07-30,9.0909
2010-08-02,8.3333
2010-08-03,-15.3846
2010-08-05,-7.2727
2010-08-06,27.451
2010-08-09,-21.5385
2010-08-10,0.0
2010-08-11,-11.7647
2010-08-18,-33.3333
2010-08-19,50.0
2010-08-23,-33.3333
2010-08-24,-36.6667
2010-08-26,-5.2632
2010-08-30,-16.6667
2010-08-31,0.0
2010-09-03,0.0
2010-09-07,140.0
2010-09-08,25.0
2010-09-14,-46.6667
2010-09-15,4.1667
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,-20.0
2010-09-23,-20.0
2010-09-28,0.0
2010-09-30,-18.75
2010-10-01,0.0
2010-10-04,0.0
2010-10-07,0.0
2010-10-11,-38.4615
2010-10-12,25.0
2010-10-14,0.0
2010-10-15,-30.0
2010-10-18,-57.1429
2010-10-22,66.6667
2010-10-28,0.0
2010-11-04,-20.0
2010-11-08,-25.0
2010-11-09,-50.0
2010-11-10,106.6667
2010-11-17,29.0323
2010-11-18,25.0
2010-11-29,0.0
2010-12-08,0.0
2010-12-10,-60.0
2010-12-13,125.0
2010-12-14,13.3333
2010-12-15,17.647100000000002
2010-12-16,-16.6667
2010-12-17,-5.0
2010-12-20,-13.6842
2010-12-21,-2.439
2010-12-27,-37.5
2010-12-28,-20.5
2010-12-30,-34.5912
2010-12-31,15.3846
2011-01-03,0.8333
2011-01-06,58.6777
2011-01-10,-16.6667
2011-01-12,-25.0
2011-01-13,-33.3333
2011-01-14,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,0.0
2011-01-25,-5.0
2011-01-26,0.0
2011-01-27,215.7895
2011-01-28,-16.6667
2011-01-31,-28.0
2011-02-01,38.8889
2011-02-02,16.0
2011-02-03,37.931
2011-02-04,12.5
2011-02-07,-6.6667
2011-02-08,-7.1429
2011-02-09,0.0
2011-02-11,-10.2564
2011-02-14,14.2857
2011-02-15,22.5
2011-02-16,-20.4082
2011-02-17,92.3077
2011-02-18,13.3333
2011-02-22,-12.9412
2011-02-23,-32.4324
2011-02-24,-20.0
2011-02-25,-37.5
2011-02-28,-16.0
2011-03-01,-52.381
2011-03-02,0.0
2011-03-03,10.0
