ticker,BYRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-13,93.3333
2006-09-14,8.6207
2006-09-15,-15.873
2006-09-27,18.8679
2006-09-28,3.1746
2006-09-29,-3.0769
2006-10-02,11.1111
2006-10-03,4.2857
2006-10-05,2.7397
2006-10-10,-6.6667
2006-10-11,0.0
2006-10-12,8.5714
2006-10-13,-6.5789
2006-10-16,5.6338
2006-10-17,-2.6667
2006-10-18,-4.1096
2006-10-23,0.0
2006-10-24,-1.4285999999999999
2006-10-26,-5.7971
2006-10-27,0.0
2006-10-31,0.0
2006-11-01,-7.6923
2006-11-02,20.0
2006-11-03,59.7222
2006-11-06,8.6957
2006-11-07,-4.0
2006-11-08,-4.1667
2006-11-09,0.0
2006-11-10,12.1739
2006-11-13,4.6512
2006-11-14,40.7407
2006-11-15,34.2105
2006-11-16,3.9215999999999998
2006-11-17,-24.5283
2006-11-20,7.5
2006-11-21,4.6512
2006-11-22,-11.1111
2006-11-24,11.0
2006-11-27,-6.7568
2006-11-28,7.7295
2006-11-29,0.8969
2006-11-30,-8.8889
2006-12-01,-0.9756
2006-12-04,-11.33
2006-12-05,11.1111
2006-12-06,1.0
2006-12-07,-5.9406
2006-12-08,5.2632
2006-12-11,-12.5
2006-12-12,11.4286
2006-12-13,1.0256
2006-12-14,-3.5533
2006-12-15,0.0
2006-12-18,-4.7368
2006-12-20,2.2099
2006-12-21,2.7027
2006-12-27,1.0526
2006-12-28,-3.125
2007-01-03,0.0
2007-01-05,2.1505
2007-01-08,-7.8947
2007-01-09,5.7143
2007-01-10,0.0
2007-01-11,0.0
2007-01-12,5.4054
2007-01-16,5.1282
2007-01-17,31.7073
2007-01-18,0.0
2007-01-19,11.1111
2007-01-22,0.0
2007-01-23,3.3333
2007-01-24,0.0
2007-01-25,3.2258
2007-01-26,10.9375
2007-01-29,1.4085
2007-01-30,-1.3889
2007-01-31,2.8169
2007-02-01,0.0
2007-02-02,1.3699
2007-02-05,0.0
2007-02-06,1.0811
2007-02-07,1.6042999999999998
2007-02-08,-1.3158
2007-02-09,-4.0
2007-02-12,-7.2222
2007-02-13,-10.1796
2007-02-14,0.0
2007-02-15,1.6667
2007-02-16,6.5574
2007-02-20,-4.6154
2007-02-21,0.0
2007-02-22,1.6129
2007-02-23,-2.5397
2007-02-26,6.8404
2007-02-27,-2.439
2007-02-28,3.125
2007-03-01,0.0
2007-03-02,-1.5152
2007-03-05,0.0
2007-03-06,-1.5385
2007-03-07,-3.125
2007-03-08,0.0
