ticker,PNGM US Equity
2010-03-22,0.0
2010-03-23,-8.3333
2010-03-24,-9.0909
2010-03-25,0.0
2010-03-26,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-05,9.5
2010-04-06,8.6758
2010-04-07,0.0
2010-04-09,-15.9664
2010-04-12,0.0
2010-04-13,19.0
2010-04-15,-15.9664
2010-04-16,0.0
2010-04-19,-15.0
2010-04-21,-5.8824
2010-04-22,36.25
2010-04-23,-26.6055
2010-04-26,0.0
2010-04-27,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-04,0.0
2010-05-07,25.0
2010-05-10,-20.0
2010-05-11,0.0
2010-05-13,-12.5
2010-05-14,0.0
2010-05-18,14.2857
2010-05-19,25.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,40.0
2010-05-28,-28.5714
2010-06-03,-10.0
2010-06-04,33.3333
2010-06-07,-25.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-25,11.1111
2010-06-29,-40.0
2010-06-30,0.0
2010-07-02,-16.6667
2010-07-06,80.0
2010-07-07,33.3333
2010-07-15,-12.5
2010-07-16,9.5238
2010-07-29,-39.1304
2010-07-30,42.8571
2010-08-10,-29.875
2010-08-12,-0.1783
2010-08-16,0.0
2010-08-27,7.1429
2010-09-02,-6.6667
2010-09-03,0.0
2010-09-20,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-28,28.5714
2010-10-05,-11.1111
2010-10-12,-12.5
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,-28.5714
2010-10-22,0.0
2010-10-25,40.0
2010-10-27,-27.8571
2010-11-04,-0.9901
2010-11-18,2.0
2010-11-26,0.0
2010-12-01,154.902
2010-12-02,-7.6923
2010-12-03,-17.5
2010-12-06,9.2803
2010-12-07,0.751
2010-12-08,-17.4312
2010-12-09,-28.8889
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,1.5625
2010-12-15,0.0
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,23.0769
2010-12-23,-18.75
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-06,0.0
2011-01-07,23.0769
2011-01-10,25.0
2011-01-11,0.0
2011-01-13,-30.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-21,-57.1429
2011-01-25,100.0
2011-02-07,-30.0
2011-02-08,-4.7619
2011-02-09,0.0
2011-02-15,0.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,60.0
2011-02-24,1.5625
2011-02-28,0.0
2011-03-01,15.3846
2011-03-03,0.0
2011-03-04,6.6667
2011-03-07,31.25
2011-03-08,42.8571
2011-03-09,-20.0
2011-03-10,4.1667
2011-03-15,4.0
2011-03-16,-3.8462
2011-03-17,4.0
2011-03-18,15.3846
2011-03-22,6.6667
2011-03-23,9.375
2011-03-24,42.8571
2011-03-25,-18.0
2011-03-28,0.0
2011-03-30,2.439
2011-03-31,9.8512
2011-04-01,-4.6329
2011-04-04,0.0
2011-04-05,-6.8182
2011-04-06,12.1951
2011-04-07,13.0435
2011-04-08,1.9231
2011-04-11,-1.4623
2011-04-12,-15.7492
2011-04-13,4.5455
2011-04-14,4.3478
2011-04-15,12.5
2011-04-18,7.4074
2011-04-19,0.0
2011-04-20,-3.4483
2011-04-21,1.7856999999999998
2011-04-25,1.7544
2011-04-26,-10.3448
2011-04-27,-15.3846
2011-04-28,25.0
2011-04-29,5.0909
2011-05-02,-8.3045
2011-05-03,-13.2075
2011-05-04,-1.7391
2011-05-05,-7.0796
2011-05-06,4.7619
2011-05-09,13.6364
2011-05-10,-12.0
2011-05-11,0.0
2011-05-12,0.0
2011-05-13,4.5455
2011-05-16,0.0
2011-05-17,-10.8696
2011-05-18,2.439
2011-05-19,-23.8095
2011-05-20,-6.25
2011-05-23,-6.6667
2011-05-24,-21.4286
2011-05-25,9.0909
2011-05-26,16.6667
2011-05-27,7.0536
2011-05-31,-16.5972
2011-06-01,-20.0
2011-06-02,5.0
2011-06-03,0.0
2011-06-06,-14.2857
2011-06-07,10.0
2011-06-08,0.0
2011-06-09,0.8838
2011-06-10,-9.8874
2011-06-13,8.8889
2011-06-14,-1.5306
2011-06-15,-11.9171
2011-06-16,17.647100000000002
2011-06-17,0.0
2011-06-20,-9.0
2011-06-21,-8.7912
2011-06-22,2.4096
2011-06-23,0.0
2011-06-24,-21.1765
2011-06-27,4.4776
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,1.4285999999999999
2011-07-01,0.0
2011-07-05,2.8169
2011-07-06,2.7397
2011-07-07,-5.3333
2011-07-08,26.7606
2011-07-12,-11.1111
2011-07-13,0.0
2011-07-14,12.5
2011-07-15,22.2222
2011-07-18,-9.0909
2011-07-19,-20.0
2011-07-22,6.25
2011-07-25,-29.4118
2011-07-26,16.6667
2011-07-27,4.2857
2011-07-28,0.0
2011-07-29,0.0
2011-08-01,2.7397
2011-08-02,4.0
2011-08-03,1.4423
2011-08-04,1.1058
2011-08-05,-1.0937999999999999
2011-08-08,1.1058
2011-08-09,25.0
2011-08-10,-25.0
2011-08-11,6.6667
2011-08-12,-31.25
2011-08-15,-18.1818
2011-08-16,8.6111
2011-08-17,-1.7903
2011-08-18,31.25
2011-08-19,47.619
2011-08-22,-2.2849
2011-08-23,-6.4649
2011-08-24,-11.7647
2011-08-25,4.0
2011-08-26,-3.8462
2011-08-29,-20.0
2011-08-30,5.0
2011-08-31,-4.7619
2011-09-01,0.0
2011-09-02,25.0
2011-09-06,6.6667
2011-09-07,0.0
2011-09-08,-2.6563
2011-09-09,-10.1124
2011-09-12,-12.857099999999999
2011-09-13,6.3525
2011-09-14,0.1927
2011-09-15,-3.8462
2011-09-16,0.0
2011-09-19,-19.8
2011-09-20,-4.2394
2011-09-21,-16.6667
2011-09-22,25.0
2011-09-23,0.0
2011-09-26,-39.75
2011-09-27,32.7801
2011-09-28,-22.1875
2011-09-29,28.5141
2011-09-30,-10.0
2011-10-03,-16.6667
2011-10-04,16.6667
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,-14.2857
2011-10-10,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,6.6667
2011-10-17,3.125
2011-10-18,-9.0909
2011-10-19,33.3333
2011-10-20,-12.5
2011-10-24,-8.5714
2011-10-25,0.0
2011-10-26,9.375
2011-10-27,-8.5714
2011-10-28,-6.25
2011-10-31,0.0
2011-11-01,-16.6667
2011-11-02,60.0
2011-11-03,-37.1875
2011-11-04,3.9801
2011-11-07,52.6316
2011-11-08,-24.7649
2011-11-09,32.9167
2011-11-10,-0.4702
2011-11-14,25.9843
2011-11-15,-46.0
2011-11-16,0.0
2011-11-18,0.463
2011-11-21,-7.8341
2011-11-22,4.0
2011-11-23,-3.8462
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,-12.0
2011-12-01,22.7273
2011-12-02,-18.5185
2011-12-05,0.0
2011-12-06,0.5682
2011-12-07,0.0
2011-12-08,-0.565
2011-12-09,0.0
2011-12-14,0.0
2011-12-15,-9.0909
2011-12-19,-50.0
2011-12-20,150.0
2011-12-21,0.0
2011-12-23,-52.0
2011-12-27,0.0
2011-12-28,66.6667
2011-12-29,-12.5
2011-12-30,-8.5714
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-10,0.0
2012-01-11,0.0
2012-01-13,-3.125
2012-01-17,0.0
2012-01-18,9.6774
2012-01-19,0.0
2012-01-20,0.0
2012-01-25,0.0
2012-01-26,-11.7647
2012-01-27,0.0
2012-01-30,-20.0
2012-02-03,25.0
2012-02-08,-13.3333
2012-02-09,46.1538
2012-02-10,0.0
2012-02-14,-26.3158
2012-02-16,35.7143
2012-02-21,5.2632
2012-02-22,0.0
2012-02-24,0.0
2012-02-27,0.0
2012-02-28,0.0
2012-02-29,0.0
2012-03-01,50.0
2012-03-02,33.3333
2012-03-05,25.0
2012-03-06,-20.0
2012-03-08,22.5
2012-03-09,12.2449
2012-03-12,0.0
2012-03-13,-10.9091
2012-03-14,0.0
2012-03-15,6.1224
2012-03-16,0.0
2012-03-21,-13.461500000000001
2012-03-22,0.0
2012-03-27,0.0
2012-03-28,0.0
2012-03-30,-11.1111
2012-04-02,25.0
2012-04-03,0.0
2012-04-09,-20.0
2012-04-10,0.0
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,0.0
2012-04-16,25.0
2012-04-17,0.0
2012-04-18,-10.0
2012-04-19,11.1111
2012-04-20,-6.0
2012-04-23,6.383
2012-04-24,10.0
2012-04-27,-27.2727
2012-04-30,-25.0
2012-05-03,0.0
2012-05-07,16.6667
2012-05-08,-14.2857
2012-05-15,-33.3333
2012-05-16,55.0
2012-05-17,0.0
2012-05-21,-3.2258
2012-05-23,0.0
2012-05-24,-20.0
2012-05-25,0.0
2012-05-31,0.0
2012-06-01,0.0
2012-06-05,-8.3333
2012-06-07,27.2727
2012-06-11,-21.4286
2012-06-12,9.0909
2012-06-15,4.1667
2012-06-20,-12.0
2012-06-22,0.0
2012-06-27,0.0
2012-06-29,0.0
2012-07-02,0.0
2012-07-12,0.0
2012-07-16,-9.0909
2012-07-19,20.0
2012-07-23,-16.6667
2012-07-30,0.0
2012-07-31,0.0
2012-08-03,5.0
2012-08-06,0.0
2012-08-07,33.3333
2012-08-08,0.0
2012-08-09,7.1429
2012-08-10,20.0
2012-08-13,11.1111
2012-08-14,22.5
2012-08-15,34.6939
2012-08-16,16.6667
2012-08-17,3.8961
2012-08-20,-11.25
2012-08-21,0.7042
2012-08-22,-2.0979
2012-08-23,0.0
2012-08-24,7.1429
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,-6.6667
2012-08-31,7.1429
2012-09-04,-13.5
2012-09-05,23.3141
2012-09-06,-0.3906
2012-09-07,0.3922
2012-09-10,18.75
2012-09-11,-10.526299999999999
2012-09-12,-11.7647
2012-09-13,6.5
2012-09-14,-15.336500000000001
2012-09-17,-11.2754
2012-09-18,20.0
2012-09-19,-22.2222
2012-09-20,0.0
2012-09-21,-19.6429
2012-09-24,-11.1111
2012-09-25,22.5
2012-09-26,-18.3673
2012-09-27,0.0
2012-09-28,0.0
2012-10-01,12.5
2012-10-02,11.1111
2012-10-03,40.0
2012-10-04,-14.2857
2012-10-05,13.3333
2012-10-08,-11.7647
2012-10-09,10.0
2012-10-10,0.0
2012-10-11,-16.6667
2012-10-12,0.0
2012-10-15,18.1818
2012-10-16,-15.3846
2012-10-17,-9.0909
2012-10-18,10.0
2012-10-19,-9.0909
2012-10-22,10.0
2012-10-24,-27.2727
2012-10-25,24.6875
2012-10-26,-9.7744
2012-10-31,33.3333
2012-11-01,6.4583
2012-11-02,-12.0352
2012-11-05,-10.7898
2012-11-06,9.7257
2012-11-07,-9.0909
2012-11-08,0.0
2012-11-09,10.0
2012-11-12,-9.0909
2012-11-13,20.0
2012-11-14,3.3333
2012-11-15,-3.2258
2012-11-16,0.0
2012-11-19,-20.0
2012-11-20,-14.5833
2012-11-21,9.7561
2012-11-26,21.9444
2012-11-27,0.0
2012-11-28,-8.8838
2012-11-29,0.0
2012-11-30,-9.75
2012-12-03,-0.277
2012-12-04,-8.8889
2012-12-05,0.0
2012-12-06,21.6463
2012-12-07,-17.7945
2012-12-10,0.0
2012-12-11,0.0
2012-12-14,-21.9512
2012-12-17,25.0
2012-12-18,0.0
2012-12-19,-0.3125
2012-12-20,-18.4953
2012-12-21,7.6923
2012-12-24,-7.1429
2012-12-26,-4.2308
2012-12-27,3.4137
2012-12-28,-0.5825
2012-12-31,15.625
2013-01-02,-18.9189
2013-01-03,0.0
2013-01-04,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,10.0
2013-01-10,6.0606
2013-01-11,14.2857
2013-01-14,-12.5
2013-01-15,0.0
2013-01-16,-14.2857
2013-01-17,-6.6667
2013-01-18,-7.1429
2013-01-22,0.0
2013-01-23,-3.8462
2013-01-24,-8.0
2013-01-25,-4.3478
2013-01-28,36.3636
2013-01-29,0.0
2013-01-30,0.0
2013-01-31,16.6667
2013-02-01,14.2857
2013-02-04,-17.5
2013-02-05,18.1818
2013-02-06,-10.2564
2013-02-07,0.0
2013-02-08,-5.1786
2013-02-11,6.0264
2013-02-12,-5.6838
2013-02-13,-18.6441
2013-02-14,0.0
2013-02-19,0.0
2013-02-20,-0.6944
2013-02-21,0.6993
2013-02-22,-7.4074
2013-02-25,-12.0
2013-02-26,-9.0909
2013-02-27,-5.0
2013-02-28,21.0526
2013-03-01,17.3913
2013-03-04,-31.4815
2013-03-05,8.1081
2013-03-06,-7.5
2013-03-07,8.1081
2013-03-08,25.0
2013-03-11,8.0
2013-03-12,18.5185
2013-03-13,-15.625
2013-03-14,3.7037
2013-03-15,-10.7143
2013-03-18,16.0
2013-03-19,-13.7931
2013-03-20,-7.25
2013-03-21,1.3477000000000001
2013-03-22,2.1277
2013-03-25,20.8333
2013-03-26,-13.7931
2013-03-27,14.75
2013-03-28,-5.8824
2013-04-01,0.0
2013-04-02,-6.9444
2013-04-03,3.4826
2013-04-04,-3.8462
2013-04-05,7.5
2013-04-08,-13.9535
2013-04-09,8.1081
2013-04-10,0.0
2013-04-11,-3.5
2013-04-12,0.0
2013-04-15,0.0
2013-04-16,-6.7358
2013-04-17,0.0
2013-04-18,-6.6667
2013-04-22,0.5952
2013-04-23,-4.7337
2013-04-24,9.3168
2013-04-25,25.0
2013-04-26,-23.1818
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-06,-4.7337
2013-05-07,0.0
2013-05-08,-0.6211
2013-05-09,0.0
2013-05-10,0.0
2013-05-13,-0.625
2013-05-14,-6.2893
2013-05-15,7.3826
2013-05-16,-7.5
2013-05-20,0.0
2013-05-21,-2.7027
2013-05-22,-2.7778
2013-05-23,2.8571
2013-05-24,0.0
2013-05-28,-2.7778
2013-05-29,0.0
2013-05-30,-2.8571
2013-05-31,46.3235
2013-06-05,-43.7186
2013-06-06,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-14,7.1429
2013-06-17,20.0
2013-06-18,-22.2222
2013-06-19,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,-21.4286
2013-06-28,0.0
2013-07-02,54.5455
2013-07-09,-11.7647
2013-07-10,-26.6667
2013-07-11,0.0
2013-07-12,0.0
2013-07-15,72.7273
2013-07-16,-47.3684
2013-07-17,0.0
2013-07-18,0.0
2013-07-22,85.0
2013-07-23,-24.3243
2013-07-24,-7.1429
2013-07-25,0.0
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-08-01,34.6154
2013-08-02,-42.8571
2013-08-05,0.0
2013-08-07,0.0
2013-08-09,0.0
2013-08-14,-35.0
2013-08-15,36.5385
2013-08-16,7.0423
2013-08-23,-31.5789
2013-08-26,38.4615
2013-08-28,-27.7778
2013-08-29,10.5769
2013-08-30,0.0
2013-09-03,-2.6087
2013-09-04,-11.607099999999999
2013-09-05,16.1616
2013-09-06,11.3043
2013-09-11,-22.6563
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,21.2121
2013-09-18,-17.5
2013-09-19,-1.0101
2013-09-24,0.0
2013-09-25,-2.0408
2013-09-26,-13.5417
2013-09-30,-3.6145
2013-10-01,0.0
2013-10-02,20.0
2013-10-03,-16.6667
2013-10-04,-3.75
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,3.8961
2013-10-11,-3.75
2013-10-17,-6.4935
2013-10-18,-6.9444
2013-10-21,-4.4776
2013-10-22,0.0
2013-10-23,-12.5
2013-10-28,14.2857
2013-10-29,0.0
2013-10-31,0.0
2013-11-01,42.1875
2013-11-04,-20.8791
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,-33.3333
2013-11-08,0.0
2013-11-12,0.0
2013-11-15,-12.5
2013-11-18,0.0
2013-11-20,-4.7619
2013-11-22,20.0
2013-11-25,-33.3333
2013-11-26,0.0
2013-11-27,-18.75
2013-12-02,-7.6923
2013-12-03,8.3333
2013-12-04,0.0
2013-12-09,0.0
2013-12-10,0.0
2013-12-18,3.8462
2013-12-19,29.6296
2013-12-20,37.1429
2013-12-23,-33.3333
2013-12-24,0.0
2013-12-26,15.625
2013-12-30,-5.4054
2013-12-31,14.2857
2014-01-02,0.0
2014-01-06,0.0
2014-01-07,20.0
2014-01-08,-16.6667
2014-01-09,12.5
2014-01-13,-11.1111
2014-01-14,12.5
2014-01-16,-11.1111
2014-01-23,20.0
2014-01-27,-16.6667
2014-01-28,0.0
2014-01-30,12.5
2014-01-31,-24.4444
2014-02-05,0.0
2014-02-10,17.647100000000002
2014-02-12,-15.0
2014-02-14,0.0
2014-02-19,2.9412000000000003
2014-02-20,5.7143
2014-02-24,-21.6216
2014-02-26,0.0
2014-02-27,37.931
2014-03-04,12.5
2014-03-06,0.0
2014-03-07,-46.6667
2014-03-11,0.0
2014-03-24,0.0
2014-03-25,87.5
2014-03-26,-46.6667
2014-03-27,20.8333
2014-04-01,-17.2414
2014-04-04,0.0
2014-04-07,0.0
2014-04-22,0.0
2014-04-25,0.0
2014-04-28,0.0
2014-05-13,-20.8333
2014-05-15,0.0
2014-05-16,0.0
2014-05-19,0.0
2014-05-22,0.0
2014-05-27,0.0
2014-05-29,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,10.526299999999999
2014-06-13,0.0
2014-06-18,4.7619
2014-06-26,0.0
2014-06-27,-4.5455
2014-07-01,4.7619
2014-07-02,0.0
2014-07-08,0.0
2014-07-10,-4.5455
2014-07-15,14.2857
2014-07-17,0.0
2014-07-23,12.5
2014-07-24,0.0
2014-07-31,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-14,18.5185
2014-08-21,0.0
2014-08-22,0.0
2014-08-27,6.25
2014-09-05,-5.8824
2014-09-08,0.0
2014-09-10,0.0
2014-09-18,0.0
2014-09-19,-93.75
2014-09-23,800.0
2014-09-29,0.0
2014-10-08,0.0
2014-10-21,0.0
2014-10-27,0.0
2014-10-29,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-10,0.0
2014-11-12,0.0
2014-11-17,0.0
2014-11-21,0.0
2014-12-01,0.0
2014-12-04,0.0
2014-12-08,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-19,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,0.0
2015-01-05,0.0
2015-01-08,0.0
2015-01-14,0.0
2015-01-20,0.0
2015-01-27,5.5556
2015-01-28,-5.2632
2015-02-04,-11.1111
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,81.25
2015-02-17,-34.4828
2015-02-24,0.0
2015-02-25,0.0
2015-02-27,0.0
2015-03-04,0.0
2015-03-10,26.3158
2015-03-12,-33.3333
2015-03-18,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-15,50.0
2015-04-23,-25.0
2015-04-24,0.0
2015-04-30,0.0
2015-05-05,66.6667
2015-05-07,-40.0
2015-05-14,0.0
2015-05-18,-11.1111
2015-05-27,-12.5
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-08,221.4286
2015-06-11,-64.4444
2015-06-23,0.0
2015-06-25,0.0
2015-07-01,0.0
2015-07-14,87.5
2015-07-15,-46.6667
2015-08-04,100.0
2015-08-05,25.0
2015-08-06,-20.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-18,0.0
2015-08-26,0.0
2015-08-31,0.0
2015-09-15,0.0
2015-09-16,-25.0
2015-09-28,33.3333
2015-09-30,0.0
2015-10-05,-25.0
2015-11-05,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-24,0.0
2015-12-01,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-09,-33.3333
2015-12-11,0.0
2015-12-16,0.0
2015-12-22,0.0
2015-12-24,0.0
2015-12-29,-31.25
2015-12-31,0.0
2016-01-04,72.7273
2016-01-11,0.0
2016-02-01,-42.1053
2016-02-18,0.0
2016-03-04,0.0
2016-03-09,0.0
2016-03-16,18.1818
2016-03-23,-15.3846
2016-03-28,-9.0909
2016-04-04,0.0
2016-04-05,0.0
2016-04-12,10.0
2016-04-14,-9.0909
2016-04-15,0.0
2016-05-03,0.0
2016-05-05,0.0
2016-05-17,0.0
2016-05-23,0.0
2016-06-08,0.0
2016-06-20,40.0
2016-06-24,-21.4286
2016-06-30,-9.0909
2016-07-01,0.0
2016-07-05,0.0
2016-07-11,0.0
2016-08-01,0.0
2016-08-04,220.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-23,9.375
2016-09-19,-8.5714
2016-09-21,18.75
2016-09-23,-15.7895
2016-10-05,25.0
2016-10-07,15.0
2016-10-13,-30.4348
2016-10-25,-68.75
2016-10-26,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-15,10.0
2016-11-16,-9.0909
2016-11-21,20.0
2016-11-23,-16.6667
2016-12-02,0.0
2016-12-05,10.0
2016-12-06,90.9091
2016-12-08,-52.381
2016-12-09,0.0
2016-12-15,-20.0
2016-12-29,25.0
2017-01-05,-20.0
2017-01-10,162.5
2017-01-24,-52.381
2017-01-31,-20.0
2017-02-08,25.0
2017-02-16,-40.0
2017-03-01,0.0
2017-03-10,300.0
2017-03-14,8.3333
2017-03-15,-76.9231
2017-04-05,83.3333
2017-04-10,18.1818
2017-04-26,0.0
2017-05-01,0.0
2017-05-02,-15.3846
2017-05-03,27.2727
2017-05-04,-21.4286
2017-05-05,190.9091
2017-05-08,-18.75
2017-05-09,53.8462
2017-05-10,-67.5
2017-05-11,23.0769
2017-05-15,0.0
2017-05-25,-50.0
2017-06-08,20.0
2017-06-15,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-23,16.6667
2017-06-27,-14.2857
2017-06-28,0.0
2017-06-30,0.0
2017-07-07,0.0
2017-07-13,20.0
2017-07-14,-16.6667
2017-07-19,0.0
2017-07-26,0.0
2017-07-27,0.0
2017-08-03,0.0
2017-08-16,0.0
2017-08-25,0.0
2017-08-29,0.0
2017-09-07,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-17,83.3333
2017-10-27,-22.7273
2017-10-31,-17.647100000000002
2017-11-02,0.0
2017-11-06,0.0
2017-11-08,0.0
2017-11-17,258.5714
2017-11-20,63.3466
2017-11-21,2.439
2017-11-22,-19.0476
2017-11-24,-8.8235
2017-11-27,54.8387
2017-11-28,2.0833
2017-11-29,-12.2449
2017-11-30,54.4186
2017-12-01,20.4819
2017-12-04,-14.875
2017-12-05,2.79
2017-12-06,-32.8571
2017-12-07,2.1277
2017-12-12,-4.1667
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,-13.0435
2017-12-19,2.5
2017-12-20,2.439
2017-12-22,1.9048
2017-12-27,0.0
2017-12-29,-6.5421
2018-01-04,0.0
2018-01-09,62.5
2018-01-10,0.0
2018-01-18,6.1538
2018-01-19,15.942
2018-01-22,20.0
2018-01-23,3.125
2018-01-24,-23.7374
2018-01-25,-3.3113
2018-01-26,31.1918
2018-01-29,-42.5707
2018-01-30,-5.4545
2018-02-01,0.0
2018-02-05,5.7692
2018-02-09,5.4545
2018-02-12,5.1724
2018-02-16,-42.623
2018-02-20,14.2857
2018-02-27,0.0
2018-02-28,47.5
2018-03-02,3.3898
2018-03-06,44.2623
2018-03-12,-31.8182
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,-56.6667
2018-03-21,0.0
2018-03-26,-96.1538
2018-03-28,2600.0
2018-04-02,0.0
2018-04-11,0.0
2018-04-12,-3.7037
2018-04-17,0.0
2018-04-26,-57.6923
2018-05-01,277.2727
2018-05-09,-1.2048
2018-05-10,-68.2927
2018-05-21,0.0
2018-05-22,15.3846
2018-06-25,173.3333
2018-06-26,-68.2927
2018-07-09,7.6923
2018-07-16,-14.2857
2018-07-20,25.0
2018-07-24,-6.6667
2018-08-02,0.0
2018-08-03,0.0
2018-08-09,-3.5714
2018-08-16,3.7037
2018-08-21,-7.1429
2018-08-23,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-09-12,0.0
2018-09-17,0.0
2018-09-26,-53.8462
2018-09-27,16.6667
2018-10-02,14.2857
2018-10-03,0.0
2018-10-05,0.0
2018-10-11,0.0
2018-10-15,0.0
2018-10-25,25.0
2018-10-30,100.0
2018-11-05,-50.0
2018-11-06,50.0
2018-11-12,-33.3333
2018-11-16,0.0
2018-11-21,50.0
2018-11-26,66.6667
2018-12-04,-44.8
2018-12-06,8.6957
2018-12-07,153.3333
2018-12-11,44.7368
2018-12-12,-34.5455
2018-12-13,25.0
2018-12-20,-13.3333
2018-12-21,-10.2564
2018-12-24,-5.7143
2018-12-26,-3.0303
2018-12-28,-43.75
2018-12-31,111.1111
2019-01-08,-23.6842
2019-01-09,2.069
2019-01-10,-2.027
2019-01-11,-13.7931
2019-01-15,40.0
