ticker,GMRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-04,-4.6652000000000005
2014-08-12,-10.0
2014-08-13,0.0
2014-08-27,22.3406
2014-09-17,-54.5455
2014-10-27,90.4056
2014-10-28,18.5332
2014-11-10,-33.3333
2016-02-01,-99.7874
2016-06-28,25025.6281
2016-06-29,0.1
2016-06-30,0.999
2016-07-01,0.3956
2016-07-05,0.0985
2016-07-06,-0.3937
2016-07-07,-0.0988
2016-07-08,1.8793
2016-07-11,1.5534
2016-07-12,-0.5736
2016-07-13,-0.8654
2016-07-14,-0.7759
2016-07-15,1.173
2016-07-18,1.1594
2016-07-19,-0.382
2016-07-20,0.5753
2016-07-21,0.286
2016-07-22,1.9962
2016-07-25,0.5592
2016-07-26,-0.278
2016-07-27,-0.8364
2016-07-28,1.3121
2016-07-29,1.0176
2016-08-01,-0.4579
2016-08-02,-0.552
2016-08-03,-0.7401
2016-08-04,0.2796
2016-08-05,-1.1152
2016-08-08,0.282
2016-08-09,0.0
2016-08-10,0.656
2016-08-11,1.3035
2016-08-12,-0.1838
2016-08-15,1.105
2016-08-16,0.0911
2016-08-17,-1.5469
2016-08-18,0.8318
2016-08-19,1.9247999999999998
2016-08-22,-2.0683
2016-08-23,-1.3774
2016-08-24,-0.0931
2016-08-25,0.1864
2016-08-26,-0.2791
2016-08-29,1.1194
2016-08-30,-0.6458
2016-08-31,-0.1857
2016-09-01,-1.4884
2016-09-02,1.322
2016-09-06,-2.2367
2016-09-07,-2.2879
2016-09-08,-0.0976
2016-09-09,-0.3906
2016-09-12,-0.7843
2016-09-13,-3.6561
2016-09-14,2.5641
2016-09-15,1.3
2016-09-16,-0.2962
2016-09-19,3.2673
2016-09-20,-2.6846
2016-09-21,0.0
2016-09-22,2.1675
2016-09-23,-0.2893
2016-09-26,-1.8738000000000001
2016-09-27,-2.5126
2016-09-28,2.6804
2016-09-29,-2.1084
2016-09-30,0.1026
2016-10-03,-1.127
2016-10-04,-4.6632
2016-10-05,2.2826
2016-10-06,-1.169
2016-10-07,-0.6452
2016-10-10,1.7316
2016-10-11,0.0
2016-10-12,-2.0213
2016-10-13,0.6515
2016-10-14,1.2945
2016-10-17,0.7455
2016-10-18,-0.2114
2016-10-19,-0.4237
2016-10-20,-2.0213
2016-10-21,-0.1086
2016-10-24,0.6522
2016-10-25,-0.432
2016-10-26,-0.1085
2016-10-27,-1.1944
2016-10-28,1.0989
2016-10-31,5.9783
2016-11-01,-5.4359
2016-11-02,-4.7722
