ticker,DIEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-12,-52.0
2006-04-26,66.6667
2006-04-27,0.0
2006-04-28,0.0
2006-05-11,0.0
2006-05-12,-37.5
2006-05-15,-20.0
2006-05-16,30.0
2006-05-18,-23.0769
2006-05-23,20.0
2006-05-24,8.3333
2006-05-30,0.0
2006-05-31,-30.7692
2006-06-01,0.0
2006-06-02,-22.2222
2006-06-05,14.2857
2006-06-16,-12.5
2006-06-22,14.2857
2006-06-26,-12.5
2006-06-28,-28.5714
2006-06-29,5.0
2006-06-30,-42.8571
2006-07-05,16.6667
2006-07-06,5.7143
2006-07-07,-5.4054
2006-07-10,-14.2857
2006-07-11,-33.3333
2006-07-12,25.0
2006-07-13,0.0
2006-07-17,0.0
2006-07-18,0.0
2006-07-19,0.0
2006-07-24,0.0
2006-07-25,-10.0
2006-07-28,-2.2222
2006-07-31,-9.0909
2006-08-02,0.0
2006-08-03,0.0
2006-08-04,0.0
2006-08-07,0.0
2006-08-09,10.0
2006-08-10,45.4545
2006-08-11,-34.375
2006-08-14,0.0
2006-08-15,0.0
2006-08-16,9.5238
2006-08-17,-8.6957
2006-08-18,19.0476
2006-08-21,-28.0
2006-08-22,-5.5556
2006-08-23,-17.647100000000002
2006-08-24,-28.5714
2006-08-25,10.0
2006-08-28,0.0
2006-08-29,27.2727
2006-08-30,-7.1429
2006-08-31,14.4231
2006-09-01,-19.3277
2006-09-05,0.0
2006-09-06,0.0
2006-09-07,-8.3333
2006-09-11,18.1818
2006-09-12,-7.6923
2006-09-13,16.6667
2006-09-14,-21.4286
2006-09-15,18.1818
2006-09-18,-15.3846
2006-09-19,0.0
2006-09-20,34.6591
2006-09-21,-12.2363
2006-09-22,-15.3846
2006-09-25,0.0
2006-09-26,-18.1818
2006-09-27,-33.3333
2006-09-28,-16.6667
2006-09-29,-20.0
2006-10-02,-25.0
2006-10-03,0.0
2006-10-04,66.6667
2006-10-05,-20.0
2006-10-06,40.625
2006-10-09,77.7778
2006-10-10,-50.0
2006-10-11,-18.75
2006-10-12,-23.0769
2006-10-13,10.0
2006-10-16,-27.2727
2006-10-17,25.0
2006-10-18,10.0
2006-10-19,-45.4545
2006-10-20,33.3333
2006-10-23,-37.5
2006-10-25,20.0
2006-10-26,0.0
2006-10-27,0.0
2006-10-30,-16.6667
2006-10-31,20.0
2006-11-01,-16.6667
2006-11-02,20.0
2006-11-03,-16.6667
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,-40.0
