ticker,ARSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-25,17547.0588
2015-12-02,-94.0
2016-07-22,233.3333
2016-07-25,0.0
2016-07-26,48.75
2016-07-27,80.6723
2016-07-28,8.3721
2016-07-29,157.5107
2016-08-03,65.3333
2016-08-04,-79.0726
2016-08-05,35.8382
2016-08-08,11.3475
2016-08-09,33.758
2016-08-10,12.381
2016-08-11,13.5593
2016-08-12,7.4719999999999995
2016-08-15,5.5464
2016-08-16,6.5789
2016-08-17,-9.8765
2016-08-18,-0.6849
2016-08-19,-11.0345
2016-08-22,-17.8295
2016-08-23,-86.8691
2016-08-24,-38.2128
2016-08-25,-12.7907
2016-08-26,-13.1667
2016-08-29,-23.2246
2016-08-30,-9.75
2016-09-01,15.2355
2016-09-06,34.6154
2016-09-07,-14.2857
2016-09-08,25.0
2016-09-09,20.0
2016-09-12,-11.1111
2016-09-13,-12.5
2016-09-14,-14.2857
2016-09-15,16.4583
2016-09-16,-13.9535
2016-09-19,8.1081
2016-09-20,-5.9615
2016-09-21,-16.5644
2016-09-22,-13.7255
2016-09-23,-6.8182
2016-09-26,-14.6341
2016-09-27,-14.2857
2016-09-28,-16.6667
2016-09-29,-8.0
2016-09-30,-7.8804
2016-10-03,0.0
2016-10-04,-5.6047
2016-10-05,-40.0
2016-10-06,66.6667
2016-10-07,25.0
2016-10-10,25.5
2016-10-12,1.992
2016-10-14,-68.75
2016-10-17,10.0
2016-10-18,-17.0455
2016-10-19,64.3836
2016-10-20,-25.4167
2016-10-21,29.6089
2016-10-24,-24.1379
2016-10-26,27.2727
2016-10-27,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-02,-7.1429
2016-11-03,-15.3846
2016-11-04,0.0
2016-11-07,18.1818
2016-11-08,0.0
2016-11-09,-14.4231
2016-11-10,0.0
2016-11-15,-1.1236
2016-11-16,0.0
2016-11-18,0.0
2016-11-25,0.0
2016-11-28,17.0455
2016-11-29,-14.5631
2016-12-01,4.5455
2016-12-02,0.0
2016-12-05,-4.3478
2016-12-12,12.5
2016-12-14,-11.1111
2016-12-15,0.0
2016-12-16,9.0909
2016-12-21,-8.3333
2016-12-22,0.0
2016-12-27,-3.4091
2016-12-28,-1.1764999999999999
2016-12-29,0.0
2017-01-03,4.7619
2017-01-10,0.0
2017-01-11,-4.5455
2017-01-18,-23.8095
2017-01-30,0.0
2017-02-01,0.0
2017-02-07,6.25
2017-02-13,0.0
2017-02-15,27.2059
2017-02-16,214.4509
