ticker,PPTL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,11.1111
2000-01-04,-10.0
2000-01-05,0.0
2000-01-07,188.8889
2000-01-10,0.0
2000-01-11,-1.9231
2000-01-12,-52.9412
2000-01-13,50.0
2000-01-14,-2.7778
2000-01-18,-8.5714
2000-01-19,-24.0
2000-01-20,-13.1579
2000-01-24,23.1061
2000-01-25,0.0
2000-01-26,-6.4615
2000-01-27,-0.6579
2000-01-28,7.6159
2000-01-31,-30.7692
2000-02-01,44.4444
2000-02-02,-30.7692
2000-02-03,-5.5556
2000-02-04,-5.8824
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,-37.5
2000-02-10,360.0
2000-02-11,13.0435
2000-02-14,-3.8462
2000-02-15,8.0
2000-02-16,0.0
2000-02-17,-11.1111
2000-02-18,-16.6667
2000-02-22,-20.0
2000-02-23,25.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,5.0
2000-03-01,-19.0476
2000-03-02,-5.8824
2000-03-03,-12.5
2000-03-06,21.4286
2000-03-07,-11.7647
2000-03-08,0.0
2000-03-09,-13.3333
2000-03-10,23.0769
2000-03-13,3.125
2000-03-14,-3.0303
2000-03-15,-6.25
2000-03-16,10.0
2000-03-17,0.0
2000-03-21,-15.1515
2000-03-22,14.2857
2000-03-23,-9.375
2000-03-24,3.4483
2000-03-28,-6.6667
2000-03-30,-14.2857
2000-03-31,0.0
2000-04-06,16.6667
2000-04-10,-14.2857
2000-04-11,-16.0
2000-04-12,-40.4762
2000-04-13,0.0
2000-04-14,-16.6667
2000-04-18,0.0
2000-04-19,20.0
2000-04-25,233.3333
2000-04-26,-49.6
2000-04-27,-0.7937
2000-05-01,-15.2
2000-05-02,-24.5283
2000-05-03,0.0
2000-05-05,-31.25
2000-05-12,45.4545
2000-05-15,87.5
2000-05-16,-33.3333
2000-05-18,-10.0
2000-05-19,11.1111
2000-05-22,-12.5
2000-06-02,-20.0
2000-06-08,0.0
2000-06-16,14.2857
2000-06-22,9.375
2000-06-29,-54.2857
2000-07-05,45.0
2000-07-06,0.0
2000-08-02,20.6897
2000-08-08,0.0
2000-08-15,-37.1429
2000-08-16,-4.5455
2000-08-24,4.7619
2000-08-30,4.5455
2000-09-13,0.0
2000-09-15,-4.3478
2000-09-18,-9.0909
2000-09-21,-5.0
2000-10-02,-21.0526
2000-10-05,0.0
2000-10-17,-16.6667
2000-10-18,-20.0
2000-10-20,0.0
2000-10-23,0.0
2000-10-24,0.0
2000-10-27,30.0
