ticker,OSCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-10,1900.0
2011-03-16,-25.0
2011-03-17,0.0
2011-03-25,-33.3333
2011-03-29,0.0
2011-04-20,0.0
2011-04-21,-30.0
2011-04-26,0.0
2011-05-18,42.8571
2011-05-19,20.0
2011-05-26,-16.6667
2011-06-17,0.0
2011-06-29,440.0
2011-06-30,-12.963
2011-07-21,-72.1277
2011-07-28,-4.5802
2011-07-29,180.0
2011-08-08,0.0
2011-08-11,-64.2857
2011-08-16,0.0
2011-08-17,0.0
2011-08-24,0.0
2011-08-26,180.0
2011-08-29,-64.2857
2011-08-30,24.0
2011-09-01,-19.3548
2011-09-07,60.0
2011-09-20,-40.0
2011-10-03,-30.8333
2011-11-17,0.0
2011-11-18,0.0
2011-12-08,0.0
2011-12-14,0.0
2012-02-06,-33.7349
2012-02-07,0.0
2012-02-22,0.0
2012-03-09,0.0
2012-03-20,-27.2727
2012-03-22,0.0
2012-03-23,0.0
2012-04-05,0.0
2012-04-23,0.0
2012-06-06,-85.4167
2012-06-07,0.0
2012-06-11,0.0
2012-07-03,1342.8571
2012-07-11,0.0
2012-07-16,-0.9901
2012-07-17,1.0
2012-07-18,48.5149
2012-07-19,-0.6667
2012-07-20,0.6711
2012-07-23,-16.6667
2012-07-24,-18.4
2012-07-25,0.0
2012-07-26,-26.4706
2012-08-09,65.3333
2012-08-13,-26.25
2012-08-28,35.5932
2012-09-05,-75.0
2012-09-06,238.7097
2012-09-11,0.0
2012-09-12,0.0
2012-09-14,-31.6667
2012-09-18,46.3415
2012-11-07,-97.619
2012-11-09,2900.0
2012-11-13,-45.3333
2012-11-16,-63.4146
2012-11-19,0.0
2012-11-21,0.0
2012-11-27,-13.3333
2012-12-03,0.7692
2012-12-04,14.5038
2012-12-07,-13.3333
2012-12-13,0.0
2012-12-19,0.0
2012-12-26,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-07,0.0
2013-01-10,-61.5385
2013-01-14,0.0
2013-01-25,11.0
2013-02-22,-0.9009
2013-08-13,-19.7727
2013-08-29,126.6289
2013-09-16,-64.5
2013-10-21,0.0
2013-12-09,-15.493
2014-03-06,33.3333
2014-03-24,125.0
2014-03-31,0.0
2014-04-15,0.0
2014-04-25,0.0
2014-05-23,-55.5556
2014-05-28,0.0
2014-06-06,0.0
2014-08-14,0.3125
2014-10-07,-0.3115
2014-11-05,0.0
2014-12-15,0.0
2014-12-18,0.0
2014-12-30,0.0
2015-01-21,0.0
