ticker,AMHV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-28,300.0
2011-03-22,-0.5
2012-01-17,-72.3618
2012-10-24,354.5455
2012-10-31,145.0
2012-11-01,22.449
2012-11-05,-6.6667
2012-11-08,-57.1429
2012-11-12,-20.0
2012-11-14,0.0
2012-11-16,6.25
2012-11-19,2.9412000000000003
2012-11-20,7.619
2012-11-23,49.5575
2012-11-26,18.3432
2012-11-29,25.0
2012-11-30,20.0
2012-12-04,13.3333
2012-12-05,4.4118
2012-12-06,-4.2254
2012-12-07,-1.7647
2012-12-12,22.7545
2012-12-13,-2.439
2012-12-18,10.0
2012-12-19,3.4091
2012-12-27,53.8462
2013-01-04,15.3714
2013-01-07,5.2501
2013-01-10,9.4118
2013-01-11,13.9785
2013-01-14,-13.2075
2013-01-16,2.1739
2013-01-18,0.0
2013-01-24,28.7234
2013-01-25,-20.6612
2013-01-29,23.75
2013-02-19,-18.3502
2013-02-20,-1.0103
2013-02-21,8.1025
2013-02-22,2.1195
2013-02-28,-23.3962
2013-03-20,47.7833
2013-04-01,16.6667
2013-04-02,0.0
2013-04-12,-5.7143
2013-04-16,-9.0909
2013-04-30,-16.6667
2013-05-07,10.0
2013-05-08,-5.4545
2013-05-09,-5.7692
2013-05-10,5.5357
2013-05-15,-12.9804
2013-05-17,24.4444
2013-05-20,-69.7462
2013-05-22,106.5857
2013-05-24,20.0
2013-05-29,2.3810000000000002
2013-06-05,-27.907
2013-06-06,25.8065
2013-07-09,33.3333
2013-07-12,15.3846
2013-07-19,-41.6667
2013-08-06,-71.4286
2013-08-07,250.0
2013-08-20,11.4286
2013-08-27,2.5641
2013-10-03,-50.0
2013-10-04,64.0
2013-10-08,14.3293
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,9.0667
2013-10-14,-0.978
2013-10-15,0.0
2013-10-16,-7.4074
2013-10-21,-46.6667
2013-10-22,75.0
2013-11-01,-58.5714
2013-11-06,160.6897
2013-11-08,-7.4074
2013-11-11,-50.0
2013-11-12,-17.1429
2013-11-21,3.4483
2013-11-22,0.0
2013-11-29,66.6667
2013-12-02,-50.0
2013-12-03,-12.0
2013-12-05,0.0
2013-12-06,-8.1818
2013-12-18,-28.7129
2013-12-19,73.6111
2014-01-17,-4.0
2014-02-14,-16.6667
2014-03-19,0.0
2014-03-25,5.0
2014-03-26,0.0
2014-03-27,-4.7619
2014-03-28,0.0
2014-03-31,26.0
2014-04-01,19.0476
2014-04-02,33.3333
2014-04-03,0.0
