ticker,ICD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-08,0.5455
2014-08-11,0.0904
2014-08-12,-0.6323
2014-08-13,0.0
2014-08-14,-0.4545
2014-08-15,0.4566
2014-08-18,-1.1818
2014-08-19,0.46
2014-08-20,2.1062
2014-08-21,0.2691
2014-08-22,0.4472
2014-08-25,-0.2671
2014-08-26,0.0893
2014-08-27,0.7136
2014-08-28,0.1771
2014-08-29,1.6799
2014-09-02,3.8261
2014-09-03,-0.4188
2014-09-04,-3.9529
2014-09-05,-0.613
2014-09-08,-0.793
2014-09-09,2.7531
2014-09-10,-0.4322
2014-09-11,-1.9097
2014-09-12,0.885
2014-09-15,-1.5789
2014-09-16,-0.0891
2014-09-17,0.8029
2014-09-18,1.1504
2014-09-19,-0.35
2014-09-22,-0.7902
2014-09-23,2.1239
2014-09-24,-1.9931
2014-09-25,0.0
2014-09-26,5.4818999999999996
2014-09-29,-0.5868
2014-09-30,-0.9275
2014-10-01,-3.8298
2014-10-02,3.4513
2014-10-03,-1.1976
2014-10-06,-2.0779
2014-10-07,0.2653
2014-10-08,-2.1164
2014-10-09,-13.6036
2014-10-10,-9.6976
2014-10-13,-3.5797
2014-10-14,-2.8743
2014-10-15,-2.2195
2014-10-16,1.7654
2014-10-17,-0.6196
2014-10-20,0.6234
2014-10-21,3.4696
2014-10-22,-6.8263
2014-10-23,0.3856
2014-10-24,-4.4814
2014-10-27,-7.6408000000000005
2014-10-28,-0.2903
2014-10-29,2.7656
2014-10-30,-0.5666
2014-10-31,4.416
2014-11-03,1.0914
2014-11-04,-3.9135999999999997
2014-11-05,1.5449000000000002
2014-11-06,3.1812
2014-11-07,1.7426
2014-11-10,-1.581
2014-11-11,-0.4016
2014-11-12,0.672
2014-11-13,0.9346
2014-11-14,-0.7937
2014-11-17,-2.8
2014-11-18,3.9781
2014-11-19,-3.0343
2014-11-20,3.2653
2014-11-21,2.8986
2014-11-24,-3.3291
2014-11-25,0.7947
2014-11-26,-1.3141
2014-11-28,-8.1225
2014-12-01,-0.7246
2014-12-02,0.7299
2014-12-03,0.0
2014-12-04,-0.2899
2014-12-05,0.0
2014-12-08,-12.064
2014-12-09,7.438
2014-12-10,-12.9231
2014-12-11,-1.7668
2014-12-12,2.3381
2014-12-15,-1.0545
2014-12-16,3.0195
2014-12-17,5.1724
2014-12-18,-7.541
2014-12-19,0.5319
2014-12-22,2.1164
2014-12-23,-3.1088
2014-12-24,-1.426
2014-12-26,1.8083
2014-12-29,-2.6643
