ticker,TEAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-10,32.2857
2015-12-11,-1.0079
2015-12-14,-4.5091
2015-12-15,0.9139
2015-12-16,0.1509
2015-12-17,5.5388
2015-12-18,0.7497
2015-12-21,4.0043
2015-12-22,2.5554
2015-12-23,-5.3488
2015-12-24,-0.9828
2015-12-28,2.4459
2015-12-29,7.6125
2015-12-30,-2.8617
2015-12-31,-0.4303
2016-01-04,-8.8763
2016-01-05,-2.3349
2016-01-06,1.0459
2016-01-07,-0.2957
2016-01-08,0.7416
2016-01-11,-0.184
2016-01-12,-1.1062
2016-01-13,-0.3356
2016-01-14,0.4115
2016-01-15,-6.1475
2016-01-19,-4.6447
2016-01-20,-5.7868
2016-01-21,7.1144
2016-01-22,1.5264
2016-01-25,-3.8196
2016-01-26,1.4364
2016-01-27,-7.2053
2016-01-28,-8.4829
2016-01-29,1.8637000000000001
2016-02-01,1.9259
2016-02-02,0.803
2016-02-03,11.3871
2016-02-04,0.9676
2016-02-05,-15.875
2016-02-08,-11.2432
2016-02-09,5.5804
2016-02-10,6.0254
2016-02-11,1.4457
2016-02-12,-1.2285
2016-02-16,10.3483
2016-02-17,5.275
2016-02-18,-5.7816
2016-02-19,0.5909
2016-02-22,-0.0904
2016-02-23,1.8091
2016-02-24,0.2221
2016-02-25,4.3218
2016-02-26,-0.9985
2016-02-29,2.0172
2016-03-01,-0.7152
2016-03-02,2.3729
2016-03-03,-4.8013
2016-03-04,0.087
2016-03-07,0.0434
2016-03-08,-2.9092000000000002
2016-03-09,-2.6386
2016-03-10,2.0671
2016-03-11,3.3753
2016-03-14,-1.0448
2016-03-15,3.3876
2016-03-16,2.9362
2016-03-17,0.9508
2016-03-18,-4.8321
2016-03-21,2.926
2016-03-22,3.2191
2016-03-23,-0.243
2016-03-24,-3.2887
2016-03-28,0.7976
2016-03-29,0.4165
2016-03-30,-1.5346
2016-03-31,5.9393
2016-04-01,-5.8052
2016-04-04,1.7307000000000001
2016-04-05,-2.5726
2016-04-06,0.2981
2016-04-07,-2.0807
2016-04-08,0.7806
2016-04-11,-0.043
2016-04-12,-0.5166
2016-04-13,1.9905
2016-04-14,-2.6729000000000003
2016-04-15,-1.4385
2016-04-18,3.0517
2016-04-19,0.4292
2016-04-20,0.8974
2016-04-21,2.9225
2016-04-22,-1.9752999999999998
2016-04-25,0.3778
2016-04-26,0.7946
2016-04-27,-1.8256999999999999
2016-04-28,-1.9865
2016-04-29,-0.0862
2016-05-02,4.3159
