ticker,ZNRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-20,1.8182
2014-08-21,1.7856999999999998
2014-08-22,1.7544
2014-08-25,0.0
2014-08-26,3.4483
2014-08-29,-15.0
2014-09-02,1.9607999999999999
2014-09-03,5.7692
2014-09-05,9.0909
2014-09-08,0.0
2014-09-10,68.3333
2014-09-12,-40.5941
2014-09-15,0.0
2014-09-16,16.6667
2014-09-18,-18.5714
2014-10-02,43.8596
2014-10-27,-50.0
2014-10-28,46.3415
2014-11-28,-25.0
2014-12-01,-6.6667
2014-12-04,-64.2857
2014-12-05,226.6667
2014-12-11,6.1224
2015-02-27,10.0
2015-03-02,-12.5874
2015-03-03,-10.0
2015-03-04,-11.1111
2015-03-05,0.0
2015-03-11,-12.5
2015-03-12,167.1429
2015-03-27,-59.0241
2015-03-30,74.8777
2015-04-01,-40.2985
2015-04-02,22.5
2015-04-06,0.0
2015-04-23,-18.3673
2015-04-24,0.0
2015-05-01,37.5
2015-05-04,-27.2727
2015-05-05,0.0
2015-05-06,250.0
2015-05-07,-7.1429
2015-06-09,-69.2308
2015-07-16,2.5
2015-07-30,-2.439
2015-08-03,0.0
2015-08-05,-12.5
2015-08-06,0.0
2015-08-31,42.8571
2015-09-09,-40.0
2015-10-14,66.6667
2015-10-22,-0.25
2015-10-29,0.5013
2015-11-03,-0.4988
2015-11-05,0.2506
2015-11-09,0.0
2015-11-11,1.0
2015-11-12,0.0
2015-11-18,-30.6931
2015-11-19,14.2857
2015-12-08,0.0
2015-12-17,0.0
2016-01-11,12.5
2016-02-01,-33.3333
2016-02-02,66.6667
2016-02-09,0.0
2016-02-10,-10.0
2016-02-11,0.0
2016-02-16,10.0
2016-02-17,11.1111
2016-02-18,18.1818
2016-02-19,0.0
2016-02-22,-7.6923
2016-02-23,0.0
2016-02-24,8.3333
2016-02-26,0.0
2016-02-29,-12.3077
2016-03-01,-12.2807
2016-03-02,0.0
2016-03-04,0.0
2016-03-07,29.75
2016-03-08,54.1426
2016-03-09,20.0
2016-03-10,47.5
2016-03-11,-15.2542
2016-03-14,-6.6667
2016-03-15,-14.2857
2016-03-16,9.6875
2016-03-17,-39.2213
2016-03-18,37.5
2016-03-21,-8.1818
2016-03-22,-5.9406
2016-03-23,15.6579
2016-03-24,-8.9875
2016-03-28,-4.0
2016-03-31,-6.25
2016-04-05,0.0
2016-04-06,11.1111
2016-04-08,0.0
2016-04-11,30.0
2016-04-14,0.0
2016-04-20,-23.0769
2016-04-25,30.0
