ticker,BMTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.1414
2000-01-04,-2.1622
2000-01-05,-0.5525
2000-01-06,-0.5556
2000-01-07,-1.6760000000000002
2000-01-10,-0.5682
2000-01-11,-1.7143000000000002
2000-01-12,1.1628
2000-01-13,0.5747
2000-01-14,-0.5714
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,1.1494
2000-01-21,2.2727
2000-01-24,-4.1667
2000-01-25,0.8696
2000-01-26,0.0
2000-01-28,1.3563
2000-01-31,-0.5714
2000-02-01,-0.5747
2000-02-02,2.8902
2000-02-03,0.0
2000-02-04,-0.4213
2000-02-08,-0.141
2000-02-09,0.0
2000-02-10,-1.1299
2000-02-14,1.1429
2000-02-17,-0.565
2000-02-18,-1.7045
2000-02-23,0.0
2000-02-25,2.3121
2000-02-28,-1.6949
2000-02-29,0.5747
2000-03-01,0.0
2000-03-02,-0.2857
2000-03-03,-0.8596
2000-03-06,2.0231
2000-03-07,-1.983
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,-0.578
2000-03-14,1.1628
2000-03-20,1.1494
2000-03-21,0.0
2000-03-22,-0.5682
2000-03-23,-1.1429
2000-03-24,1.1561
2000-03-27,-1.1429
2000-03-28,0.578
2000-03-31,0.2874
2000-04-03,-0.5731
2000-04-04,-2.5937
2000-04-05,1.1834
2000-04-06,2.924
2000-04-07,0.0
2000-04-10,-1.1364
2000-04-12,1.1494
2000-04-14,-2.2727
2000-04-17,0.0
2000-04-18,1.7442
2000-04-20,-4.0
2000-04-24,2.3810000000000002
2000-04-25,-1.1628
2000-04-26,-0.5882
2000-04-27,3.7633
2000-04-28,0.0
2000-05-01,-2.2989
2000-05-02,0.2941
2000-05-03,-0.2933
2000-05-04,0.0
2000-05-05,1.7647
2000-05-10,-2.8902
2000-05-11,0.0
2000-05-15,1.1905000000000001
2000-05-17,-1.1764999999999999
2000-05-19,0.0
2000-05-22,-5.9524
2000-05-23,0.0
2000-05-24,2.8481
2000-05-26,0.9231
2000-05-30,0.0
2000-05-31,-1.8293
2000-06-01,0.3106
2000-06-02,0.3096
2000-06-05,1.8519
2000-06-08,1.2121
2000-06-13,0.0
2000-06-14,-1.7964
2000-06-15,0.0
2000-06-20,0.6098
2000-06-21,-0.6061
2000-06-22,1.8293
2000-06-23,-1.1976
2000-06-26,-1.8182
2000-06-27,0.0
2000-06-28,-1.2346
2000-06-29,0.0
2000-06-30,0.625
2000-07-03,-0.6211
