ticker,NDMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-24,21.8336
2014-07-24,306.6667
2014-11-19,2.459
2014-11-20,-12.0
2014-11-25,9.0909
2014-11-26,0.0
2014-12-03,-16.6667
2015-10-13,20.0
2015-10-14,8.3333
2015-10-15,4.6154
2015-10-16,5.8824
2015-10-19,-2.7778
2015-10-22,7.1429
2015-10-23,0.0
2015-10-26,4.0
2015-10-27,-3.8462
2015-10-28,1.3333
2015-10-30,2.6316
2015-11-02,-0.3718
2015-11-03,0.3732
2015-11-04,0.0
2015-11-05,8.9744
2015-11-10,-11.7647
2015-11-11,4.0
2015-11-19,-10.2564
2015-11-20,2.8571
2015-11-25,-2.7778
2015-11-27,0.0
2015-12-01,0.0
2015-12-02,1.4285999999999999
2015-12-03,0.0
2015-12-04,0.0
2015-12-08,1.4014
2015-12-10,0.0069
2015-12-14,-2.0833
2015-12-15,-0.7092
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-22,-0.1429
2015-12-24,-7.01
2015-12-28,0.0
2015-12-29,-0.0077
2015-12-31,4.6234
2016-01-05,-0.0074
2016-01-06,-4.4047
2016-01-07,0.0
2016-01-12,-1.5385
2016-01-13,0.0
2016-01-19,-0.0078
2016-01-21,-0.7735
2016-02-02,-1.5748
2016-02-03,-4.0
2016-02-05,-0.0083
2016-02-09,0.0083
2016-02-16,5.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.7937
2016-02-26,-0.7874
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-08,-0.0079
2016-03-09,0.0079
2016-03-10,-1.5873
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,-0.0081
2016-03-28,-1.605
2016-03-31,-0.002
2016-04-07,-1.6373
2016-04-08,-3.3333
2016-04-11,-13.7931
2016-04-12,-0.0025
2016-04-14,0.0025
2016-04-15,-10.0
2016-04-18,-4.4472
2016-04-20,10.4683
2016-04-22,0.0
2016-04-25,-10.526299999999999
2016-04-26,5.8824
2016-04-27,-4.4444
2016-04-28,-1.1628
2016-04-29,0.0
2016-05-16,-5.8824
2016-05-18,0.0
2016-05-24,0.0
2016-05-26,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,3.0
2016-06-03,-12.6183
2016-06-06,17.7737
2016-06-07,-2.8302
2016-06-08,8.9806
