ticker,NDMT US Equity
2016-06-09,0.2227
2016-06-10,0.0
2016-06-13,-0.0028
2016-06-15,0.0028
2016-06-16,6.6667
2016-06-17,4.1641
2016-06-20,-6.9977
2016-06-22,-5.379
2016-06-23,10.2276
2016-06-24,3.0954
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,-0.0025
2016-06-30,-1.9975
2016-07-07,0.0
2016-07-08,-3.0612
2016-07-13,3.4
2016-07-14,-0.4377
2016-07-15,-2.8655
2016-07-18,-9.4713
2016-07-19,9.3023
2016-07-20,0.0
2016-07-21,-10.2128
2016-07-22,-0.234
2016-07-25,-0.2405
2016-07-27,9.2857
2016-07-29,-8.4967
2016-08-01,4.7619
2016-08-02,-9.0909
2016-08-03,2.5
2016-08-05,9.7561
2016-08-12,0.0
2016-08-30,1.7778
2016-08-31,-55.2402
2016-09-01,46.3415
2016-09-02,3.3292
2016-09-12,-3.2218999999999998
2016-09-14,0.0
2016-09-19,0.0
2016-09-23,16.6667
2016-09-26,0.0
2016-09-28,-14.2857
2016-10-06,0.0
2016-10-07,23.3333
2016-10-17,8.1081
2016-10-18,12.5
2016-10-19,6.6667
2016-10-20,0.0
2016-10-21,0.0
2016-10-25,4.1667
2016-11-02,-10.0
2016-11-07,6.6667
2016-11-14,-6.25
2016-11-18,-5.5556
2016-11-23,5.8824
2016-11-25,11.1111
2016-12-01,-10.0
2016-12-07,-22.2222
2016-12-09,-2.8571
2016-12-12,2.9412000000000003
2016-12-21,37.1429
2017-01-17,-27.0833
2017-01-24,-18.5714
2017-01-27,40.3509
2017-02-01,-25.0
2017-02-03,45.0
2017-02-06,-36.7816
2017-02-07,39.6364
2017-02-08,4.1667
2017-02-15,-5.0
2017-03-03,-27.6316
2017-03-06,45.4545
2017-03-10,-1.25
2017-03-13,1.2658
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,-1.25
2017-03-17,1.2658
2017-03-20,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-28,5.0
2017-03-29,0.0
2017-03-30,-2.3810000000000002
2017-03-31,2.1951
2017-04-03,0.2387
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,-2.3810000000000002
2017-04-10,2.439
2017-04-11,0.0
2017-04-12,2.3810000000000002
2017-04-13,0.0
2017-04-17,1.1628
2017-04-18,-1.1494
2017-04-19,2.3256
2017-04-20,-4.5455
2017-04-21,3.3333
2017-04-24,-0.2304
2017-04-25,-0.6928
2017-04-26,-1.1628
2017-04-27,0.9412
2017-04-28,-0.2331
2017-05-01,-0.4673
2017-05-02,0.7042
2017-05-03,-0.2331
2017-05-04,-7.7103
2017-05-05,0.0
2017-05-08,8.6076
2017-05-09,-0.6993
2017-05-10,0.939
2017-05-11,4.6512
2017-05-12,8.8889
2017-05-15,-0.4082
2017-05-16,0.2049
2017-05-17,0.0
2017-05-18,-0.2045
2017-05-19,-0.2049
2017-05-22,0.616
2017-05-23,2.0408
2017-05-24,-0.2
2017-05-25,0.0
2017-05-26,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,-0.8016
2017-06-02,0.0
2017-06-05,0.0
2017-06-07,0.0
2017-06-12,-1.0101
2017-06-13,1.0204
2017-06-15,0.0
2017-06-19,0.0
2017-06-20,-1.0101
2017-06-21,-10.2041
2017-06-23,11.3636
2017-06-27,5.102
2017-06-28,-2.9126
2017-06-29,0.0
2017-07-05,-2.0
2017-07-10,-1.0204
2017-07-13,-1.0309
2017-07-17,-6.25
2017-07-18,3.3333
2017-07-19,-5.3763
2017-07-21,2.2727
2017-07-24,0.0
2017-07-25,8.8889
2017-07-27,-2.0408
2017-07-28,0.0
2017-07-31,-1.0417
2017-08-02,-5.2632
2017-08-04,2.2222
2017-08-07,0.0
2017-08-10,0.0
2017-08-16,-4.3478
2017-08-17,-2.2727
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,-3.4884
2017-08-23,2.1687
2017-08-24,0.9434
2017-08-25,0.2336
2017-08-28,-0.4662
2017-08-29,0.0
2017-08-30,-0.4684
2017-08-31,0.0
2017-09-01,0.4706
2017-09-05,-6.3232
2017-09-08,-0.5
2017-09-12,-2.2613
2017-09-15,0.0
2017-09-19,-10.2828
2017-09-26,-14.0401
2017-09-27,15.0
2017-10-02,11.5942
2017-10-04,0.0
2017-10-09,1.2987
2017-10-11,-10.2564
2017-10-16,-4.2857
2017-10-18,-10.4478
2017-10-19,-4.1667
2017-10-20,7.8261
2017-10-23,0.0
2017-10-24,-0.3226
2017-11-13,-11.0032
2017-11-17,3.6364
2017-11-22,0.0
2017-11-27,0.0
2017-11-30,-6.1404
2017-12-01,3.3645
2017-12-04,-4.1591
2018-01-03,-5.6604
2018-01-16,-10.0
2018-01-29,-11.1111
2018-01-30,-0.5
2018-02-05,-6.0302
2018-02-09,-1.0695000000000001
2018-02-15,-1.0811
2018-02-22,0.0
2018-02-23,36.612
2018-02-26,0.0
2018-02-28,0.0
2018-03-01,13.6
2018-05-18,-3.8731999999999998
2018-05-31,0.0
2018-06-04,2.7473
2018-06-06,-0.5348
2018-06-13,7.5269
2018-07-20,16.6667
2018-07-23,-38.5714
2018-07-25,41.8605
2018-07-31,-29.1803
2018-08-01,7.6389
2018-08-02,1.0753
2018-08-07,-7.4468
2018-08-09,-6.4368
2019-01-15,-26.2899
2019-01-17,-33.3333
2019-01-18,100.0
2019-01-22,0.0
2019-03-29,-50.0
2019-04-03,10.0
2019-04-05,13.6364
2019-04-08,0.0
2019-04-12,0.0
2019-04-18,0.0
2019-05-07,-40.0
2019-05-28,1.3333
2019-08-19,-99.8684
2020-03-16,1000.0
2020-05-06,9.0909
2020-06-05,0.0
2020-06-24,8233.3333
