ticker,MYO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-12,-1.3333
2017-06-13,-0.4054
2017-06-14,-8.1886
2017-06-15,33.0082
2017-06-16,60.5556
2017-06-19,33.6332
2017-06-20,-0.3107
2017-06-21,-22.8571
2017-06-22,-4.0404
2017-06-23,-2.5965
2017-06-26,-10.2305
2017-06-27,-7.7039
2017-06-28,-0.6096
2017-06-29,-4.4619
2017-06-30,-0.641
2017-07-03,-6.9124
2017-07-05,8.9109
2017-07-06,-12.2727
2017-07-07,1.658
2017-07-10,0.9174
2017-07-11,18.6869
2017-07-12,11.0638
2017-07-13,-10.2682
2017-07-14,0.0854
2017-07-17,-8.7031
2017-07-18,0.0
2017-07-19,-2.0561
2017-07-20,-2.6813000000000002
2017-07-21,-4.4024
2017-07-24,-2.359
2017-07-25,5.4622
2017-07-26,3.2869
2017-07-27,-10.5111
2017-07-28,-5.1724
2017-07-31,13.0682
2017-08-01,-5.8291
2017-08-02,-2.7748
2017-08-03,-0.7684
2017-08-04,-3.8717
2017-08-07,-6.6743
2017-08-08,-13.0703
2017-08-09,-6.383
2017-08-10,7.5758
2017-08-11,0.8451
2017-08-14,1.3966
2017-08-15,-7.0248
2017-08-16,0.0
2017-08-17,-3.1111
2017-08-18,-5.9633
2017-08-21,-3.9024
2017-08-22,1.692
2017-08-23,0.9983
2017-08-24,12.0264
2017-08-25,-8.0882
2017-08-28,4.16
2017-08-29,-4.7619
2017-08-30,0.0
2017-08-31,4.6774000000000004
2017-09-01,-4.1602
2017-09-05,8.0386
2017-09-06,1.9344999999999999
2017-09-07,7.7372
2017-09-08,0.9485
2017-09-11,2.0134
2017-09-12,-0.2632
2017-09-13,-5.8047
2017-09-14,4.0616
2017-09-15,-11.4401
2017-09-18,-7.7508
2017-09-19,2.3064
2017-09-20,2.4154999999999998
2017-09-21,0.7862
2017-09-22,3.5881
2017-09-25,-5.1205
2017-09-26,-4.6032
2017-09-27,2.6622
2017-09-28,-2.4311
2017-09-29,-0.3322
2017-10-02,-3.8333
2017-10-03,0.5199
2017-10-04,-2.5862
2017-10-05,-3.1858
2017-10-06,2.1938
2017-10-09,-5.1878
2017-10-10,-5.6604
2017-10-11,-10.8
2017-10-12,-10.3139
2017-10-13,-1.25
2017-10-16,-6.3291
2017-10-17,-0.8108
2017-10-18,0.8174
2017-10-19,-4.5486
2017-10-20,-7.9763
2017-10-23,-11.0769
2017-10-24,-11.0727
2017-10-25,1.9455
2017-10-26,2.2901
2017-10-27,14.9254
