ticker,HLWD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-21,5900.0
2010-09-23,0.0
2010-10-12,1.6667
2010-10-28,0.0
2010-10-29,-90.1639
2010-11-02,916.6667
2010-11-03,-1.6393
2010-11-04,1.6667
2010-11-08,-1.6393
2010-11-09,1.6667
2010-11-10,-1.6393
2010-11-11,0.0
2010-11-17,1.6667
2010-12-17,-47.541
2010-12-20,0.0
2010-12-21,90.625
2010-12-23,0.0
2010-12-30,-47.541
2011-01-10,90.625
2011-01-11,0.0
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-24,-60.6557
2011-01-31,145.8333
2011-03-08,-8.4746
2011-03-21,-55.5556
2011-03-22,-17.5
2011-10-11,-44.4444
2011-10-12,0.0
2011-10-13,-7.2727
2011-12-20,0.0
2012-02-14,0.0
2012-03-23,-29.4118
2012-03-30,69.4444
2012-04-26,-40.9836
2012-05-16,80.5556
2012-07-09,-4.6154
2012-07-10,17.7419
2012-07-11,-4.1096
2012-07-12,7.1429
2012-07-13,6.6667
2012-07-16,-1.25
2012-07-17,5.0633
2012-07-18,-9.6386
2012-07-19,0.0
2012-07-20,-20.0
2012-07-23,-33.3333
2012-07-24,12.5
2012-07-25,44.4444
2012-07-26,0.0
2012-08-06,-38.4615
2012-08-08,-35.0
2012-08-10,15.3846
2012-08-14,0.0
2012-08-15,3.3333
2012-08-16,9.6774
2012-08-17,2.9412000000000003
2012-08-20,-8.5714
2012-08-21,3.125
2012-08-23,0.0
2012-08-24,-19.697
2012-08-27,13.2075
2012-08-29,3.3333
2012-08-30,12.9032
2012-08-31,-2.8571
2012-09-04,2.9412000000000003
2012-09-05,-5.7143
2012-09-06,-1.5152
2012-09-07,-1.5385
2012-09-10,-12.5
2012-09-11,-11.0714
2012-09-12,0.4016
2012-09-13,-4.2
2012-09-14,8.5595
2012-09-17,-5.7692
2012-09-18,-18.3673
2012-09-19,0.0
2012-09-21,-5.0
2012-09-24,2.6316
2012-09-26,-12.8205
2012-09-27,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-04,5.2941
2012-10-05,-2.2346
2012-10-10,-8.5714
2012-10-11,0.0
2012-10-12,-25.0
2012-10-22,-12.5
2012-10-23,0.0
2012-10-25,9.5238
2012-10-31,-12.1739
2012-11-02,28.7129
2012-11-05,0.0
2012-11-08,15.3846
2012-11-09,16.6667
2012-11-12,14.2857
2012-11-13,-15.0
2012-11-14,-10.2941
2012-11-15,31.1475
2012-11-16,0.0
