ticker,CDXC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-25,4.0
2008-06-26,2.5641
2008-06-30,-6.25
2008-07-11,33.3333
2008-07-14,-39.0
2008-07-15,-1.6393
2008-07-16,-25.0
2008-07-17,33.3333
2008-07-21,0.0
2008-07-22,50.0
2008-07-29,-2.2222
2008-08-04,2.2727
2008-08-18,-22.2222
2008-08-19,42.8571
2008-09-03,0.0
2008-09-23,-60.0
2008-09-24,0.0
2008-09-25,-7.5
2008-09-26,-14.5946
2008-09-29,-5.0633
2008-10-02,0.0
2008-10-06,-30.0
2008-10-07,9.5238
2008-10-08,-55.6522
2008-10-09,145.098
2008-10-10,-52.0
2008-10-13,75.0
2008-10-14,-42.8571
2008-10-15,-15.0
2008-10-22,-21.5686
2008-10-24,75.0
2008-10-27,0.0
2008-10-28,-64.2857
2008-10-30,8.0
2008-10-31,11.1111
2008-11-03,236.6667
2008-11-04,23.7624
2008-11-05,-22.4
2008-11-06,-69.0722
2008-11-07,-33.3333
2008-11-11,50.0
2008-11-12,0.0
2008-11-14,16.6667
2008-11-17,-8.5714
2008-11-24,-31.25
2008-12-02,59.0909
2008-12-03,0.0
2008-12-04,0.0
2008-12-05,28.5714
2008-12-08,-26.6667
2008-12-09,172.7273
2008-12-10,16.6667
2008-12-11,35.2381
2008-12-12,-11.9718
2008-12-18,-60.0
2008-12-19,140.0
2008-12-22,-58.3333
2008-12-23,160.0
2008-12-30,-10.0
2009-01-05,2.5641
2009-01-20,-15.8333
2009-01-23,-45.5446
2009-01-27,72.7273
2009-01-30,57.8947
2009-02-04,-32.6667
2009-02-09,0.0
2009-02-13,-0.9901
2009-02-24,0.0
2009-03-05,-35.0
2009-03-06,7.6923
2009-03-10,11.4286
2009-03-18,-48.7179
2009-03-25,25.0
2009-03-26,-40.0
2009-03-27,0.0
2009-03-30,30.0
2009-03-31,-23.0769
2009-04-02,-30.0
2009-04-07,0.0
2009-04-13,52.381
2009-04-14,-18.75
2009-04-15,-23.0769
2009-04-23,0.0
2009-04-27,70.0
2009-05-01,-38.2353
2009-05-04,-4.7619
2009-05-11,75.0
2009-05-14,-28.5714
2009-05-18,0.0
2009-05-19,-20.0
2009-05-21,150.0
2009-05-28,-2.0
2009-05-29,-20.4082
2009-06-01,-10.2564
2009-06-05,42.8571
2009-06-08,-2.0
2009-06-09,-28.5714
2009-06-12,-40.0
2009-06-17,138.0952
2009-06-18,-52.0
2009-06-25,-16.6667
2009-07-13,275.0
2009-07-14,-46.6667
