ticker,CVHL US Equity
2007-02-23,-0.9259
2007-02-26,-0.6854
2007-02-27,-17.8168
2007-02-28,-0.687
2007-03-01,0.9224
2007-03-02,-1.2947
2007-03-05,1.0802
2007-03-06,0.9924
2007-03-07,-1.1338
2007-03-08,0.1529
2007-03-09,0.6107
2007-03-12,0.7587
2007-03-13,-1.9578
2007-03-14,-0.3072
2007-03-15,0.9245
2007-03-16,0.916
2007-03-19,1.2103
2007-03-20,0.8969
2007-03-21,0.0
2007-03-22,-0.0741
2007-03-23,-0.6672
2007-03-26,0.0
2007-03-27,-0.597
2007-03-28,-1.7267000000000001
2007-03-29,2.3292
2007-03-30,0.3794
2007-04-02,1.0582
2007-04-03,0.8227
2007-04-04,-0.2226
2007-04-05,0.0
2007-04-09,-1.0409
2007-04-10,1.3524
2007-04-11,-4.3736
2007-04-12,1.7054
2007-04-13,-1.2957
2007-04-16,1.1583
2007-04-17,-0.7634
2007-04-18,-0.2308
2007-04-19,-1.6191
2007-04-20,1.9592
2007-04-23,0.9224
2007-04-24,-0.2285
2007-04-25,0.9924
2007-04-26,0.1512
2007-04-27,-0.7547
2007-04-30,-1.5209000000000001
2007-05-01,-0.1544
2007-05-02,1.1601
2007-05-03,0.1529
2007-05-04,0.1527
2007-05-07,-1.2195
2007-05-08,-0.3858
2007-05-09,-0.3873
2007-05-10,-1.2442
2007-05-11,3.0709
2007-05-14,-2.1390000000000002
2007-05-15,1.3271
2007-05-16,0.3852
2007-05-17,-0.614
2007-05-18,0.695
2007-05-21,-0.1534
2007-05-22,-0.6912
2007-05-23,-0.6961
2007-05-24,0.4673
2007-05-25,1.5504
2007-05-29,2.2901
2007-05-30,-1.4925
2007-05-31,-0.2273
2007-06-01,-0.0759
2007-06-04,-0.076
2007-06-05,-0.9125
2007-06-06,-0.1535
2007-06-07,-1.3836
2007-06-08,1.2471
2007-06-11,-0.7698
2007-06-12,-0.3879
2007-06-13,-1.1682
2007-06-14,0.1576
2007-06-15,0.7868
2007-06-18,-0.6245
2007-06-19,0.2357
2007-06-20,-0.2351
2007-06-21,-1.414
2007-06-22,-2.0717
2007-06-25,-0.5696
2007-06-26,-0.2455
2007-06-27,0.4922
2007-06-28,1.5781
2007-06-29,-2.7800000000000002
2007-07-02,5.8873
2007-07-03,-1.5091
2007-07-05,2.3387000000000002
2007-07-06,-1.1032
2007-07-09,-0.7968
2007-07-10,-3.5341
2007-07-11,-4.4963
2007-07-12,2.1796
2007-07-13,-1.5470000000000002
2007-07-16,-0.8553
2007-07-17,0.4371
2007-07-18,-1.2185
2007-07-19,-0.0881
2007-07-20,-5.2028
2007-07-23,-3.7209
2007-07-24,-4.5411
2007-07-25,-0.4049
2007-07-26,-2.8455
2007-07-27,-0.523
2007-07-30,1.1567
2007-07-31,-3.6383
2007-08-01,-13.1607
2007-08-02,-6.5839
2007-08-03,-5.7181
2007-08-06,-12.4118
2007-08-07,-31.562
2007-08-08,14.8235
2007-08-09,3.2787
2007-08-10,-0.7937
2007-08-13,0.0
2007-08-14,-4.4
2007-08-15,11.9247
2007-08-16,-5.6075
2007-08-17,13.0693
2007-08-20,7.1804
2007-08-21,0.9804
2007-08-22,4.5306999999999995
2007-08-23,4.7988
2007-08-24,-2.3634
2007-08-27,-9.9849
2007-08-28,-6.7227
2007-08-29,-0.7207
2007-08-30,2.3593
2007-08-31,6.383
2007-09-04,-1.8333
2007-09-05,-6.4516
2007-09-06,0.363
2007-09-07,-2.5316
2007-09-10,-10.575099999999999
2007-09-11,3.7344
2007-09-12,-1.8
2007-09-13,3.2587
2007-09-14,1.3807
2007-09-17,-0.3891
2007-09-18,4.6875
2007-09-19,1.306
2007-09-20,7.5506
2007-09-21,0.6849
2007-09-24,2.8912
2007-09-25,-1.3223
2007-09-26,3.5176
2007-09-27,0.0
2007-09-28,-1.8303
2007-10-01,2.8814
2007-10-02,4.2834
2007-10-03,4.7393
2007-10-04,-2.4133
2007-10-05,0.4637
2007-10-08,-1.2308
2007-10-09,-1.7134
2007-10-10,-0.7924
2007-10-11,-7.8275
2007-10-12,-0.8666
2007-10-15,-5.4196
2007-10-16,4.4362
2007-10-17,-5.8407
2007-10-18,1.6917
2007-10-19,-5.5453
2007-10-22,5.6751000000000005
2007-10-23,-2.2222
2007-10-24,-4.5455
2007-10-25,-0.9921
2007-10-26,-1.2024
2007-10-29,-4.8682
2007-10-30,-1.919
2007-10-31,6.087
2007-11-01,-14.959
2007-11-02,4.3373
2007-11-05,-5.3118
2007-11-06,2.9268
2007-11-07,-8.0569
2007-11-08,-2.5773
2007-11-09,6.0847
2007-11-12,23.192
2007-11-13,9.7166
2007-11-14,2.214
2007-11-15,3.0686
2007-11-16,6.1296
2007-11-19,-3.1353
2007-11-20,2.8961
2007-11-21,0.9934
2007-11-23,20.8197
2007-11-26,-6.7843
2007-11-27,2.4745
2007-11-28,-0.8523
2007-11-29,1.7191999999999998
2007-11-30,0.0
2007-12-03,-2.3944
2007-12-04,-9.3795
2007-12-05,2.5478
2007-12-06,1.2422
2007-12-07,1.9939
2007-12-10,2.2556
2007-12-11,-3.8235
2007-12-12,-1.0703
2007-12-13,2.6275
2007-12-14,-9.3373
2007-12-17,-2.1595
2007-12-18,3.3956
2007-12-19,2.2989
2007-12-20,1.2841
2007-12-21,4.7544
2007-12-24,3.177
2007-12-26,-2.7859
2007-12-27,-8.7481
2007-12-28,-2.7397
2007-12-31,-5.9859
2008-01-02,-3.5581
2008-01-03,-1.9417
2008-01-04,-3.5644
2008-01-07,8.0082
2008-01-08,-7.6046
2008-01-09,-4.5267
2008-01-10,-1.0776
2008-01-11,0.6536
2008-01-14,3.6797
2008-01-15,2.0877
2008-01-16,9.6115
2008-01-17,-6.9030000000000005
2008-01-18,-6.2124
2008-01-22,2.7778
2008-01-23,8.316
2008-01-24,-1.9194
2008-01-25,3.5225
2008-01-28,0.3781
2008-01-29,4.1431000000000004
2008-01-30,0.0
2008-01-31,2.5316
2008-02-01,1.4109
2008-02-04,-0.5217
2008-02-05,5.2448
2008-02-06,0.8306
2008-02-07,3.2949
2008-02-08,-0.4785
2008-02-11,-5.9295
2008-02-12,-0.8518
2008-02-13,4.6392
2008-02-14,-10.0164
2008-02-15,-3.4672
2008-02-19,-0.3781
2008-02-20,0.3795
2008-02-21,-1.8904
2008-02-22,3.4682
2008-02-25,3.9106
2008-02-26,2.6882
2008-02-27,-4.3629999999999995
2008-02-28,-4.927
2008-02-29,-5.1823
2008-03-03,-13.1579
2008-03-04,1.1655
2008-03-05,-8.2949
2008-03-06,-24.6231
2008-03-07,18.0
2008-03-10,-3.3898
2008-03-11,21.345
2008-03-12,0.9639
2008-03-13,-7.8759
2008-03-14,-7.2539
2008-03-17,-15.6425
2008-03-18,32.4503
2008-03-19,2.5
2008-03-20,13.1707
2008-03-24,-1.5086
2008-03-25,2.8446
2008-03-26,-1.0638
2008-03-27,-5.8065
2008-03-28,-0.7092
2008-03-31,-4.0476
2008-04-01,11.6625
2008-04-02,-7.3333
2008-04-03,-0.9592
2008-04-04,-3.3898
2008-04-07,-2.005
2008-04-08,-0.7673
2008-04-09,-0.2577
2008-04-10,5.168
2008-04-11,-8.1081
2008-04-14,4.0107
2008-04-15,0.5141
2008-04-16,-1.5345
2008-04-17,4.1558
2008-04-18,3.7406
2008-04-21,-6.0096
2008-04-22,-5.3708
2008-04-23,1.6216
2008-04-24,1.0638
2008-04-25,5.5263
2008-04-28,-1.2469000000000001
2008-04-29,0.0
2008-04-30,-2.0202
2008-05-01,6.701
2008-05-02,-6.0386
2008-05-05,1.0283
2008-05-06,8.1425
2008-05-07,3.7647
2008-05-08,-4.7619
2008-05-09,-4.7619
2008-05-12,7.25
2008-05-13,3.2634
2008-05-14,-6.0948
2008-05-15,5.2885
2008-05-16,-3.653
2008-05-19,-0.237
2008-05-20,-2.3753
2008-05-21,-1.9465
2008-05-22,3.4739
2008-05-23,-3.3573
2008-05-27,-1.2407
2008-05-28,0.0
2008-05-29,0.5025
2008-05-30,0.25
2008-06-02,-0.9975
2008-06-03,0.7557
2008-06-04,6.25
2008-06-05,4.4706
2008-06-06,-7.6577
2008-06-09,1.4634
2008-06-10,-2.6442
2008-06-11,-1.9752999999999998
2008-06-12,-3.2746
2008-06-13,5.9896
2008-06-16,-2.2113
2008-06-17,4.7739
2008-06-18,-3.5971
2008-06-19,5.9701
2008-06-20,-3.7559
2008-06-23,-4.1463
2008-06-24,-0.5089
2008-06-25,0.7673
2008-06-26,-1.5228000000000002
2008-06-27,-0.2646
2008-06-30,-8.7533
2008-07-01,-3.1977
2008-07-02,9.3093
2008-07-03,-11.538499999999999
2008-07-07,11.4907
2008-07-08,-6.6852
2008-07-09,1.791
2008-07-10,-7.0381
2008-07-11,4.1009
2008-07-14,-15.7576
2008-07-15,-21.9424
2008-07-16,7.8341
2008-07-17,-5.5556
2008-07-18,14.9321
2008-07-21,1.1811
2008-07-22,1.1673
2008-07-23,10.0
2008-07-24,-6.993
2008-07-25,-3.3835
2008-07-28,-1.5564
2008-07-29,2.7668
2008-07-30,8.8462
2008-07-31,-4.5936
2008-08-01,3.7037
2008-08-04,-6.0714
2008-08-05,0.3802
2008-08-06,7.9545
2008-08-07,-9.473700000000001
2008-08-08,-3.1008
2008-08-11,-7.2
2008-08-12,-5.6034
2008-08-13,-3.1963
2008-08-14,-7.0755
2008-08-15,-2.5381
2008-08-18,-3.125
2008-08-19,-0.5376
2008-08-20,3.7838000000000003
2008-08-21,-1.0417
2008-08-22,-1.0526
2008-08-25,1.0638
2008-08-26,-1.5789
2008-08-27,-5.8824
2008-08-28,2.8409
2008-08-29,-0.5525
2008-09-02,-2.6319
2008-09-03,-1.2909
2008-09-04,-0.578
2008-09-05,-1.1628
2008-09-08,4.1176
2008-09-09,-11.8644
2008-09-10,-3.8462
2008-09-11,-4.0
2008-09-12,-3.4722
2008-09-15,-21.5737
2008-09-16,-8.2674
2008-09-17,-9.0
2008-09-18,8.7912
2008-09-19,0.0
2008-09-22,4.0404
2008-09-23,11.6383
2008-09-24,6.0985
2008-09-25,6.5574
2008-09-26,-3.0769
2008-09-29,-4.9587
2008-09-30,17.3913
2008-10-01,-11.1111
2008-10-02,-6.6667
2008-10-03,-15.1786
2008-10-06,4.2105
2008-10-07,6.0606
2008-10-08,-41.9048
2008-10-09,17.9303
2008-10-10,-2.6933
2008-10-13,-14.2857
2008-10-14,-3.3333
2008-10-15,-1.7241
2008-10-16,5.2632
2008-10-17,3.3333
2008-10-20,11.2903
2008-10-21,1.4493
2008-10-22,0.0
2008-10-23,-14.2857
2008-10-24,8.3333
2008-10-27,-4.6154
2008-10-28,-27.4698
2008-10-29,48.9924
2008-10-30,-4.4776
2008-10-31,-6.25
2008-11-03,6.6458
2008-11-04,9.3964
2008-11-05,4.2857
2008-11-06,-30.137
2008-11-07,-25.4902
2008-11-10,15.7895
2008-11-11,-9.0909
2008-11-12,-62.4687
2008-11-13,-0.0833
2008-11-14,26.6667
2008-11-17,-10.526299999999999
2008-11-18,5.8824
2008-11-19,-11.1111
2008-11-20,-3.125
2008-11-21,9.6774
2008-11-24,-17.647100000000002
2008-11-25,7.1429
2008-11-26,-20.0
2008-11-28,4.1667
2008-12-01,-4.0
2008-12-02,-12.5
2008-12-03,4.7619
2008-12-04,18.1818
2008-12-05,-11.538499999999999
2008-12-08,21.7391
2008-12-09,7.1429
2008-12-10,0.0
2008-12-11,6.6667
2008-12-12,6.25
2008-12-15,5.8824
2008-12-16,-8.3333
2008-12-17,9.0909
2008-12-18,0.0
2008-12-19,22.2222
2008-12-22,-13.6364
2008-12-23,7.8947
2008-12-24,2.439
2008-12-26,9.5238
2008-12-29,-19.5652
2008-12-30,-8.1081
2008-12-31,5.8824
2009-01-02,0.0
2009-01-05,5.5556
2009-01-06,23.6842
2009-01-07,0.0
2009-01-08,27.6596
2009-01-09,-10.0
2009-01-12,9.2593
2009-01-13,-15.2542
2009-01-14,-12.0
2009-01-15,4.5455
2009-01-16,0.0
2009-01-20,4.3478
2009-01-21,-4.1667
2009-01-22,-17.3913
2009-01-23,5.2632
2009-01-26,0.0
2009-01-27,5.0
2009-01-28,14.2857
2009-01-29,-2.0833
2009-01-30,-10.6383
2009-02-02,4.7619
2009-02-03,-9.0909
2009-02-04,0.0
2009-02-05,-5.0
2009-02-06,15.7895
2009-02-09,-4.5455
2009-02-10,4.7619
2009-02-11,-4.5455
2009-02-12,4.7619
2009-02-13,4.5455
2009-02-17,-8.6957
2009-02-18,-9.5238
2009-02-19,5.2632
2009-02-20,-25.0
2009-02-23,-13.3333
2009-02-24,-15.3846
2009-02-25,4.5455
2009-02-26,13.0435
2009-02-27,-7.6923
2009-03-02,-15.8333
2009-03-03,-30.6931
2009-03-04,0.0
2009-03-05,-21.4286
2009-03-06,0.0
2009-03-09,-9.0909
2009-03-10,10.0
2009-03-11,-7.2727
2009-03-12,0.0
2009-03-13,25.4902
2009-03-16,-18.75
2009-03-17,63.4615
2009-03-18,5.8824
2009-03-19,0.0
2009-03-20,11.1111
2009-03-23,50.0
2009-03-24,-13.3333
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,0.0
2009-03-30,-23.0769
2009-03-31,0.0
2009-04-01,10.0
2009-04-02,0.0
2009-04-03,-9.0909
2009-04-06,-7.5
2009-04-07,-2.7027
2009-04-08,-16.6667
2009-04-09,60.0
2009-04-13,-25.0
2009-04-14,0.0
2009-04-15,22.2222
2009-04-16,-9.0909
2009-04-17,5.0
2009-04-20,0.0
2009-04-21,-14.2857
2009-04-22,-1.1111
2009-04-23,1.1236
2009-04-24,0.0
2009-04-27,-6.1111
2009-04-28,0.0
2009-04-29,6.5089
2009-04-30,0.0
2009-05-01,0.0
2009-05-04,0.0
2009-05-05,2.2222
2009-05-06,-2.1739
2009-05-07,0.0
2009-05-08,0.0
2009-05-11,-0.5556
2009-05-12,-2.2346
2009-05-13,7.0714
2009-05-14,-1.2675
2009-05-15,-4.3243
2009-05-18,1.6949
2009-05-19,-0.7639
2009-05-20,-3.7089
2009-05-21,-1.1628
2009-05-22,-5.8824
2009-05-26,-3.75
2009-05-27,3.8961
2009-05-28,-3.75
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,3.8961
2009-06-08,0.0
2009-06-09,-12.5
2009-06-10,0.0
2009-06-11,0.0
2009-06-12,0.0
2009-06-15,-2.8571
2009-06-16,-2.9412000000000003
2009-06-17,0.0
2009-06-18,-39.3939
2009-06-19,35.0
2009-06-22,0.0
2009-06-23,1.8519
2009-06-24,0.2273
2009-06-25,8.8435
2009-06-26,0.0
2009-06-29,-6.6667
2009-06-30,-3.5714
2009-07-01,-7.4074
2009-07-02,0.0
2009-07-06,8.0
2009-07-07,-12.963
2009-07-08,6.383
2009-07-09,-6.0
2009-07-10,0.0
2009-07-13,6.383
2009-07-14,-6.0
2009-07-15,0.0
2009-07-16,-4.2553
2009-07-17,4.4444
2009-07-20,-4.2553
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,-4.4444
2009-07-24,4.6512
2009-07-27,-4.4444
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,-6.9767
2009-08-03,0.0
2009-08-04,5.0
2009-08-05,-4.7619
2009-08-06,5.0
2009-08-07,-7.1429
2009-08-10,15.3846
2009-08-11,0.0
2009-08-12,-4.4444
2009-08-13,2.3256
2009-08-14,0.0
2009-08-17,2.2727
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,-5.5556
2009-08-21,10.5882
2009-08-24,-4.2553
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,11.1111
2009-08-28,32.0
2009-08-31,13.6364
2009-09-01,-10.6667
2009-09-02,-8.9552
2009-09-03,-1.6393
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,-8.3333
2009-09-10,-3.6364
2009-09-11,-1.8868
2009-09-14,-13.461500000000001
2009-09-15,11.1111
2009-09-16,-8.0
2009-09-17,-5.4348
2009-09-18,0.0
2009-09-21,-5.7471
2009-09-22,3.9634
2009-09-23,0.8798
2009-09-24,-4.6512
2009-09-25,0.0
2009-09-28,-7.3171
2009-09-29,-7.8947
2009-09-30,0.0
2009-10-01,20.0
2009-10-02,19.0476
2009-10-05,6.0
2009-10-06,54.717
2009-10-07,-17.0732
2009-10-08,-4.4118
2009-10-09,-15.3846
2009-10-12,3.6364
2009-10-13,-3.5088
2009-10-14,-3.6364
2009-10-15,1.8868
2009-10-16,-24.0741
2009-10-19,2.439
2009-10-20,7.1429
2009-10-21,22.2222
2009-10-22,-18.1818
2009-10-23,20.0
2009-10-26,-14.8148
2009-10-27,8.6957
2009-10-28,-10.0
2009-10-29,0.0
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-16,-8.8889
2009-11-17,0.0
2009-11-18,2.439
2009-11-19,0.0
2009-11-20,7.1429
2009-11-23,0.0
2009-11-24,-2.2222
2009-11-25,2.2727
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,-11.1111
2009-12-02,5.0
2009-12-03,7.1429
2009-12-04,-6.6667
2009-12-07,10.7143
2009-12-08,7.5269
2009-12-09,0.0
2009-12-10,10.0
2009-12-11,-5.4545
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,-13.461500000000001
2009-12-17,0.0
2009-12-18,-4.4444
2009-12-21,-2.3256
2009-12-22,-4.7619
2009-12-23,0.0
2009-12-24,-12.5
2009-12-28,-14.2857
2009-12-29,-6.6667
2009-12-30,0.6696
2009-12-31,2.8825
2010-01-04,3.4483
2010-01-05,3.3333
2010-01-06,12.9032
2010-01-07,42.8571
2010-01-08,0.0
2010-01-11,60.0
2010-01-12,-12.5
2010-01-13,0.0
2010-01-14,11.4286
2010-01-15,15.3846
2010-01-19,-22.2222
2010-01-20,-14.2857
2010-01-21,0.0
2010-01-22,-8.3333
2010-01-25,5.4545
2010-01-26,-13.7931
2010-01-27,0.0
2010-01-28,-6.0
2010-01-29,6.383
2010-02-01,-8.0
2010-02-02,8.6957
2010-02-03,0.0
2010-02-04,-16.0
2010-02-05,0.0
2010-02-09,0.0
2010-02-10,16.6667
2010-02-12,0.0
2010-02-16,-14.2857
2010-02-17,7.1429
2010-02-18,0.0
2010-02-19,3.3333
2010-02-23,-3.2258
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,2.2222
2010-03-02,0.0
2010-03-03,-2.1739
2010-03-04,0.0
2010-03-05,11.1111
2010-03-08,-10.0
2010-03-09,-6.6667
2010-03-10,0.0
2010-03-11,7.1429
2010-03-12,-4.4444
2010-03-15,4.6512
2010-03-16,-22.2222
2010-03-17,28.5714
2010-03-18,-5.5556
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,-1.1764999999999999
2010-03-24,0.0
2010-03-25,-4.7619
2010-03-26,-10.0
2010-03-29,11.1111
2010-03-30,-7.5
2010-03-31,0.0
2010-04-01,2.7027
2010-04-05,5.2632
2010-04-06,-5.0
2010-04-07,2.6316
2010-04-08,5.1282
2010-04-09,-2.439
2010-04-12,5.0
2010-04-13,-4.7619
2010-04-14,-5.0
2010-04-15,0.0
2010-04-16,5.2632
2010-04-19,12.5
2010-04-20,-5.5556
2010-04-21,0.0
2010-04-22,17.647100000000002
2010-04-23,17.0
2010-04-26,45.2991
2010-04-27,-11.7647
2010-04-28,-6.6667
2010-04-29,-14.2857
2010-04-30,33.3333
2010-05-03,-6.25
2010-05-04,-26.0
2010-05-05,35.1351
2010-05-06,-13.3333
2010-05-07,0.0
2010-05-10,0.0
2010-05-11,7.6923
2010-05-12,1.4285999999999999
2010-05-13,0.0
2010-05-14,-7.0423
2010-05-17,-9.0909
2010-05-18,25.0
2010-05-19,-33.3333
2010-05-20,0.0
2010-05-21,-18.0
2010-05-24,-14.6341
2010-05-25,-14.2857
2010-05-26,5.0
2010-05-27,4.7619
2010-05-28,-4.5455
2010-06-01,-17.0635
2010-06-02,0.0
2010-06-04,0.0
2010-06-07,-38.756
2010-06-08,0.0
2010-06-09,1.9531
2010-06-10,4.2146
2010-06-11,5.8824
2010-06-14,1.0417
2010-06-21,4.4674
2010-06-22,5.2632
2010-06-23,-5.0
2010-06-24,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,-10.526299999999999
2010-07-01,0.0
2010-07-02,-2.9412000000000003
2010-07-07,0.0
2010-07-08,-33.3333
2010-07-09,50.0
2010-07-12,18.9394
2010-07-13,1.9108
2010-07-14,25.0
2010-07-15,60.0
2010-07-16,-12.5
2010-07-19,0.0
2010-07-20,-14.2857
2010-07-21,-13.3333
2010-07-22,0.0
2010-07-23,-22.5962
2010-07-26,24.2236
2010-07-27,40.0
2010-07-29,-28.5714
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,20.0
2010-08-06,-32.9167
2010-08-09,0.0
2010-08-10,73.913
2010-08-11,-5.7143
2010-08-12,-9.0909
2010-08-16,-32.2917
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,18.1538
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,4.1667
2010-08-27,-18.75
2010-08-30,37.8462
2010-09-01,-5.3571
2010-09-02,-9.434
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,12.5
2010-09-09,-11.1111
2010-09-10,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,-8.3333
2010-09-17,0.8523
2010-09-20,8.169
2010-09-21,0.0
2010-09-23,12.5
2010-09-24,29.6296
2010-09-27,-9.1071
2010-09-28,-11.9843
2010-09-29,0.0
2010-09-30,1.7856999999999998
2010-10-01,-15.1316
2010-10-04,32.2997
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,-12.5
2010-10-12,0.0
2010-10-14,0.0
2010-10-15,25.0
2010-10-18,-20.0
2010-10-19,185.7143
2010-10-20,90.0
2010-10-21,-27.6316
2010-10-22,0.0
2010-10-25,4.5455
2010-10-26,21.7391
2010-10-27,0.0
2010-10-28,-14.2857
2010-10-29,33.3333
2010-11-01,-25.0
2010-11-02,-8.3333
2010-11-03,0.0
2010-11-04,-4.5455
2010-11-05,0.9524
2010-11-08,0.0
2010-11-09,-0.9434
2010-11-10,4.7619
2010-11-11,9.0909
2010-11-12,-4.1667
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,-4.3478
2010-11-22,-4.5455
2010-11-23,0.0
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,0.0
2010-12-01,-12.381
2010-12-02,0.0
2010-12-03,3.2609
2010-12-06,5.2632
2010-12-07,-5.0
2010-12-08,0.0
2010-12-09,-15.7895
2010-12-10,0.0
2010-12-13,-6.25
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,-13.3333
2010-12-23,3.0769
2010-12-27,-10.4478
2010-12-28,3.3333
2010-12-29,-3.2258
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,25.0
2011-01-04,6.6667
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,12.5
2011-01-12,-11.1111
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,0.0
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,-13.75
2011-02-04,1.4493
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,14.2857
2011-02-10,8.75
2011-02-11,-8.046
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,12.5
2011-02-18,-11.1111
2011-02-22,12.5
2011-02-23,-11.1111
2011-02-24,-12.3437
2011-02-25,6.9519
2011-03-01,6.6667
2011-03-02,-12.5
2011-03-04,14.2857
2011-03-07,0.0
2011-03-08,-6.25
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,6.6667
2011-03-15,-1.25
2011-03-16,-5.0633
2011-03-17,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-24,1.3333
2011-03-25,-7.8947
2011-03-28,7.1429
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,-10.0
2011-04-04,-11.1111
2011-04-05,0.0
2011-04-07,-8.3333
2011-04-08,0.0
2011-04-11,5.4545
2011-04-12,0.0
2011-04-13,-5.1724
2011-04-15,-5.4545
2011-04-18,7.6923
2011-04-19,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-05-02,0.0
2011-05-03,7.1429
2011-05-05,-6.6667
2011-05-06,3.5714
2011-05-09,-3.4483
2011-05-10,3.5714
2011-05-11,-3.4483
2011-05-12,0.0
2011-05-13,1.7856999999999998
2011-05-16,0.0
2011-05-17,-1.7544
2011-05-18,0.0
2011-05-19,0.0
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,0.0
2011-05-26,0.0
2011-05-27,0.0
