ticker,STJO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-09,0.0
2005-08-10,11.1111
2005-08-12,20.0
2005-08-15,-8.3333
2005-08-17,27.2727
2005-08-18,-14.2857
2005-08-19,0.0
2005-08-22,0.0
2005-08-24,1.6667
2005-08-25,0.0
2005-08-26,-1.6393
2005-08-29,6.6667
2005-08-31,1.5625
2005-09-01,0.0
2005-09-07,7.6923
2005-09-08,-5.7143
2005-09-09,6.0606
2005-09-12,-2.8571
2005-09-13,-1.4706000000000001
2005-09-15,11.9403
2005-09-19,-6.6667
2005-09-21,0.0
2005-09-26,-14.2857
2005-09-28,16.6667
2005-09-30,-10.0
2005-10-03,11.1111
2005-10-04,-10.0
2005-10-06,11.1111
2005-10-07,0.0
2005-10-10,-8.5714
2005-10-11,-6.25
2005-10-14,0.0
2005-10-17,-6.6667
2005-10-18,5.3571
2005-10-20,-14.9153
2005-10-21,-0.3984
2005-10-24,6.0
2005-10-27,-9.434
2005-10-28,-31.25
2005-10-31,6.0606
2005-11-01,5.7143
2005-11-02,2.7027
2005-11-03,5.2632
2005-11-04,2.5
2005-11-07,-2.439
2005-11-08,0.0
2005-11-09,0.0
2005-11-10,0.5
2005-11-11,6.9652
2005-11-14,2.3256
2005-11-15,0.0
2005-11-17,2.2727
2005-11-18,2.2222
2005-11-21,10.8696
2005-11-22,0.0
2005-11-23,-1.9607999999999999
2005-11-28,10.0
2005-11-29,3.6364
2005-11-30,1.7544
2005-12-01,0.0
2005-12-02,1.7241
2005-12-05,-0.339
2005-12-06,-1.3605
2005-12-08,1.7241
2005-12-09,0.0
2005-12-12,0.0
2005-12-13,-1.6949
2005-12-14,0.0
2005-12-15,0.0
2005-12-16,3.4483
2005-12-20,-5.0
2005-12-21,-1.7544
2005-12-22,7.1429
2005-12-23,0.0
2005-12-28,-6.6667
2005-12-29,3.5714
2005-12-30,3.4483
2006-01-03,-6.6667
2006-01-04,5.3571
2006-01-05,1.6949
2006-01-06,-1.6667
2006-01-09,-3.3898
2006-01-11,-1.7544
2006-01-12,0.0
2006-01-13,0.0
2006-01-23,-10.7143
2006-01-26,4.0
2006-02-02,5.7692
2006-02-03,1.8182
2006-02-07,-7.1429
2006-02-09,0.0
2006-02-14,0.0
2006-02-21,1.9231
2006-02-23,-1.8868
2006-02-24,5.7692
2006-02-28,-5.4545
2006-03-01,0.0
2006-03-03,0.0
2006-03-06,0.0
2006-03-08,-1.9231
2006-03-10,-1.9607999999999999
2006-03-13,0.0
