ticker,VTXB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-09,33.3333
2007-01-17,100.0
2007-02-08,175.0
2007-02-09,90.9091
2007-02-12,-2.3810000000000002
2007-02-13,-2.439
2007-02-14,2.5
2007-02-16,4.878
2007-02-28,-16.2791
2007-03-20,11.1111
2007-04-03,7.5
2007-04-04,4.5349
2007-04-05,-8.7875
2007-04-09,2.3171
2007-04-10,2.503
2007-04-11,2.3256
2007-04-12,-2.3636
2007-04-13,-4.5624
2007-04-16,0.1951
2007-04-18,-1.4119
2007-04-19,-1.2346
2007-04-20,0.0
2007-04-23,2.35
2007-04-24,2.3937
2007-04-27,2.5763
2007-05-01,1.8605
2007-05-02,0.4566
2007-05-03,2.2727
2007-05-04,-0.2222
2007-05-09,-6.4588
2007-05-10,-9.5238
2007-05-11,-2.6316
2007-05-15,-13.5135
2007-05-16,3.125
2007-05-17,24.0606
2007-05-18,-2.4426
2007-05-21,-5.0075
2007-05-22,0.1581
2007-05-23,-15.7895
2007-05-29,3.0
2007-05-30,3.1553
2007-05-31,5.8824
2007-06-01,-5.7222
2007-06-04,0.0
2007-06-05,0.0
2007-06-06,0.1768
2007-06-07,-0.1176
2007-06-08,0.1178
2007-06-11,2.9412000000000003
2007-06-12,8.4
2007-06-13,0.1581
2007-06-14,-0.1579
2007-06-18,0.0
2007-06-19,0.1581
2007-06-20,-2.6316
2007-06-21,-0.1622
2007-06-22,2.8695
2007-06-25,-0.1579
2007-06-26,0.5271
2007-06-27,-0.5244
2007-06-29,0.0
2007-07-02,0.1581
2007-07-05,0.2105
2007-07-06,1.3655
2007-07-09,11.399000000000001
2007-07-10,-0.2791
2007-07-12,0.0
2007-07-13,0.1866
2007-07-16,-0.0931
2007-07-17,2.5163
2007-07-18,0.0
2007-07-19,0.0
2007-07-20,-0.2273
2007-07-23,0.0
2007-07-24,0.0
2007-07-25,0.2278
2007-07-26,0.0
2007-07-27,2.1818
2007-07-30,-2.2687
2007-07-31,-0.091
2007-08-02,0.2278
2007-08-03,-4.4318
2007-08-06,4.1617
2007-08-07,-1.9635
2007-08-08,0.0
2007-08-09,-9.1756
2007-08-10,4.9744
2007-08-15,-2.4426
2007-08-16,0.0
2007-08-20,0.0
2007-08-21,0.0
2007-08-31,0.1502
2007-09-04,3.2
2007-09-05,-5.5233
2007-09-13,-2.5641
2007-09-14,0.0
2007-09-17,0.0
2007-09-18,0.0
2007-09-19,-4.7368
2007-09-20,2.2099
2007-09-21,-0.2703
